external_id,legacy_identity_key,legacy_partner_id,legacy_partner_source,name,company_type,customer_rank,supplier_rank,sc_supplier_type,sc_region,street,sc_registered_capital,sc_business_scope,sc_default_tax_rate,sc_default_tax_rate_text,sc_account_name,sc_bank_name,sc_bank_account,vat,phone,email,legacy_partner_name,legacy_credit_code,legacy_tax_no,legacy_source_evidence,source_row_count,name_variant_count,review_flags,gate_action,gate_reason
legacy_partner_business_d66573ea55e9b8f94944,partner:business:name:上高县中小企业信用担保有限公司,name:上高县中小企业信用担保有限公司,xlsx_business_aligned_partner,上高县中小企业信用担保有限公司,company,0,1,material,,,,,0,0.0000,上高县中小企业信用担保有限公司,中国建设银行股份有限公司宜春市分行,36050182015900001464,,,,上高县中小企业信用担保有限公司,,,partner_import_source_business_aligned:name:上高县中小企业信用担保有限公司,,,missing_credit_code;supplier_business_fact,update_only_candidate,missing_credit_code
legacy_partner_business_86338642454d1cc38c0a,partner:business:name:东方希望重庆水泥有限公司,name:东方希望重庆水泥有限公司,xlsx_business_aligned_partner,东方希望重庆水泥有限公司,company,0,1,material,,,,,9,9%,东方希望重庆水泥有限公司,招商银行上海自贸试验区分行,123905379810112,,,,东方希望重庆水泥有限公司,,,partner_import_source_business_aligned:name:东方希望重庆水泥有限公司,,,missing_credit_code;supplier_business_fact,update_only_candidate,missing_credit_code
legacy_partner_business_5444bc3b28b16fed414c,partner:business:name:东明县江睿木业有限公司,name:东明县江睿木业有限公司,xlsx_business_aligned_partner,东明县江睿木业有限公司,company,0,1,material,,,,,6,6%,东明县江睿木业有限公司,山东东明农村商业银行股份有限公司马头支行,9170117092142050001191,,,,东明县江睿木业有限公司,,,partner_import_source_business_aligned:name:东明县江睿木业有限公司,,,duplicate_name_in_xlsx;missing_credit_code;supplier_business_fact,update_only_candidate,duplicate_name_in_xlsx;missing_credit_code
legacy_partner_business_8587569b538dc370a36f,partner:business:name:东能电缆有限公司,name:东能电缆有限公司,xlsx_business_aligned_partner,东能电缆有限公司,company,0,1,material,,,,,6,6%,东能电缆有限公司,中国农业银行股份有限公司宁晋县支行,50238001040016729,,,,东能电缆有限公司,,,partner_import_source_business_aligned:name:东能电缆有限公司,,,missing_credit_code;supplier_business_fact,update_only_candidate,missing_credit_code
legacy_partner_business_524f1b5865d641cf83e3,partner:business:name:东莞市三拓建材有限公司,name:东莞市三拓建材有限公司,xlsx_business_aligned_partner,东莞市三拓建材有限公司,company,0,1,material,,,,,13,13%,东莞市三拓建材有限公司,东莞农村商业银行股份有限公司万江水蛇涌分理处,060230190010012475,,,,东莞市三拓建材有限公司,,,partner_import_source_business_aligned:name:东莞市三拓建材有限公司,,,missing_credit_code;supplier_business_fact,update_only_candidate,missing_credit_code
legacy_partner_business_74a45185b169620cd2ba,partner:business:name:东莞市东城筑邦建材经营部,name:东莞市东城筑邦建材经营部,xlsx_business_aligned_partner,东莞市东城筑邦建材经营部,company,0,1,other,,,,,,,东莞市东城筑邦建材经营部,东莞农村商业银行股份有限公司万江水蛇涌分理处,060230190010011941,,,,东莞市东城筑邦建材经营部,,,partner_import_source_business_aligned:name:东莞市东城筑邦建材经营部,,,missing_credit_code;supplier_business_fact,update_only_candidate,missing_credit_code
legacy_partner_business_e466ba8c1e5bd3fd1f5f,partner:business:name:东莞市东城鄂钟建材店,name:东莞市东城鄂钟建材店,xlsx_business_aligned_partner,东莞市东城鄂钟建材店,company,0,1,other,,,,,,,东莞市东城鄂钟建材店,东莞农村商业银行股份有限公司东城同沙支行,120280190010011455,,,,东莞市东城鄂钟建材店,,,partner_import_source_business_aligned:name:东莞市东城鄂钟建材店,,,missing_credit_code;supplier_business_fact,update_only_candidate,missing_credit_code
legacy_partner_business_074aebdf754344f48d59,partner:business:name:东莞市天亿园林绿化工程有限公司,name:东莞市天亿园林绿化工程有限公司,xlsx_business_aligned_partner,东莞市天亿园林绿化工程有限公司,company,0,1,other,,,,,,,东莞市天亿园林绿化工程有限公司,中国建设银行股份有限公司东莞横沥汇丰支行,44050177815300000652,,,,东莞市天亿园林绿化工程有限公司,,,partner_import_source_business_aligned:name:东莞市天亿园林绿化工程有限公司,,,missing_credit_code;supplier_business_fact,update_only_candidate,missing_credit_code
legacy_partner_business_8f12af20dc4b9dce7124,partner:business:name:东莞市寮步智超建材店,name:东莞市寮步智超建材店,xlsx_business_aligned_partner,东莞市寮步智超建材店,company,0,1,material,,,,,6,6%,东莞市寮步智超建材店,东莞市农村商业银行股份有限公司万江支行,060010190010056631,,,,东莞市寮步智超建材店,,,partner_import_source_business_aligned:name:东莞市寮步智超建材店,,,missing_credit_code;supplier_business_fact,update_only_candidate,missing_credit_code
legacy_partner_business_45d0416798b92f1ef5a3,partner:business:name:东莞市寮步锦铭建材店,name:东莞市寮步锦铭建材店,xlsx_business_aligned_partner,东莞市寮步锦铭建材店,company,0,1,other,,,,,,,东莞市寮步锦铭建材店,东莞农村商业银行股份有限公司万江支行,060010190010057691,,,,东莞市寮步锦铭建材店,,,partner_import_source_business_aligned:name:东莞市寮步锦铭建材店,,,missing_credit_code;supplier_business_fact,update_only_candidate,missing_credit_code
legacy_partner_business_14773fe1892e156d49b3,partner:business:name:东莞市鸿基伟业混凝土有限公司,name:东莞市鸿基伟业混凝土有限公司,xlsx_business_aligned_partner,东莞市鸿基伟业混凝土有限公司,company,0,1,material,,,,,9,9%,东莞市鸿基伟业混凝土有限公司,中信银行中堂支行,7449810182600005371,,,,东莞市鸿基伟业混凝土有限公司,,,partner_import_source_business_aligned:name:东莞市鸿基伟业混凝土有限公司,,,missing_credit_code;supplier_business_fact,update_only_candidate,missing_credit_code
legacy_partner_business_a6a7f30dcfaa41ce72fa,partner:business:name:两江新区万佳兴五金经营部,name:两江新区万佳兴五金经营部,xlsx_business_aligned_partner,两江新区万佳兴五金经营部,company,0,1,other,,,,,,,两江新区万佳兴五金经营部,农业银行沙坪坝陈家桥支行,6228480478300117676,,,,两江新区万佳兴五金经营部,,,partner_import_source_business_aligned:name:两江新区万佳兴五金经营部,,,missing_credit_code;supplier_business_fact,update_only_candidate,missing_credit_code
legacy_partner_business_0874da7954f9361790ba,partner:business:name:两江新区临嘉颜机械设备租赁站,name:两江新区临嘉颜机械设备租赁站,xlsx_business_aligned_partner,两江新区临嘉颜机械设备租赁站,company,0,1,material,,,,,9,9%,两江新区临嘉颜机械设备租赁站,重庆渝北银座村镇银行有限责任公司鸳鸯支行,650641017900015,,,,两江新区临嘉颜机械设备租赁站,,,partner_import_source_business_aligned:name:两江新区临嘉颜机械设备租赁站,,,missing_credit_code;supplier_business_fact,update_only_candidate,missing_credit_code
legacy_partner_business_865b6977a25edd4e8bfc,partner:business:name:两江新区立牌建材经营部,name:两江新区立牌建材经营部,xlsx_business_aligned_partner,两江新区立牌建材经营部,company,0,1,other,,,,,,,两江新区立牌建材经营部,中国农业银行股份有限公司重庆渝北石船支行,31110701040002628,,,,两江新区立牌建材经营部,,,partner_import_source_business_aligned:name:两江新区立牌建材经营部,,,missing_credit_code;supplier_business_fact,update_only_candidate,missing_credit_code
legacy_partner_business_931d495de0ac4e32e183,partner:business:name:两江新区翔毅超建材经营部,name:两江新区翔毅超建材经营部,xlsx_business_aligned_partner,两江新区翔毅超建材经营部,company,0,1,other,,,,,,,两江新区翔毅超建材经营部,中国农业银行股份有限公司重庆南岸学府支行,31061401040006823,,,,两江新区翔毅超建材经营部,,,partner_import_source_business_aligned:name:两江新区翔毅超建材经营部,,,duplicate_name_in_xlsx;missing_credit_code;supplier_business_fact,update_only_candidate,duplicate_name_in_xlsx;missing_credit_code
legacy_partner_business_397606e1ead22bb704fd,partner:business:name:两江新区鑫茂建材经营部(个体工商户),name:两江新区鑫茂建材经营部(个体工商户),xlsx_business_aligned_partner,两江新区鑫茂建材经营部(个体工商户),company,0,1,other,,,,,,,两江新区鑫茂建材经营部(个体工商户),中国银行股份有限公司重庆春晖路支行,113087628054,,,,两江新区鑫茂建材经营部(个体工商户),,,partner_import_source_business_aligned:name:两江新区鑫茂建材经营部(个体工商户),,,missing_credit_code;supplier_business_fact,update_only_candidate,missing_credit_code
legacy_partner_business_340fd28be17f43e06436,partner:business:name:个体户张波,name:个体户张波,xlsx_business_aligned_partner,个体户张波,company,0,1,other,,,,,,,个体户张波,四川银行股份有限公司攀枝花米易城北支行,77220100051495470,,,,个体户张波,,,partner_import_source_business_aligned:name:个体户张波,,,missing_credit_code;supplier_business_fact,update_only_candidate,missing_credit_code
legacy_partner_business_4c97752a676798101f54,partner:business:name:个体户杨非林,name:个体户杨非林,xlsx_business_aligned_partner,个体户杨非林,company,0,1,other,,,,,,,个体户杨非林,中国邮政储蓄银行股份有限公司德阳市旌阳区支行,951005010007938908,,,,个体户杨非林,,,partner_import_source_business_aligned:name:个体户杨非林,,,missing_credit_code;supplier_business_fact,update_only_candidate,missing_credit_code
legacy_partner_business_e14a1d728c1f5949ffd8,partner:business:name:个体户雷勤英,name:个体户雷勤英,xlsx_business_aligned_partner,个体户雷勤英,company,0,1,material,,,,,6,0.0600,个体户雷勤英,中国农业银行米易支行营业部,623522440012623678,,,,个体户雷勤英,,,partner_import_source_business_aligned:name:个体户雷勤英,,,duplicate_name_in_xlsx;missing_credit_code;supplier_business_fact,update_only_candidate,duplicate_name_in_xlsx;missing_credit_code
legacy_partner_business_14b783df9a57ea79ac38,partner:business:name:中元天纬集团有限公司新疆分公司,name:中元天纬集团有限公司新疆分公司,xlsx_business_aligned_partner,中元天纬集团有限公司新疆分公司,company,0,1,other,,,,,,,中元天纬集团有限公司新疆分公司,新疆喀什农村商业银行股份有限公司解放南路支行,860020212010112300421,,,,中元天纬集团有限公司新疆分公司,,,partner_import_source_business_aligned:name:中元天纬集团有限公司新疆分公司,,,missing_credit_code;supplier_business_fact,update_only_candidate,missing_credit_code
legacy_partner_business_86c1ba3303b1452f42e3,partner:business:name:中华联合财产保险股份有限公司乌鲁木齐分公司,name:中华联合财产保险股份有限公司乌鲁木齐分公司,xlsx_business_aligned_partner,中华联合财产保险股份有限公司乌鲁木齐分公司,company,0,1,material,,,,,0,0.0000,中华联合财产保险股份有限公司乌鲁木齐分公司,农行乌鲁木齐建设路（兵团）支行,30703101040009116,,,,中华联合财产保险股份有限公司乌鲁木齐分公司,,,partner_import_source_business_aligned:name:中华联合财产保险股份有限公司乌鲁木齐分公司,,,duplicate_name_in_xlsx;missing_credit_code;supplier_business_fact,update_only_candidate,duplicate_name_in_xlsx;missing_credit_code
legacy_partner_business_1a57a08389030cf9a628,partner:business:name:中国人寿财产保险股份有限公司天府新区中心支公司,name:中国人寿财产保险股份有限公司天府新区中心支公司,xlsx_business_aligned_partner,中国人寿财产保险股份有限公司天府新区中心支公司,company,0,1,other,,,,,,,中国人寿财产保险股份有限公司天府新区中心支公司,中国建设银行,51050111045700000119,,,,中国人寿财产保险股份有限公司天府新区中心支公司,,,partner_import_source_business_aligned:name:中国人寿财产保险股份有限公司天府新区中心支公司,,,missing_credit_code;supplier_business_fact,update_only_candidate,missing_credit_code
legacy_partner_business_d3416d3c2f6f9a4bfeab,partner:business:name:中国人寿财产保险股份有限公司德阳市中心支公司（供应商）,name:中国人寿财产保险股份有限公司德阳市中心支公司（供应商）,xlsx_business_aligned_partner,中国人寿财产保险股份有限公司德阳市中心支公司（供应商）,company,0,1,other,,,,,,,中国人寿财产保险股份有限公司德阳市中心支公司,中国农业银行资金清算中心,22202101040013395,,,,中国人寿财产保险股份有限公司德阳市中心支公司（供应商）,,,partner_import_source_business_aligned:name:中国人寿财产保险股份有限公司德阳市中心支公司（供应商）,,,missing_credit_code;supplier_business_fact,update_only_candidate,missing_credit_code
legacy_partner_business_a9ca762d1b34ea276345,partner:business:name:中国人寿财产保险股份有限公司成都市中心支公司,name:中国人寿财产保险股份有限公司成都市中心支公司,xlsx_business_aligned_partner,中国人寿财产保险股份有限公司成都市中心支公司,company,0,1,other,,,,,,,中国人寿财产保险股份有限公司成都市中心支公司,中国建设银行总行,51001508608051520239,,,,中国人寿财产保险股份有限公司成都市中心支公司,,,partner_import_source_business_aligned:name:中国人寿财产保险股份有限公司成都市中心支公司,,,missing_credit_code;supplier_business_fact,update_only_candidate,missing_credit_code
legacy_partner_business_292768969ec359771317,partner:business:name:中国人寿财产保险股份有限公司绵阳市中心支公司,name:中国人寿财产保险股份有限公司绵阳市中心支公司,xlsx_business_aligned_partner,中国人寿财产保险股份有限公司绵阳市中心支公司,company,0,1,other,,,,,,,中国人寿财产保险股份有限公司绵阳市中心支公司,中国建设银行股份有限公司绵阳高新支行,51001657937059000396,,,,中国人寿财产保险股份有限公司绵阳市中心支公司,,,partner_import_source_business_aligned:name:中国人寿财产保险股份有限公司绵阳市中心支公司,,,missing_credit_code;supplier_business_fact,update_only_candidate,missing_credit_code
legacy_partner_business_c385a4164534f0dab800,partner:business:name:中国人寿财产保险股份有限公司重庆市分公司,name:中国人寿财产保险股份有限公司重庆市分公司,xlsx_business_aligned_partner,中国人寿财产保险股份有限公司重庆市分公司,company,0,1,material,,,,,0,0.0000,中国人寿财产保险股份有限公司重庆市分公司,中国工商银行重庆交易大厦支行,3100204219000082582,,,,中国人寿财产保险股份有限公司重庆市分公司,,,partner_import_source_business_aligned:name:中国人寿财产保险股份有限公司重庆市分公司,,,duplicate_name_in_xlsx;missing_credit_code;supplier_business_fact,update_only_candidate,duplicate_name_in_xlsx;missing_credit_code
legacy_partner_business_9e31493611ccdc63ab10,partner:business:name:中国人民财产保险股份有限公司德阳市分公司,name:中国人民财产保险股份有限公司德阳市分公司,xlsx_business_aligned_partner,中国人民财产保险股份有限公司德阳市分公司,company,1,1,material,德阳市,,,,0,0.0000,中国人民财产保险股份有限公司德阳市分公司,中国工商银行德阳东大街支行,2305363109023100497,,,,中国人民财产保险股份有限公司德阳市分公司,,,partner_import_source_business_aligned:name:中国人民财产保险股份有限公司德阳市分公司,,,customer_business_fact;duplicate_name_in_xlsx;missing_credit_code;supplier_business_fact,update_only_candidate,duplicate_name_in_xlsx;missing_credit_code
legacy_partner_business_ab6ef261353c741d9156,partner:business:name:中国人民财产保险股份有限公司格尔木市分公司,name:中国人民财产保险股份有限公司格尔木市分公司,xlsx_business_aligned_partner,中国人民财产保险股份有限公司格尔木市分公司,company,0,1,material,,,,,0,0.0000,中国人民财产保险股份有限公司格尔木市分公司,建行格尔木黄河路支行,63001413602050002035,,,,中国人民财产保险股份有限公司格尔木市分公司,,,partner_import_source_business_aligned:name:中国人民财产保险股份有限公司格尔木市分公司,,,missing_credit_code;supplier_business_fact,update_only_candidate,missing_credit_code
legacy_partner_business_2c66c053da314e592634,partner:business:name:中国人民财产保险股份有限公司永川支公司,name:中国人民财产保险股份有限公司永川支公司,xlsx_business_aligned_partner,中国人民财产保险股份有限公司永川支公司,company,0,1,material,,,,,0,0.0000,中国人民财产保险股份有限公司永川支公司,中国工商银行重庆市朝天门支行,3100020109023100923,,,,中国人民财产保险股份有限公司永川支公司,,,partner_import_source_business_aligned:name:中国人民财产保险股份有限公司永川支公司,,,missing_credit_code;supplier_business_fact,update_only_candidate,missing_credit_code
legacy_partner_business_7e60034937754e2b9669,partner:business:name:中国人民财产保险股份有限公司重庆市分公司,name:中国人民财产保险股份有限公司重庆市分公司,xlsx_business_aligned_partner,中国人民财产保险股份有限公司重庆市分公司,company,0,1,other,,,,,,,中国人民财产保险股份有限公司重庆市分公司,中国工商银行重庆市朝天门支行,9558853100004652529,,,,中国人民财产保险股份有限公司重庆市分公司,,,partner_import_source_business_aligned:name:中国人民财产保险股份有限公司重庆市分公司,,,duplicate_name_in_xlsx;missing_credit_code;supplier_business_fact,update_only_candidate,duplicate_name_in_xlsx;missing_credit_code
legacy_partner_business_4fdd588cac8f85404ac5,partner:business:name:中国农业发展银行四川省分行,name:中国农业发展银行四川省分行,xlsx_business_aligned_partner,中国农业发展银行四川省分行,company,1,0,other,,,,,,,中国农业发展银行四川省分行,中国农业发展银行四川省分行营业部,20351999900100000103131,,,,中国农业发展银行四川省分行,,,partner_import_source_business_aligned:name:中国农业发展银行四川省分行,,,customer_business_fact;missing_credit_code,update_only_candidate,missing_credit_code
legacy_partner_business_18d87e78dc71da5d468f,partner:business:name:中国华西工程设计建设有限公司综合设计所,name:中国华西工程设计建设有限公司综合设计所,xlsx_business_aligned_partner,中国华西工程设计建设有限公司综合设计所,company,0,1,other,,,,,,,中国华西工程设计建设有限公司综合设计所,长城华西银行股份有限公司德阳旌阳支行,2010200001534056,,,,中国华西工程设计建设有限公司综合设计所,,,partner_import_source_business_aligned:name:中国华西工程设计建设有限公司综合设计所,,,missing_credit_code;supplier_business_fact,update_only_candidate,missing_credit_code
legacy_partner_business_9fe021097af64abf85a5,partner:business:name:中国大地财产保险股份有限公司凉山中心支公司,name:中国大地财产保险股份有限公司凉山中心支公司,xlsx_business_aligned_partner,中国大地财产保险股份有限公司凉山中心支公司,company,0,1,material,,,,,0,0.0000,中国大地财产保险股份有限公司凉山中心支公司,中国工商银行成都春熙支行,4402209029068026573,,,,中国大地财产保险股份有限公司凉山中心支公司,,,partner_import_source_business_aligned:name:中国大地财产保险股份有限公司凉山中心支公司,,,missing_credit_code;supplier_business_fact,update_only_candidate,missing_credit_code
legacy_partner_business_5558576891e6c4bfb22b,partner:business:name:中国大地财产保险股份有限公司四川分公司,name:中国大地财产保险股份有限公司四川分公司,xlsx_business_aligned_partner,中国大地财产保险股份有限公司四川分公司,company,0,1,other,,,,,,,中国大地财产保险股份有限公司四川分公司,中国工商银行成都市春熙支行营业室,4402209029068026573,,,,中国大地财产保险股份有限公司四川分公司,,,partner_import_source_business_aligned:name:中国大地财产保险股份有限公司四川分公司,,,missing_credit_code;supplier_business_fact,update_only_candidate,missing_credit_code
legacy_partner_business_e1e3d55e349f147956b0,partner:business:name:中国大地财产保险股份有限公司德阳中心支公司,name:中国大地财产保险股份有限公司德阳中心支公司,xlsx_business_aligned_partner,中国大地财产保险股份有限公司德阳中心支公司,company,0,1,other,,,,,,,中国大地财产保险股份有限公司德阳中心支公司,中国工商银行成都春熙路支行,4402209029068026573,,,,中国大地财产保险股份有限公司德阳中心支公司,,,partner_import_source_business_aligned:name:中国大地财产保险股份有限公司德阳中心支公司,,,missing_credit_code;supplier_business_fact,update_only_candidate,missing_credit_code
legacy_partner_business_5c2f5cdbfc8e261a7edc,partner:business:name:中国大地财产保险股份有限公司德阳分公司,name:中国大地财产保险股份有限公司德阳分公司,xlsx_business_aligned_partner,中国大地财产保险股份有限公司德阳分公司,company,0,1,other,,,,,,,中国大地财产保险股份有限公司德阳分公司,中国工商银行成都市春熙支行营业室,4402209029068026573,,,,中国大地财产保险股份有限公司德阳分公司,,,partner_import_source_business_aligned:name:中国大地财产保险股份有限公司德阳分公司,,,duplicate_name_in_xlsx;missing_credit_code;supplier_business_fact,update_only_candidate,duplicate_name_in_xlsx;missing_credit_code
legacy_partner_business_67ee80e9a862532ff523,partner:business:name:中国大地财产保险股份有限公司绵阳中心支公司,name:中国大地财产保险股份有限公司绵阳中心支公司,xlsx_business_aligned_partner,中国大地财产保险股份有限公司绵阳中心支公司,company,0,1,material,,,,,0,0.0000,中国大地财产保险股份有限公司绵阳中心支公司,中国工商银行绵阳市剑南支行,2308412309023100670,,,,中国大地财产保险股份有限公司绵阳中心支公司,,,partner_import_source_business_aligned:name:中国大地财产保险股份有限公司绵阳中心支公司,,,duplicate_name_in_xlsx;missing_credit_code;supplier_business_fact,update_only_candidate,duplicate_name_in_xlsx;missing_credit_code
legacy_partner_business_e0d76ade6314c4577271,partner:business:name:中国大地财产保险股份有限公司重庆分公司营业部,name:中国大地财产保险股份有限公司重庆分公司营业部,xlsx_business_aligned_partner,中国大地财产保险股份有限公司重庆分公司营业部,company,0,1,other,,,,,,,中国大地财产保险股份有限公司重庆分公司营业部,中国农业银行股份有限公司重庆江北五里店支行,31050701040008213,,,,中国大地财产保险股份有限公司重庆分公司营业部,,,partner_import_source_business_aligned:name:中国大地财产保险股份有限公司重庆分公司营业部,,,missing_credit_code;supplier_business_fact,update_only_candidate,missing_credit_code
legacy_partner_business_3cbe1aeb441e076e8c22,partner:business:name:中国太平洋财产保险股份有限公司上海分公司,name:中国太平洋财产保险股份有限公司上海分公司,xlsx_business_aligned_partner,中国太平洋财产保险股份有限公司上海分公司,company,0,1,material,,,,,0,0.0000,中国太平洋财产保险股份有限公司上海分公司,交通银行上海市分行营业部,310066661018001746690,,,,中国太平洋财产保险股份有限公司上海分公司,,,partner_import_source_business_aligned:name:中国太平洋财产保险股份有限公司上海分公司,,,missing_credit_code;supplier_business_fact,update_only_candidate,missing_credit_code
legacy_partner_business_372852e846f82bc6b207,partner:business:name:中国太平洋财产保险股份有限公司拉萨中心支公司,name:中国太平洋财产保险股份有限公司拉萨中心支公司,xlsx_business_aligned_partner,中国太平洋财产保险股份有限公司拉萨中心支公司,company,0,1,other,,,,,,,中国太平洋财产保险股份有限公司拉萨中心支公司,中国农业银行股份有限公司拉萨金珠支行,25930001040011697,,,,中国太平洋财产保险股份有限公司拉萨中心支公司,,,partner_import_source_business_aligned:name:中国太平洋财产保险股份有限公司拉萨中心支公司,,,missing_credit_code;supplier_business_fact,update_only_candidate,missing_credit_code
legacy_partner_business_95491a0bbbd5d9dc5ef9,partner:business:name:中国太平洋财产保险股份有限公司温州分公司,name:中国太平洋财产保险股份有限公司温州分公司,xlsx_business_aligned_partner,中国太平洋财产保险股份有限公司温州分公司,company,0,1,other,,,,,,,中国太平洋财产保险股份有限公司温州分公司,中国工商银行总行清算中心,1203203009200024830,,,,中国太平洋财产保险股份有限公司温州分公司,,,partner_import_source_business_aligned:name:中国太平洋财产保险股份有限公司温州分公司,,,missing_credit_code;supplier_business_fact,update_only_candidate,missing_credit_code
legacy_partner_business_83073bc9aa43fae06065,partner:business:name:中国太平洋财产保险股份有限公司遂宁中心支公司,name:中国太平洋财产保险股份有限公司遂宁中心支公司,xlsx_business_aligned_partner,中国太平洋财产保险股份有限公司遂宁中心支公司,company,0,1,material,,,,,6,6%,中国太平洋财产保险股份有限公司遂宁中心支公司,中国建设银行股份有限公司遂宁分行船山支行,51001678636051505800,,,,中国太平洋财产保险股份有限公司遂宁中心支公司,,,partner_import_source_business_aligned:name:中国太平洋财产保险股份有限公司遂宁中心支公司,,,missing_credit_code;supplier_business_fact,update_only_candidate,missing_credit_code
