staging_id,legacy_record_id,document_no,document_date,project_id,project_name,partner_id,partner_name,amount_total,classification,target_model,action
5721,a1776af7da16430483f67f30bc8ce8bf,FKD-20231012-037,2023-01-06,874,SCBS未指定项目 - 四川迈投建筑工程有限公司,7409,四川川蓉金标交通工程有限公司,-6622.2,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
5784,a3710c87b97846b299721c24e5158450,FKD-20230920-051,2023-01-12,875,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,7535,四川森宝电气有限公司,-36000.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
6567,b7fd3958e5464c42af05a7ff75bbfe6c,FKD-20231012-004,2023-01-17,874,SCBS未指定项目 - 四川迈投建筑工程有限公司,7745,朱龙钊,-180000.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
2139,3db2b2bf469946299a4d526b924ba5f5,FKD-20230920-052,2023-01-19,875,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,7551,四川睿杰达贸易有限公司,-200000.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
2941,534b7ee16e3743b19a14600463a67b69,FKD-20230920-053,2023-01-19,875,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,7551,四川睿杰达贸易有限公司,-200000.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
7529,d2161a47076e4d75ba3f0bf3112a18dd,FKD-20231023-001,2023-01-20,870,SCBS未指定项目 - 四川鑫垚建筑劳务有限公司,7317,挂靠单位,-98000.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
6614,b936c9bf866b4b409cecb513c1d2aef7,FKD-20240411-001,2023-04-28,873,SCBS未指定项目 - 德阳泰诚硕商贸有限公司,7661,德阳正弘金属材料有限公司,-12809.2,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
1857,36004400e42b4b7186b0f907c233b0a5,FKD-20230920-055,2023-05-09,875,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,7627,德阳市华壹商贸有限公司,-15000.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
6569,b8085e4adb024d04aad60a42c0d27273,FKD-20230920-056,2023-05-10,875,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,7512,四川可为景观园林工程有限公司,-1000000.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
6144,ad11401ff35943ec8e13f319ed33ef85,FKD-20231012-006,2023-05-11,874,SCBS未指定项目 - 四川迈投建筑工程有限公司,7595,工资,-11869.19,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
2617,4aaf8f23e7dc4c4fb1cecc1e6a873cd1,FKD-20231023-003,2023-05-16,870,SCBS未指定项目 - 四川鑫垚建筑劳务有限公司,7511,四川华西集采电子商务有限公司,-5000.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
9038,fd473f6a08fb42f39311f8bf0f223215,FKD-20231012-005,2023-05-19,874,SCBS未指定项目 - 四川迈投建筑工程有限公司,7391,中国太平洋财产保险股份有限公司德阳中心支公司,-27023.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
5815,a44870403c6a4af09ed332037a6ec48b,FKD-20230925-010,2023-05-26,869,SCBS未指定项目 - 四川晟博通达商贸有限公司,7750,李德兴,-5274.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
8181,e4cbf4abb19144e686f914c57fe7cfe2,FKD-20231007-010,2023-06-08,873,SCBS未指定项目 - 德阳泰诚硕商贸有限公司,7740,旌阳区黄许镇运红建材经营部,-3780.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
4817,895ca364ec0649808807ccf270ce2116,FKD-20231023-005,2023-06-12,870,SCBS未指定项目 - 四川鑫垚建筑劳务有限公司,7317,挂靠单位,-4000.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
1310,25be9b8fad304f06ac619ebde3db5e8b,FKD-20230626-002,2023-06-17,869,SCBS未指定项目 - 四川晟博通达商贸有限公司,7511,四川华西集采电子商务有限公司,-5000.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
3527,63aa01382dd443cd92f0cfcc3f7ca023,FKD-20231007-001,2023-07-05,833,二重厂西路等4条道路工程,7783,肖文,-200000.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
8641,f2115785e87b4c94b620b9c74044792f,FKD-20230801-003,2023-07-24,881,SCBS未指定项目 - 德阳市区海旺建材经营部,7375,德阳市区海旺建材经营部,-100000.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
4264,794609db3c04423dbd8a3ec9ab6a7dd3,FKD-20231102-003,2023-07-25,870,SCBS未指定项目 - 四川鑫垚建筑劳务有限公司,7572,四川鑫垚建筑劳务有限公司,-1800000.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
7904,dca950568a8b46d89e0de02184190262,FKD-20231102-004,2023-08-16,870,SCBS未指定项目 - 四川鑫垚建筑劳务有限公司,7572,四川鑫垚建筑劳务有限公司,-8500.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
250,076b99b4a4bf4f8791bde6e4a5c6ba71,FKD-20231023-016,2023-08-18,870,SCBS未指定项目 - 四川鑫垚建筑劳务有限公司,7504,四川保盛建设集团有限公司,-4500000.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
6091,abb4d44bdd1f4db99d0607c71c33a76a,FKD-20231102-013,2023-08-21,870,SCBS未指定项目 - 四川鑫垚建筑劳务有限公司,7710,文楠,-1000.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
295,08a6ab4dbda542a98856201c168eedf0,FKD-20231102-005,2023-09-07,870,SCBS未指定项目 - 四川鑫垚建筑劳务有限公司,7572,四川鑫垚建筑劳务有限公司,-800000.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
1557,2c8985d662be42838b78b0f77116fd0f,FKD-20231102-007,2023-09-07,870,SCBS未指定项目 - 四川鑫垚建筑劳务有限公司,7572,四川鑫垚建筑劳务有限公司,-132230.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
4535,80a6ba3b9fce42478204d86d826e77a6,FKD-20231102-008,2023-09-08,870,SCBS未指定项目 - 四川鑫垚建筑劳务有限公司,7572,四川鑫垚建筑劳务有限公司,-9000.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
1187,2276fe61a40f4e6087216ddc8ef6c317,FK-202309111435,2023-09-11,832,三星堆环线基础设施改造,7799,陈加国,-3000.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
2800,4f675c6dff9044bab843be6c8368f6aa,FKD-20231011-001,2023-09-16,832,三星堆环线基础设施改造,7765,湖南湘旭交安光电高科技股份有限公司,-18000.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
7886,dc3ef723195d4b33a42fed2ef584fbec,FKD-20230927-055,2023-09-27,873,SCBS未指定项目 - 德阳泰诚硕商贸有限公司,7603,德阳中民招标代理有限公司,-600000.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
8680,f30e368bc4c44c3cb00abedc97050ff6,FKD-20230927-081,2023-09-27,833,二重厂西路等4条道路工程,7511,四川华西集采电子商务有限公司,-40000.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
2403,44f239831ed34262815b86b0d9c20973,FKD-20230928-002,2023-09-28,846,凯江大回湾景区融合提升项目,7804,高新区信洲机械租赁服务部,-5000.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
2138,3db259eec30c4faf86fb0f2b6262f8d8,FKD-20231007-003,2023-10-07,873,SCBS未指定项目 - 德阳泰诚硕商贸有限公司,7430,德阳建投建材有限公司,-124034.6,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
3242,5bdb2ddfaccf48d4b959ce1eaed6493d,FK-202311131444,2023-11-10,856,崴和路二标段,7476,伟宸建设集团有限公司,-774603.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
7045,c5249c1b80e94835a75461f04711bbc9,FK-202311131444,2023-11-10,860,崴和路一标段,7525,四川建设发展股份有限公司,-728125.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
5183,9332b5443d814aeca6ca4863d1cf3331,FKD-20231124-003,2023-11-24,870,SCBS未指定项目 - 四川鑫垚建筑劳务有限公司,7498,四川乾径交通工程有限公司,-11670.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
1731,31bdfab791044e0189bfa07aa1ad4f7d,FKD-20231220-001,2023-12-20,869,SCBS未指定项目 - 四川晟博通达商贸有限公司,7300,绵阳市安州区桑枣豪熙百货销售有限责任公司,-24603.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
552,0f73eaf80c9b49baae70f62b45311c9c,FKD-20240108-002,2024-01-08,869,SCBS未指定项目 - 四川晟博通达商贸有限公司,7300,绵阳市安州区桑枣豪熙百货销售有限责任公司,-49371.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
2791,4f4937a455594545ba4d303a4ef8f6d7,FKD-20240204-017,2024-01-09,874,SCBS未指定项目 - 四川迈投建筑工程有限公司,7595,工资,-2185.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
5677,a05b5801434549d5998375e1516cc434,FKD-20240204-011,2024-02-01,870,SCBS未指定项目 - 四川鑫垚建筑劳务有限公司,7317,挂靠单位,-7935.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
600,10bbbb07687c475ca14906ed206a1c6f,FKD-20240207-002,2024-02-04,870,SCBS未指定项目 - 四川鑫垚建筑劳务有限公司,7289,代付工资,-9000.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
2960,53bb24243bcc41beabd482f8b768ab4e,FKD-20240207-003,2024-02-04,870,SCBS未指定项目 - 四川鑫垚建筑劳务有限公司,7289,代付工资,-24600.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
2165,3e3dafe6d0df4e83be341e1c2bbc2266,FKD-20240207-016,2024-02-05,874,SCBS未指定项目 - 四川迈投建筑工程有限公司,7289,代付工资,-75200.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
3381,5f7b00add1ed443eaef55b945d3a237f,FKD-20240207-001,2024-02-07,870,SCBS未指定项目 - 四川鑫垚建筑劳务有限公司,7469,临时水电组,-12558.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
4433,7dba4564f65641069f01c43499928b6f,FKD-20240208-005,2024-02-07,874,SCBS未指定项目 - 四川迈投建筑工程有限公司,7595,工资,-7910.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
6197,ae72ab03b78b478683f4c730b1eebc65,FKD-20240226-006,2024-02-08,872,SCBS未指定项目 - 四川宏政嘉斯建筑工程有限公司,7468,中铁二十四局集团西南建设有限公司,-500000.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
7741,d83e30e465184b4a9f548f7a45eff18d,FKD-20240410-006,2024-04-10,873,SCBS未指定项目 - 德阳泰诚硕商贸有限公司,7430,德阳建投建材有限公司,-40000.0,account_or_internal_adjustment,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
2543,48839e9e014b41fb97412e7658eea0cf,FK-202404181020,2024-04-15,845,烈士陵园装修项目,7466,中江县凯江镇王师白铁经营部,-4975.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
2116,3cfd5195e9e64728a34982fa3cb85b25,FKD-20240417-005,2024-04-17,874,SCBS未指定项目 - 四川迈投建筑工程有限公司,7688,成都市劳瑞斯移动板房有限公司,-4428.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
4589,8255d29b7f9a4002a2b623c9d6e391f0,FK-202404301644,2024-04-30,829,旌阳区供水项目——柏隆净水厂,7601,徐州大有灌排设备有限公司,-9856.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
6051,aa8c8cdf06cc4db59b25e68409647678,FK-202405221927,2024-05-20,840,玉山街道路工程,7430,德阳建投建材有限公司,-54346.51,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
1308,25aa05887cab4146a6b37ae6358be036,FKD-20240527-001,2024-05-23,875,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,7287,税费,-5809.43,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
2895,52109915fadb47bc803e23af59af76cf,FKD-20240611-016,2024-06-11,829,旌阳区供水项目——柏隆净水厂,7289,代付工资,-5600.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
4177,76efff4f466c4e039b6582fe8be5e2fd,FKD-20240611-014,2024-06-11,874,SCBS未指定项目 - 四川迈投建筑工程有限公司,7289,代付工资,-5776.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
1263,24780fd9e1d447219b221825b53451c9,FKD-20240618-004,2024-06-18,869,SCBS未指定项目 - 四川晟博通达商贸有限公司,7623,德阳市区百润油漆店,-10765.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
3711,68f4086dbe4a46d5afc6a95f46e8ce8c,FKD-20240715-002,2024-07-15,873,SCBS未指定项目 - 德阳泰诚硕商贸有限公司,7502,四川住杰建设工程有限公司,-12120.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
3290,5d00b16b320b45c4abecac82c136277f,FKD-20240723-001,2024-07-23,873,SCBS未指定项目 - 德阳泰诚硕商贸有限公司,7430,德阳建投建材有限公司,-60000.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
4236,7881393815854cd1a2ffbf65375f4e3b,FKD-20240821-029,2024-08-21,870,SCBS未指定项目 - 四川鑫垚建筑劳务有限公司,7392,中国第二重型机械集团(德阳)万安物业发展有限公司,-1000.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
4872,8ac121783bae44c3b9f664530e267e20,FKD-20240823-001,2024-08-23,870,SCBS未指定项目 - 四川鑫垚建筑劳务有限公司,7392,中国第二重型机械集团(德阳)万安物业发展有限公司,-1000.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
261,07b6e8cc70104e7b9492381a87968e9c,FKD-20240906-002,2024-09-06,873,SCBS未指定项目 - 德阳泰诚硕商贸有限公司,7431,德阳泰诚硕商贸有限公司,-1000000.0,account_or_internal_adjustment,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
3463,61e7583a53a94396952cd635fcd82085,FK-202409191608,2024-09-18,837,龙泉山路二段(赣江路-信江路),7522,四川展塑科技有限公司,-50000.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
6681,bb3326afbbda4c1aa1a664160f5ebe4b,FK-202409261137,2024-09-24,837,龙泉山路二段(赣江路-信江路),7522,四川展塑科技有限公司,-100000.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
6954,c29b800f192f42d1a0d1a57eada20bb7,FK-202409291028,2024-09-26,837,龙泉山路二段(赣江路-信江路),7522,四川展塑科技有限公司,-31527.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
1623,2e7daefd6aea410bac52486248028c05,FK-202409291020,2024-09-27,837,龙泉山路二段(赣江路-信江路),7661,德阳正弘金属材料有限公司,-80000.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
466,0d4acf1d750f4d10b7101633fddad374,FK-202410161133,2024-10-16,850,寿崴路,7525,四川建设发展股份有限公司,-505824.67,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
1120,201f506013954ec58e79fd98a7d7985f,FK-202410161247,2024-10-16,856,崴和路二标段,7525,四川建设发展股份有限公司,-481142.05,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
8912,f9aa6dccacce480287d02fd725c387bd,FK-202410161216,2024-10-16,860,崴和路一标段,7525,四川建设发展股份有限公司,-640902.46,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
6750,bd7c9b8a145f4c6cba5f67b546ab682b,FKD-20241017-001,2024-10-17,874,SCBS未指定项目 - 四川迈投建筑工程有限公司,7289,代付工资,-9000.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
6450,b4801fcabd4948fc8fc89173afecf023,FKD-20241024-002,2024-10-24,873,SCBS未指定项目 - 德阳泰诚硕商贸有限公司,7431,德阳泰诚硕商贸有限公司,-250000.0,account_or_internal_adjustment,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
1701,30d2c7748d2e42638207c6036f451215,FKD-20241206-001,2024-12-06,875,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,7327,四川福泽蓉新材料有限公司,-180404.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
3679,6811277470dd4987b9ad5049a474821a,FKD-20241211-005,2024-12-11,873,SCBS未指定项目 - 德阳泰诚硕商贸有限公司,7431,德阳泰诚硕商贸有限公司,-600000.0,account_or_internal_adjustment,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
797,1687e51a726448a6b547c8d5434d11e1,FKD-20241225-002,2024-12-25,873,SCBS未指定项目 - 德阳泰诚硕商贸有限公司,7431,德阳泰诚硕商贸有限公司,-30000.0,account_or_internal_adjustment,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
406,0b86d15f6c5646259c494ecc0f276de1,FKD-20241227-007,2024-12-27,879,SCBS未指定项目 - 四川宏川建筑劳务有限公司,7323,四川宏川建筑劳务有限公司(民生）,-50000.0,account_or_internal_adjustment,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
661,12e97a5bc0da48d6b2a996780aebdf25,FK-202412301056,2024-12-27,833,二重厂西路等4条道路工程,7290,四川省第四建筑有限公司,-580598.36,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
6400,b32c7f1293a64339b9460a0e475a5f37,FKD-20250108-001,2025-01-08,870,SCBS未指定项目 - 四川鑫垚建筑劳务有限公司,7572,四川鑫垚建筑劳务有限公司,-1000000.0,account_or_internal_adjustment,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
7625,d4c264fea6584e09b8442f6feed03584,FKD-20250114-001,2025-01-14,870,SCBS未指定项目 - 四川鑫垚建筑劳务有限公司,7572,四川鑫垚建筑劳务有限公司,-2000000.0,account_or_internal_adjustment,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
8999,fc50ce7e82054f98916e814a70daa637,FKD-20250121-003,2025-01-21,879,SCBS未指定项目 - 四川宏川建筑劳务有限公司,7368,四川宏川建筑劳务有限公司（建行）,-900000.0,account_or_internal_adjustment,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
4675,8565f339638147fc8900485ecaba04cb,FKD-20250123-001,2025-01-22,875,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,7655,德阳旌城杰阳建材科技有限公司,-43000.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
1483,2a55babb7c494631bf58e5a44fa95f42,FKD-20250123-002,2025-01-23,875,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,7655,德阳旌城杰阳建材科技有限公司,-91878.72,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
1559,2c90d0ae1feb4f618040f41a02212897,FKD-20250123-004,2025-01-23,879,SCBS未指定项目 - 四川宏川建筑劳务有限公司,7368,四川宏川建筑劳务有限公司（建行）,-100000.0,account_or_internal_adjustment,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
5636,9efb7633e718428e9e043915babe4db1,FKD-20250123-011,2025-01-23,873,SCBS未指定项目 - 德阳泰诚硕商贸有限公司,7431,德阳泰诚硕商贸有限公司,-1000000.0,account_or_internal_adjustment,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
893,19757619bae04666b81fad589296e644,FK-202501261809,2025-01-26,833,二重厂西路等4条道路工程,7290,四川省第四建筑有限公司,-23889.49,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
1110,1ff107e14d5d4c7db0909e8ffc807f2a,FKD-20250220-015,2025-01-26,875,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,7504,四川保盛建设集团有限公司,-216332.35,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
7541,d274b90b3a3c46bda4e8a3598ff624b2,FK-202501261809,2025-01-26,833,二重厂西路等4条道路工程,7290,四川省第四建筑有限公司,-3000.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
1651,2f503c893722475497a41dbfed47139e,FKD-20250127-002,2025-01-27,873,SCBS未指定项目 - 德阳泰诚硕商贸有限公司,7431,德阳泰诚硕商贸有限公司,-2000000.0,account_or_internal_adjustment,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
4749,8774c6d5525c441ebcc02cb2b2fa3ad5,FK-202501271443,2025-01-27,830,高新产业园配套项目（包2）,7430,德阳建投建材有限公司,-59758.6,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
6264,afdc871a05354b2e9f576c455cd76259,FK-202501271439,2025-01-27,831,高新产业园配套项目（包3）,7430,德阳建投建材有限公司,-200000.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
413,0bb6e74347fa4a48a38db465167dd054,FKD-20250220-005,2025-02-20,874,SCBS未指定项目 - 四川迈投建筑工程有限公司,7432,德阳经开区中延建材经营部(个体工商户),-44976.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
445,0cb2fdc8237d4859b765fb31617528a5,FKD-20250220-013,2025-02-20,879,SCBS未指定项目 - 四川宏川建筑劳务有限公司,7432,德阳经开区中延建材经营部(个体工商户),-39884.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
2601,4a5b516fdafd4c5cb07c5930200a923a,FKD-20250220-011,2025-02-20,872,SCBS未指定项目 - 四川宏政嘉斯建筑工程有限公司,7665,德阳经开区佳延建材经营部(个体工商户),-35085.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
2755,4e68bd457bdb41a492fe2a427a8c2758,FKD-20250220-010,2025-02-20,872,SCBS未指定项目 - 四川宏政嘉斯建筑工程有限公司,7665,德阳经开区佳延建材经营部(个体工商户),-66000.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
2828,5055e5e397e347c99df24562b08d364e,FKD-20250220-006,2025-02-20,874,SCBS未指定项目 - 四川迈投建筑工程有限公司,7366,周路林,-39900.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
3872,6dc66836a63a4f3d91888c4ba418dba8,FKD-20250220-007,2025-02-20,874,SCBS未指定项目 - 四川迈投建筑工程有限公司,7491,周路林劳务,-4320.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
4594,8292ae6b389b44389bc9602f620a6b04,FKD-20250220-004,2025-02-20,874,SCBS未指定项目 - 四川迈投建筑工程有限公司,7432,德阳经开区中延建材经营部(个体工商户),-43620.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
5835,a4bb06e561a14133af0f2e708ec9a278,FKD-20250220-012,2025-02-20,879,SCBS未指定项目 - 四川宏川建筑劳务有限公司,7432,德阳经开区中延建材经营部(个体工商户),-37195.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
8899,f9413d852386412b86299944b015dbc8,FKD-20250225-004,2025-02-25,871,SCBS未指定项目 - 德阳市博众建材销售有限公司,7572,四川鑫垚建筑劳务有限公司,-285000.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
6608,b9076cddfa7e4e82a6b7ac309735dea9,FKD-20250227-002,2025-02-27,871,SCBS未指定项目 - 德阳市博众建材销售有限公司,7572,四川鑫垚建筑劳务有限公司,-190000.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
