fact_family,staging_id,legacy_record_id,document_no,project_id,project_name,amount_total,target_model,action
payment,6302,b0b3c88c15a24486b0d92c228a3139e7,FKD-20240821-015,848,SCBS未指定项目 - 四川晟博通达商贸有限公司,5705.0,sc.payment.execution,create_payment_execution
payment,9058,fda9cb8ecb3f43e7a389857f1a5d1fec,FKD-20240821-018,848,SCBS未指定项目 - 四川晟博通达商贸有限公司,3710.0,sc.payment.execution,create_payment_execution
payment,6394,b31cc3fce4534422b1d27594785eaacc,FKD-20230927-012,852,SCBS未指定项目 - 德阳泰诚硕商贸有限公司,150.0,sc.payment.execution,create_payment_execution
payment,8080,e24f7712c0874ab5922257e5fbf0374f,FKD-20240806-014,848,SCBS未指定项目 - 四川晟博通达商贸有限公司,143119.8,sc.payment.execution,create_payment_execution
payment,87,02c0c565f23741b09a1e3a4f44d386bd,FKD-20240821-022,855,SCBS未指定项目 - 四川翔驰恒瑞商贸有限公司,408170.0,sc.payment.execution,create_payment_execution
payment,1694,309e8658bdfc4db2ab2863bcc74eb592,FKD-20240821-024,855,SCBS未指定项目 - 四川翔驰恒瑞商贸有限公司,270000.0,sc.payment.execution,create_payment_execution
payment,2606,4a6d0a50e00d44a6b453ede4135b8580,FKD-20240821-028,855,SCBS未指定项目 - 四川翔驰恒瑞商贸有限公司,42300.0,sc.payment.execution,create_payment_execution
payment,4080,73cf98373d1e472090bd3f38c189c125,FKD-20240821-027,855,SCBS未指定项目 - 四川翔驰恒瑞商贸有限公司,54096.0,sc.payment.execution,create_payment_execution
payment,7932,dd8d6eba3fbf4bbf8a837cb8583edfa9,FKD-20240821-026,855,SCBS未指定项目 - 四川翔驰恒瑞商贸有限公司,144000.0,sc.payment.execution,create_payment_execution
payment,8464,ecff10a807c94c4eb5f51fb2d60b205d,FKD-20240821-025,855,SCBS未指定项目 - 四川翔驰恒瑞商贸有限公司,198000.0,sc.payment.execution,create_payment_execution
payment,7559,d2cdf1a2504347b5b15fcad8bd1ad352,FKD-20240821-023,855,SCBS未指定项目 - 四川翔驰恒瑞商贸有限公司,357908.0,sc.payment.execution,create_payment_execution
payment,670,131e098dd2bd4dd6b760371d2d7340ae,FKD-20240806-016,848,SCBS未指定项目 - 四川晟博通达商贸有限公司,15537.0,sc.payment.execution,create_payment_execution
payment,6126,accdcb63d1484c8e93184175fbd6c5e8,FKD-20240806-015,848,SCBS未指定项目 - 四川晟博通达商贸有限公司,7762.6,sc.payment.execution,create_payment_execution
payment,6439,b4392e5bbe3047cd8d6713647c6d9cbf,FKD-20240806-012,848,SCBS未指定项目 - 四川晟博通达商贸有限公司,89580.0,sc.payment.execution,create_payment_execution
payment,1004,1cbc79c8943f4c179bc5f8c350444f13,FKD-20230927-052,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,164881.0,sc.payment.execution,create_payment_execution
payment,8145,e3bd0f2f184c4c8a8699c06021e75b6f,FKD-20230927-027,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,249600.0,sc.payment.execution,create_payment_execution
payment,2126,3d3425496fd849469b15a524a0f77724,FKD-20230927-077,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,682.5,sc.payment.execution,create_payment_execution
payment,6162,ad7263a5e1b44206b773f2fb9779854c,FKD-20230927-011,852,SCBS未指定项目 - 德阳泰诚硕商贸有限公司,82223.0,sc.payment.execution,create_payment_execution
payment,6299,b09b125d15d842db8cabee8be14ddf3b,FKD-20230927-067,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,38865.73,sc.payment.execution,create_payment_execution
payment,1901,3707ac2b1f0a4bedb0b5a425c5b10eb7,FKD-20230927-061,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,561756.05,sc.payment.execution,create_payment_execution
payment,2093,3c45249c3cf6438c815d09d33c78bb75,FKD-20230927-033,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,1232.0,sc.payment.execution,create_payment_execution
payment,8041,e10cbcf77f984029ab403bd9a1eea001,FK-202411291737,829,寿崴路,5000.0,sc.payment.execution,create_payment_execution
payment,7498,d13f41413db849a38570be3433f49cab,FK-202405162254,821,德阳市烈士陵园建设项目,23480.0,sc.payment.execution,create_payment_execution
payment,2338,430bb17d304e477395aa5a61121b5a9f,FK-202405162254,821,德阳市烈士陵园建设项目,22400.0,sc.payment.execution,create_payment_execution
payment,4692,85c20619164448cd8393df461f23cccf,FKD-20240806-020,848,SCBS未指定项目 - 四川晟博通达商贸有限公司,107016.0,sc.payment.execution,create_payment_execution
payment,5470,9aa76f28ce7f423da231364533e7fa52,FK-202405162253,821,德阳市烈士陵园建设项目,7800.0,sc.payment.execution,create_payment_execution
payment,8736,f4aa99519bde44d5af2ceb0085288496,FKD-20230927-042,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,63502.24,sc.payment.execution,create_payment_execution
payment,525,0ebbcec19495467b91fc06e318b62721,FKD-20230927-063,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,3160.0,sc.payment.execution,create_payment_execution
payment,1808,34154ad57df744e8859dd0d863b0ce12,FKD-20230927-074,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,200000.0,sc.payment.execution,create_payment_execution
payment,1211,234dcf3bbd344537b73288b8224fd4c1,FKD-20230927-049,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,460747.6,sc.payment.execution,create_payment_execution
payment,781,15ffc19133be4088bde42a40708d351f,FKD-20230927-034,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,72628.1,sc.payment.execution,create_payment_execution
payment,6231,af3e2ef480c64b11a94aadaf8342dfd1,FKD-20230927-079,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,500000.0,sc.payment.execution,create_payment_execution
payment,1416,28baf16b570d4ecfb302f31aaf9fe756,FKD-20230927-080,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,200000.0,sc.payment.execution,create_payment_execution
payment,402,0b7466b8f43e4c42b47915f4c8893671,FKD-20230927-056,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,101347.2,sc.payment.execution,create_payment_execution
payment,6378,b2bef6a81ab0488c8445115979fdbcf7,FKD-20230927-051,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,6120.0,sc.payment.execution,create_payment_execution
payment,1536,2bd6f35ffeb2403e96a662e892db4399,FKD-20230927-066,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,340043.0,sc.payment.execution,create_payment_execution
payment,6363,b2720cc93a164f5bae153d0b6f1fda97,FKD-20230927-065,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,43050.0,sc.payment.execution,create_payment_execution
payment,617,11b4b191ac844061b883ff3b95d1f5f6,FKD-20230927-069,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,1000000.0,sc.payment.execution,create_payment_execution
payment,6416,b39d634db0484c9e9aad0ab6e32ac10f,FKD-20230927-025,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,170858.0,sc.payment.execution,create_payment_execution
payment,264,07ca964595fd455382727ba87fd1435f,FKD-20230927-041,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,8000.0,sc.payment.execution,create_payment_execution
payment,2555,48e2af336c7240f59e5a9945a4d26805,FKD-20230927-070,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,6900.0,sc.payment.execution,create_payment_execution
payment,2639,4b54135f28dc4e819aad3b33262da7d5,FKD-20230927-035,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,27087.5,sc.payment.execution,create_payment_execution
payment,6523,b6bfdd1623844082ba9b24a4ab28422b,FK-202412031150,821,德阳市烈士陵园建设项目,83287.77,sc.payment.execution,create_payment_execution
payment,6707,bc1bf6eb281249d197e556a0127f64e3,FKD-20230927-057,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,38030.0,sc.payment.execution,create_payment_execution
payment,3147,5907a3c136b94f68bb150cea4336c36d,FKD-20230927-043,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,64000.0,sc.payment.execution,create_payment_execution
payment,1585,2d36465a760a4886aeec1b727efccc60,FKD-20230927-048,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,46992.0,sc.payment.execution,create_payment_execution
payment,6823,bf281c3c1aa64318abe72a00aa6a4e50,FKD-20230927-003,852,SCBS未指定项目 - 德阳泰诚硕商贸有限公司,150000.0,sc.payment.execution,create_payment_execution
payment,3888,6e2f36109aa44c3dbfe4f5bfe7772278,FKD-20231012-049,853,SCBS未指定项目 - 四川迈投建筑工程有限公司,1021602.16,sc.payment.execution,create_payment_execution
payment,6828,bf4fbd10013046f496536e6584039e2a,FKD-20231012-050,853,SCBS未指定项目 - 四川迈投建筑工程有限公司,8501091.21,sc.payment.execution,create_payment_execution
payment,6593,b89d94da307e455485ec98c26a70e825,FKD-20230927-062,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,200000.0,sc.payment.execution,create_payment_execution
payment,2256,40fe77a273b24dc5b786da518a52ed75,FKD-20230927-072,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,4800.0,sc.payment.execution,create_payment_execution
payment,4106,74cc82521e1e48e5aa1fb3d492516ccc,FK-202412031150,821,德阳市烈士陵园建设项目,5200.0,sc.payment.execution,create_payment_execution
payment,2105,3cbc595a90cd4c54b02f1848f630727d,FKD-20230927-064,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,15690.0,sc.payment.execution,create_payment_execution
payment,65,01e024616d8f49cb8a680d6069a5a3cb,FKD-20230927-053,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,25067.1,sc.payment.execution,create_payment_execution
payment,272,07f16fcda8734e6f8d890029f776f313,FKD-20230927-031,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,53647.0,sc.payment.execution,create_payment_execution
payment,3306,5d6c08f5def64e8291d61442380f1709,FKD-20230927-060,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,16061.34,sc.payment.execution,create_payment_execution
payment,3882,6e1528341ff74629b0e84147277a9cfe,FKD-20230927-032,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,19800.0,sc.payment.execution,create_payment_execution
payment,8623,f12f7080df50402f9d03eb0d5ddf4c34,FK-202412031150,821,德阳市烈士陵园建设项目,9625.0,sc.payment.execution,create_payment_execution
payment,595,10938907087e4057b4ef8bbe427544fa,FK-202412031150,821,德阳市烈士陵园建设项目,2211.4,sc.payment.execution,create_payment_execution
payment,4368,7c36c966979345f7acd52199d119df92,FK-202412031150,821,德阳市烈士陵园建设项目,22374.49,sc.payment.execution,create_payment_execution
payment,4959,8d3a3b483aff4cd38a96bb6b831e237d,FK-202412031150,821,德阳市烈士陵园建设项目,2346.0,sc.payment.execution,create_payment_execution
payment,5799,a3b1b1eeddf94495ac427480a9841cd1,FK-202412031150,821,德阳市烈士陵园建设项目,8570.0,sc.payment.execution,create_payment_execution
payment,970,1bcb9e76bfe745148ce357e28ecac627,FK-202412031150,821,德阳市烈士陵园建设项目,2402.78,sc.payment.execution,create_payment_execution
payment,2612,4a87179028754961a2c018f731ebe4db,FK-202412031150,821,德阳市烈士陵园建设项目,1738.3,sc.payment.execution,create_payment_execution
payment,4725,86c3fe68842f454eaed435e5241ddec7,FK-202412031150,821,德阳市烈士陵园建设项目,3217.93,sc.payment.execution,create_payment_execution
payment,7355,cd215e5ff4f4490f9536a807ddeb24e8,FK-202412031150,821,德阳市烈士陵园建设项目,2317.96,sc.payment.execution,create_payment_execution
payment,3960,6fd01149eb2a4268817f32e499d1736d,FKD-20230926-068,848,SCBS未指定项目 - 四川晟博通达商贸有限公司,117691.0,sc.payment.execution,create_payment_execution
payment,7034,c4c7a32263ac401797b4bbee592cafa4,FK-202412031150,821,德阳市烈士陵园建设项目,6561.0,sc.payment.execution,create_payment_execution
payment,7284,cb772e7f95114d8a871e039e47fcb0cf,FK-202412031150,821,德阳市烈士陵园建设项目,8897.58,sc.payment.execution,create_payment_execution
payment,130,044499fd87bf4b59876f2d187559d55c,FKD-20230927-010,852,SCBS未指定项目 - 德阳泰诚硕商贸有限公司,1447949.5,sc.payment.execution,create_payment_execution
payment,7084,c68e9a2126d243328862da5ed7088e5a,FK-202412031150,821,德阳市烈士陵园建设项目,5298.22,sc.payment.execution,create_payment_execution
payment,416,0bc8ce62cc1d4be78ab4c6120ecc61ef,FK-202311281405,812,二重厂西路等4条道路工程,5683.12,sc.payment.execution,create_payment_execution
payment,1372,277a8d73419949bdaeba559d278c4a66,FK-202412031150,821,德阳市烈士陵园建设项目,24300.0,sc.payment.execution,create_payment_execution
payment,4913,8c05673971264b4286f234b64d0d83cc,FKD-20230927-026,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,34899.0,sc.payment.execution,create_payment_execution
payment,367,0ab3d08dc485490385d08780edd07cbe,FK-202410161335,821,德阳市烈士陵园建设项目,4000000.0,sc.payment.execution,create_payment_execution
payment,3464,61eafaeddccb40eb9f1ebdfcdaacd1fa,FK-202412031150,821,德阳市烈士陵园建设项目,393694.6,sc.payment.execution,create_payment_execution
payment,7975,df2957fa603744d380c12f4fdc53ec1b,FKD-20230927-021,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,195.0,sc.payment.execution,create_payment_execution
payment,7292,cbaf4d3301c241fa9aedf8a27a0bcd3c,FKD-20230927-022,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,40160.63,sc.payment.execution,create_payment_execution
payment,2045,3abcb3dfcdd54164bdac1886573e71ee,FKD-20230927-044,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,185643.0,sc.payment.execution,create_payment_execution
payment,5331,97021af2b3e54ab989057b7afd8fa939,FKD-20230926-042,848,SCBS未指定项目 - 四川晟博通达商贸有限公司,92210.07,sc.payment.execution,create_payment_execution
payment,7959,deb9635c361c44bd92d08fe38d9acb1b,FKD-20230927-071,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,4800.0,sc.payment.execution,create_payment_execution
payment,6672,bae0cb6841034737a380511067d0ff7c,FK-202504081616,823,面粉厂等小区改造项目,1002452.0,sc.payment.execution,create_payment_execution
payment,4254,78f6d4396938488da25ca6f18e3e9c93,FKD-20230927-050,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,206222.08,sc.payment.execution,create_payment_execution
payment,5701,a0d39d52c5d2429bb205c8c76eb348a1,FKD-20230927-047,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,20000.0,sc.payment.execution,create_payment_execution
payment,8258,e6d471868f48455e889a12adeedd6b50,FKD-20230927-004,852,SCBS未指定项目 - 德阳泰诚硕商贸有限公司,15073.0,sc.payment.execution,create_payment_execution
payment,492,0dc8b6afdb2343fe87923c6c55adebc7,FKD-20230927-058,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,663671.2,sc.payment.execution,create_payment_execution
payment,4607,8311d804c89343788c38ab3692c96353,FKD-20230927-029,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,385588.82,sc.payment.execution,create_payment_execution
payment,6829,bf53b42d20714afcbcdd0c73eafc4735,FKD-20230927-059,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,15000.0,sc.payment.execution,create_payment_execution
payment,9127,ffeb6399aa754c57bd729da5f05f3191,FKD-20230927-020,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,940.5,sc.payment.execution,create_payment_execution
payment,2613,4a8a1ffab446402c8302a1018ba61a96,FKD-20230927-002,852,SCBS未指定项目 - 德阳泰诚硕商贸有限公司,37790.33,sc.payment.execution,create_payment_execution
payment,6487,b58f358f775a472c834a89c391ebd148,FKD-20231012-048,853,SCBS未指定项目 - 四川迈投建筑工程有限公司,337.0,sc.payment.execution,create_payment_execution
payment,7681,d6439c2490d34d30b01ac6307d6ceeab,FKD-20230927-001,852,SCBS未指定项目 - 德阳泰诚硕商贸有限公司,139.5,sc.payment.execution,create_payment_execution
payment,8726,f47cca71259a4364bccbd55f94b4fb5c,FKD-20231012-051,853,SCBS未指定项目 - 四川迈投建筑工程有限公司,9090.36,sc.payment.execution,create_payment_execution
payment,2381,4450cf70111d4b399199145c8a7105ba,FKD-20230920-041,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,300000.0,sc.payment.execution,create_payment_execution
payment,5575,9d8bfd0b0650432ea93ab05a69f86762,FKD-20230926-002,852,SCBS未指定项目 - 德阳泰诚硕商贸有限公司,4200.0,sc.payment.execution,create_payment_execution
payment,6188,ae0ca16c507b444a8ac5e20f231e296a,FKD-20230920-050,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,3848.04,sc.payment.execution,create_payment_execution
payment,6628,b99654c42451405f808e5215b66e0223,FKD-20230920-039,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,13.5,sc.payment.execution,create_payment_execution
payment,6916,c1a556d22f954ae0855c9e0175ff39a4,FKD-20230920-040,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,61500.0,sc.payment.execution,create_payment_execution
payment,8314,e8b0a7a2b87343309b4621866fae0ad1,FKD-20230926-003,852,SCBS未指定项目 - 德阳泰诚硕商贸有限公司,9.0,sc.payment.execution,create_payment_execution
payment,2067,3b67122ac9594192bf26bf0b2c3f89bc,FKD-20230926-004,852,SCBS未指定项目 - 德阳泰诚硕商贸有限公司,1122.83,sc.payment.execution,create_payment_execution
payment,4012,714e0f91d85a44d1bee8da634002e412,FKD-20230920-038,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,3848.04,sc.payment.execution,create_payment_execution
payment,6163,ad77b09e68a445ad9b006dc3c5fa6ab5,FKD-20230920-037,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,4.5,sc.payment.execution,create_payment_execution
payment,981,1c3a1d47e54d4e6497f8335418659477,FKD-20230926-006,855,SCBS未指定项目 - 四川翔驰恒瑞商贸有限公司,32000.0,sc.payment.execution,create_payment_execution
payment,1230,23afddaa4e92406c841fae238b72f71c,FKD-20230921-010,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,73062.53,sc.payment.execution,create_payment_execution
payment,2765,4e90c18893a545bcb4c6e6d5f3d7f418,FKD-20230925-007,855,SCBS未指定项目 - 四川翔驰恒瑞商贸有限公司,5.0,sc.payment.execution,create_payment_execution
payment,8090,e27102875cf749439695c5726b556319,FKD-20231012-039,853,SCBS未指定项目 - 四川迈投建筑工程有限公司,6622.2,sc.payment.execution,create_payment_execution
payment,8866,f80df12853a4475fb5eb5cf0f1bf2656,FKD-20231012-038,853,SCBS未指定项目 - 四川迈投建筑工程有限公司,6622.2,sc.payment.execution,create_payment_execution
payment,199,05f58b7c51f44395bdbf61922b6d8776,FKD-20230920-036,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,15.0,sc.payment.execution,create_payment_execution
payment,2616,4aaa818c4994405aa9b7d2af6c3a0803,FK-202412031150,821,德阳市烈士陵园建设项目,140000.0,sc.payment.execution,create_payment_execution
payment,6639,b9fbd64b2f8b41d297e2c00f97d2bab9,FKD-20230920-035,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,15.0,sc.payment.execution,create_payment_execution
payment,3185,5a1d3fe2396945b9aee60a45b2161978,FKD-20231012-033,853,SCBS未指定项目 - 四川迈投建筑工程有限公司,145000.0,sc.payment.execution,create_payment_execution
payment,1914,37576e4d98fb48da84918795ee658df7,FKD-20231012-035,853,SCBS未指定项目 - 四川迈投建筑工程有限公司,69745.66,sc.payment.execution,create_payment_execution
payment,2140,3db84c58e9f442fbb085de7f373e8e10,FKD-20230920-033,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,12675.0,sc.payment.execution,create_payment_execution
payment,3222,5b488f963bd74dc595f9ff5728cd38a3,FKD-20230926-076,848,SCBS未指定项目 - 四川晟博通达商贸有限公司,2068.06,sc.payment.execution,create_payment_execution
payment,3245,5be95dbbe7674264bc6fa33a2198d3c6,FKD-20230926-008,855,SCBS未指定项目 - 四川翔驰恒瑞商贸有限公司,5918.18,sc.payment.execution,create_payment_execution
payment,3311,5d80ab404d714448a600902e588b7cb6,FKD-20230920-034,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,400000.0,sc.payment.execution,create_payment_execution
payment,4091,744fc06bed824f789749271e6484a96f,FKD-20230920-032,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,61534.0,sc.payment.execution,create_payment_execution
payment,4423,7d68d60c337e4b2faad3c8979deb52ad,FKD-20230920-030,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,3705.1,sc.payment.execution,create_payment_execution
