request_id,name,type,project_id,contract_id,partner_id,amount,date_request,state,legacy_receipt_id
29641,PRQ2629641,receive,287,,31151,125816.59,2021-11-26,draft,05917679124a44c3835b621c85730eff
29642,PRQ2629642,receive,166,,30978,1100000.0,2020-09-29,draft,05b29e22d960472a9a63ff6629f321d3
29643,PRQ2629643,receive,222,,30801,1250000.0,2022-01-30,draft,061015ce3601472d8495cf27992d50d0
29644,PRQ2629644,receive,570,,30969,470714.29000000004,2022-09-15,draft,066617b8569847278604d80a8f32e229
29645,PRQ2629645,receive,547,,31082,100000.0,2021-12-08,draft,0669c91aa93f496a88f61119e68eba08
29646,PRQ2629646,receive,281,,31143,148700.19,2021-12-23,draft,066c9ddd01304e5196c91e075430607b
29647,PRQ2629647,receive,668,,31158,443000.0,2022-01-27,draft,069ee1fefd3a46b3a68243b04c04b569
29648,PRQ2629648,receive,692,,31135,410000.0,2022-07-28,draft,06a873489fcf43f8a31b25c65f10716d
29649,PRQ2629649,receive,184,,30948,393300.0,2021-10-28,draft,06d3be38a72f4c4d88bccf45197bdb54
29650,PRQ2629650,receive,334,,30876,9900.0,2022-01-18,draft,070988890b654c69a0f1ebf7b52b9eca
29651,PRQ2629651,receive,672,,30806,90000.0,2021-02-10,draft,0724100422e34532a1e2375b9c72577f
29652,PRQ2629652,receive,103,,30934,185000.0,2023-04-26,draft,0737c8e4405c40e292629b0ede1b72c4
29653,PRQ2629653,receive,574,,30804,546856.0,2022-09-27,draft,07467dad907d4323b3c869672ecde142
29654,PRQ2629654,receive,334,,30876,9240.0,2022-04-08,draft,075b546f58ec432b846bdef74b3d6eea
29655,PRQ2629655,receive,412,,31142,2216666.63,2019-11-12,draft,0763ef2e7ac94c0aa90a4fc389f668fb
29656,PRQ2629656,receive,289,,31072,1133074.61,2021-06-25,draft,080c35b08c144492b5e32cbd0cf9d809
29657,PRQ2629657,receive,607,,30988,1457800.0,2020-12-15,draft,080e6c2e43f74b45b98ed8fa68feebc8
29658,PRQ2629658,receive,146,,31224,40145.6,2021-09-13,draft,0853e6466fff4fa68a0d6114bc2936e5
29659,PRQ2629659,receive,282,,31156,2595950.0,2022-11-22,draft,08f9cd374e104416bb79393bad4104ef
29660,PRQ2629660,receive,169,,30771,80000.0,2021-07-01,draft,090ba5ce70f64b7ab2ba3aa004be99a9
29661,PRQ2629661,receive,480,,30935,4900.0,2022-09-29,draft,095b99c053e04f9597e28a8a652c2395
29662,PRQ2629662,receive,748,,30980,1500000.0,2021-07-13,draft,09b884ac94604535ad4afcc8695fcaca
29663,PRQ2629663,receive,148,,31062,2025000.0,2022-01-24,draft,09bbfc796ed9497ca41e83d9137e7d90
29664,PRQ2629664,receive,260,,31118,186032.0,2020-07-14,draft,09c3647a0fd94366854848cb318f236d
29665,PRQ2629665,receive,727,,30766,689323.38,2022-09-09,draft,09c78795b3054020954814771ce6bb80
29666,PRQ2629666,receive,13,,30904,699482.36,2023-08-29,draft,09dc594cebd5419ebc6382cc8d4945b0
29667,PRQ2629667,receive,139,,30838,150000.0,2021-02-10,draft,0a015e015cee4fa2877d679cc8b252ea
29668,PRQ2629668,receive,669,,30794,243600.0,2020-02-26,draft,0ad2696edaff4734a96bc6cbab7a4717
29669,PRQ2629669,receive,497,,31070,696000.0,2022-07-28,draft,0b1180b70629424db5d129b8a1335a55
29670,PRQ2629670,receive,656,,30834,1305792.0,2020-04-03,draft,0b3037c2c2f7461d99059cc0fc4f4790
29671,PRQ2629671,receive,139,,30838,359120.0,2021-02-10,draft,0b74f40364094edaa5dcd3d54425dcab
29672,PRQ2629672,receive,402,,31022,309005.2,2023-09-08,draft,0bd5716418384da6b50df4d886731c5b
29673,PRQ2629673,receive,629,,31093,41852.520000000004,2022-10-14,draft,0bdde1a8132e4b5e856a9361527f8e0e
29674,PRQ2629674,receive,169,,30771,100000.0,2020-12-03,draft,0c0cd9f2f2a14f86b15aa2ebc8c343fc
29675,PRQ2629675,receive,133,,30788,700000.0,2025-08-29,draft,0c29691399c4485bb030b0ba30b5552e
29676,PRQ2629676,receive,496,,31040,108000.0,2023-01-19,draft,0c31eecc34374a4691d23b33f0a3ac22
29677,PRQ2629677,receive,705,,30941,1200000.0,2022-01-30,draft,0c4e68764c2e4426aceafdaed2e77554
29678,PRQ2629678,receive,116,,31093,20105.71,2021-05-27,draft,0c7a19ab6aa649d6a174b6a50596b170
29679,PRQ2629679,receive,730,,31032,184213.26,2023-04-28,draft,0c90ba0a95664b159e3b66789c22cf7e
29680,PRQ2629680,receive,44,,30874,10000000.0,2022-11-09,draft,0c9243513f1e4bf1ad0809563a707d13
29681,PRQ2629681,receive,190,,31080,858257.4,2021-10-19,draft,0cb25ebe56ad4965a15c70e0d1060bfe
29682,PRQ2629682,receive,748,,30980,400000.0,2021-07-02,draft,0d57ee83a42648229fa8e34f5ee3b33a
29683,PRQ2629683,receive,6,,31064,993302.5800000001,2022-07-13,draft,0d70e834b4384124b10b28246b357cf4
29684,PRQ2629684,receive,5,,30787,300000.0,2020-12-23,draft,0de10a19f3f4484f874e3653fdbe9860
29685,PRQ2629685,receive,275,,30850,528449.55,2020-09-22,draft,0de7ae23b4f445e5a2babc41db051f01
29686,PRQ2629686,receive,297,,31174,384761.49,2022-02-23,draft,0e5ce62ba5a94352b9dca781781879c9
29687,PRQ2629687,receive,97,,30878,168350.0,2025-03-28,draft,0ea95caa1fd04f47ad6f9d46c7da5894
29688,PRQ2629688,receive,116,,31093,13281.76,2020-04-27,draft,0eeb2fd58efc4632808beb95c56bf639
29689,PRQ2629689,receive,656,,30834,507808.0,2020-04-03,draft,0f05eff0cb614c839d4d8dfeb6c2dc0a
29690,PRQ2629690,receive,595,,31187,1500000.0,2020-04-03,draft,0f0e6d47022d49b0b116282145ca2578
29691,PRQ2629691,receive,139,,30838,70000.0,2021-02-10,draft,0f819c937e7245b09e103136fe3b9165
29692,PRQ2629692,receive,714,,31135,300000.0,2022-07-07,draft,0ffc9b9ba70749b49d3374de5e1adbb9
29693,PRQ2629693,receive,453,,30809,4875.0,2022-09-29,draft,105368e76ade4df8a62c6a4678d65816
29694,PRQ2629694,receive,272,,30832,180000.0,2020-01-22,draft,1069666fb564487b8f175447940a24f8
29695,PRQ2629695,receive,748,,30679,44000.0,2026-02-14,draft,10c39d08877843368fcff07d672e6059
29696,PRQ2629696,receive,618,,31009,135038.21,2020-05-12,draft,10c58d1f860c4ad0a05b34cd20160956
29697,PRQ2629697,receive,85,,31093,44355.85,2021-07-23,draft,10dba32ac91746ee9d33b6b03f26a956
29698,PRQ2629698,receive,134,,30957,40000.0,2026-03-31,draft,11427d279ee34fa4a11f2cea2423d085
29699,PRQ2629699,receive,99,,31073,800000.0,2022-01-28,draft,115264fc550a461c909448dddd07250d
29700,PRQ2629700,receive,730,,31032,58793.270000000004,2025-12-17,draft,11615ecc06d3477ea51e65f66773c555
29701,PRQ2629701,receive,263,,31082,250000.0,2021-08-27,draft,119b590a3a6d4e1d99ceade293c9968f
29702,PRQ2629702,receive,571,,31255,374412.41000000003,2021-11-23,draft,119cdd638dae43b9b053a268390de112
29703,PRQ2629703,receive,415,,30896,45000.0,2022-06-29,draft,11a737bda28245e79508d6129801d6fa
29704,PRQ2629704,receive,272,,30832,122140.0,2021-07-21,draft,120f58ecf8ca4d89898518153e102516
29705,PRQ2629705,receive,730,,31032,6381.42,2025-11-05,draft,126ca706588e40db9c087303a3b1942d
29706,PRQ2629706,receive,595,,31187,8500000.0,2019-01-30,draft,12af7c195f274c009318a857fc14010a
29707,PRQ2629707,receive,664,,31009,1985218.75,2022-01-29,draft,13110dd4bf1e4bdfb0aea9f9ff0d7ef0
29708,PRQ2629708,receive,278,,30957,258000.0,2024-04-19,draft,13aae5edaa7a41558a8001a7d6ed4107
29709,PRQ2629709,receive,576,,31238,4664369.07,2022-05-06,draft,13f1fd54e37147238a1779947f961ba0
29710,PRQ2629710,receive,275,,30644,100000.0,2020-03-16,draft,13ff53772b614f2b93b791c2d6a40c93
29711,PRQ2629711,receive,576,,31238,1423582.48,2022-08-02,draft,14431b91dfd24f49912a7527c9bf02a5
29712,PRQ2629712,receive,44,,30874,234049.15,2023-01-11,draft,1466dd12fb77436eb5642bc34ae21076
29713,PRQ2629713,receive,692,,31135,1500000.0,2022-05-27,draft,146eae553d0f46d2bc3091a9094c55c3
29714,PRQ2629714,receive,332,,30761,800000.0,2021-06-04,draft,14886654707e4bb98bba26271b4d5b97
29715,PRQ2629715,receive,397,,31012,474000.0,2020-03-31,draft,14d51303b0ab4aa995e46d17aba54085
29716,PRQ2629716,receive,550,,30755,985450.4,2018-12-31,draft,151341a948e04cb9b19712243a7b7b30
29717,PRQ2629717,receive,24,,30999,67080.9,2022-10-21,draft,153f36a3b9b747f2b5abe61716d07022
29718,PRQ2629718,receive,576,,31238,3000000.0,2022-11-21,draft,155ddaf7e29b4d9d875df2cf8e7a48c0
29719,PRQ2629719,receive,67,,30775,39480.0,2023-06-13,draft,1599495b6d7340149ce8a3ea4b872530
29720,PRQ2629720,receive,292,,30824,700000.0,2019-02-19,draft,15bd5b6d1ee643c09025b8e57b204d25
29721,PRQ2629721,receive,547,,31082,350000.0,2022-01-26,draft,15d18633e04a4f42af37db100cb08650
29722,PRQ2629722,receive,418,,31055,950255.48,2022-04-21,draft,1717419febcd44e2925ac63ebb4102ee
29723,PRQ2629723,receive,749,,31203,1310000.0,2019-12-30,draft,171d6d25607c4cb1bbb0c0f79f679292
29724,PRQ2629724,receive,451,,31130,402172.4,2021-04-15,draft,17473b29529741cca9fd0c71f4e98585
29725,PRQ2629725,receive,576,,31238,3090000.0,2022-01-26,draft,1754c94d04384d5abd69fe6a8c926088
29726,PRQ2629726,receive,727,,30766,366615.0,2021-04-09,draft,17929a7ba4a24f2a99dd3d338265725b
29727,PRQ2629727,receive,659,,31158,744371.33,2023-01-18,draft,182d0d0c01c946b6b85aeba8c9409ada
29728,PRQ2629728,receive,418,,31055,1666146.53,2021-12-06,draft,18359acf1956481dba110e281a8b0626
29729,PRQ2629729,receive,752,,30943,9870.27,2020-09-27,draft,18aaa4fdecb5438ba51aaeff25228b6c
29730,PRQ2629730,receive,576,,31238,802009.56,2021-11-26,draft,18b842a8093344e28d8caaefaffa31be
29731,PRQ2629731,receive,570,,30969,869750.0,2022-08-16,draft,194a9e4799254eed974fb882ad75fc19
29732,PRQ2629732,receive,576,,31238,3000000.0,2022-10-13,draft,19a6fc0359bf4d069a913223a5f9966a
29733,PRQ2629733,receive,96,,31095,2299800.0,2021-02-09,draft,19b24acfe0594045871913240be871d7
29734,PRQ2629734,receive,308,,30852,436329.9,2022-07-12,draft,19b499d8a129415e9a97696390eb9f72
29735,PRQ2629735,receive,741,,31170,100000.0,2024-11-06,draft,19b73e6dcc9849929deed3abc41e24ab
29736,PRQ2629736,receive,730,,31032,144936.2,2021-12-08,draft,1a285789483e4cefa1939f8282d40ba5
29737,PRQ2629737,receive,266,,31135,50000.0,2022-01-27,draft,1a291d9d5dfb43998605a82c4b866542
29738,PRQ2629738,receive,696,,31144,4127341.95,2020-01-03,draft,1aabe56fc2a9481aa62bc3d65aa3b526
29739,PRQ2629739,receive,664,,31009,800000.0,2022-01-30,draft,1adb233c48b04223958e43dabc3d9bba
29740,PRQ2629740,receive,643,,31139,96908.05,2022-07-06,draft,1ade2d139c07430eb46ed4844d27ef57
29741,PRQ2629741,receive,119,,31027,33096.64,2021-04-16,draft,1b20debc685344718b85a6a3a3e8ee8a
29742,PRQ2629742,receive,730,,31032,230419.35,2021-09-17,draft,1b9be78fc3bb4af2aa130c19672af937
29743,PRQ2629743,receive,7,,30953,82145.22,2022-10-09,draft,1bb817bc5a4842639118af13cca43b4e
29744,PRQ2629744,receive,190,,31080,436948.58,2022-04-02,draft,1bbe149fe684405dbeb9210aff52040c
29745,PRQ2629745,receive,519,,31233,311634.0,2020-09-28,draft,1c6b7ba235fb4dacab94d8c735c36c28
29746,PRQ2629746,receive,185,,31135,100000.0,2021-11-18,draft,1c71befd0db64037b7dea0f56395ca01
29747,PRQ2629747,receive,233,,30768,1300716.0,2021-02-04,draft,1ca921599adb480db80187243c1725f4
29748,PRQ2629748,receive,116,,31093,884303.76,2020-12-29,draft,1ce9c291c0c04aa891cfc4e49c852c8c
29749,PRQ2629749,receive,656,,30834,761800.0,2020-01-22,draft,1cfca9738c8647b79032aa0192b76b2c
29750,PRQ2629750,receive,564,,30851,1000000.0,2020-11-20,draft,1d30dac798774a67af431cc3c0a09b9c
29751,PRQ2629751,receive,707,,30748,480444.7,2021-09-07,draft,1d333ec1a0224ff88a91869521b2b0f2
29752,PRQ2629752,receive,464,,31165,44331.86,2021-07-01,draft,1da615e3d1e94a00a863eb3f9c6375bc
29753,PRQ2629753,receive,664,,31009,2500000.0,2021-06-10,draft,1db01b4b9b6e40a8972ef68258d09ed0
29754,PRQ2629754,receive,292,,30824,350000.0,2019-12-23,draft,1e11c147f27643b2a3a7c49e534270e5
29755,PRQ2629755,receive,8,,30869,472019.32,2020-08-07,draft,1e42d5007c764cc8ab830fb646db312e
29756,PRQ2629756,receive,73,,30884,60313.14,2021-09-17,draft,1e70cdb0a1fa441b9a3f879fc95773ff
29757,PRQ2629757,receive,260,,31118,44947.0,2021-10-14,draft,1ec72c4e2bb741528a8f502c744a4333
29758,PRQ2629758,receive,20,,30836,547295.5700000001,2022-06-30,draft,1efdb50892334a84b918ac7f0270db8b
29759,PRQ2629759,receive,489,,30800,94000.0,2020-03-09,draft,1efed72e36434211af10252f3583b46e
29760,PRQ2629760,receive,191,,30259,20000.0,2020-06-23,draft,1f008d87682240488ca026d69e9db7b0
29761,PRQ2629761,receive,220,,31014,760000.0,2016-12-21,draft,1f3e6095e78b4f02ac911922d69d8d8a
29762,PRQ2629762,receive,466,,31219,12606629.0,2019-12-31,draft,1f85adeaeae542ce91e1efec0ae3fbb5
29763,PRQ2629763,receive,294,,31086,735929.38,2021-11-26,draft,1fab7ea8025f44a1a16b0c9a1bed2168
29764,PRQ2629764,receive,191,,30259,9000.0,2021-01-28,draft,1fb591a7d4f04ff691fd494f587f5b08
29765,PRQ2629765,receive,657,,30932,700000.0,2023-05-24,draft,1fc2273e28e6435f99f37ca36de16f5a
29766,PRQ2629766,receive,740,,31084,225333.17,2021-12-24,draft,200562f9cc034c91a4bab30a23c0eebd
29767,PRQ2629767,receive,576,,31238,1000000.0,2022-04-01,draft,2041fac356d94435bd72cd4e480ae528
29768,PRQ2629768,receive,402,,31022,612670.13,2023-04-07,draft,205966c9dc444ccca66fa61578530f21
29769,PRQ2629769,receive,576,,31238,6089079.12,2022-12-30,draft,205a8a433d044b3ba48ea7129f6c4cf8
29770,PRQ2629770,receive,275,,30850,1221021.02,2021-09-08,draft,206f9a1d76e048b5a5dcd5b8820339f5
29771,PRQ2629771,receive,616,,31255,120000.0,2022-04-07,draft,208fe997d1c544f6b7c175cdd12c703d
29772,PRQ2629772,receive,464,,31165,82405.38,2022-01-29,draft,20b2c6ace8004d98bc0049566daea491
29773,PRQ2629773,receive,5,,30787,410000.0,2022-01-25,draft,20be7171c06a4f7bbfeed172034f9a14
29774,PRQ2629774,receive,542,,31011,73405.94,2019-07-18,draft,21076692197c4822ab5df61bbd6d6235
29775,PRQ2629775,receive,255,,31172,4652.0,2023-06-09,draft,2135f0a1a369461d9b9de85abbd0e1b4
29776,PRQ2629776,receive,543,,31165,290626.15,2022-01-29,draft,21594974996441158bd2871703f4ca2b
29777,PRQ2629777,receive,237,,30875,250000.0,2022-01-27,draft,21cc27f6c48b4069b1fe2c7109031e3a
29778,PRQ2629778,receive,260,,31118,115676.31,2021-10-14,draft,21de671202c74360b177dff21c10f1c4
29779,PRQ2629779,receive,547,,31082,100000.0,2022-08-31,draft,220451df592e43388a87d8d320698a10
29780,PRQ2629780,receive,11,,31250,110000.0,2024-02-01,draft,2204fa2ea8fc43acb7d382c55de639b4
29781,PRQ2629781,receive,705,,30941,800000.0,2021-01-26,draft,225db2ab3dad4f4dab9030ea39dd083d
29782,PRQ2629782,receive,314,,30839,2000000.0,2022-01-29,draft,22e761a63ab74fec95acca50149a7dd7
29783,PRQ2629783,receive,629,,31093,229584.91,2022-03-31,draft,22edf186aab24d57af0d1eb3ae1606b9
29784,PRQ2629784,receive,364,,31087,18579.8,2022-04-21,draft,236d8493cee8468b9c3144724fb0f39b
29785,PRQ2629785,receive,576,,31238,11791250.01,2022-01-25,draft,23a9d48acc5a47bba46f0dfc0da50445
29786,PRQ2629786,receive,340,,31146,374340.0,2022-09-13,draft,2421a98fc6944871b64277ad6ef3d1f4
29787,PRQ2629787,receive,491,,31044,1267200.0,2022-01-24,draft,24550361ad7c45c18daa13221d8f0762
29788,PRQ2629788,receive,314,,30839,3000000.0,2020-11-20,draft,245b3344427745eead22776a356edc3f
29789,PRQ2629789,receive,730,,31032,181141.4,2024-12-30,draft,247dbdc7eda94e058aa0f8312357754e
29790,PRQ2629790,receive,599,,30828,259747.30000000002,2023-05-25,draft,24d5d7b0f2b14ae7a917c18ad49b4288
29791,PRQ2629791,receive,575,,31255,86778.53,2021-12-10,draft,2503aa1d821f4bc6a8c4e8b5bd069bea
29792,PRQ2629792,receive,275,,30644,250000.0,2020-03-18,draft,2540c5c6fcf54542a76cf5eac0a7027a
29793,PRQ2629793,receive,107,,31003,415236.51,2022-07-25,draft,25a2d95d4d0f4b02899be8d4709f64a0
29794,PRQ2629794,receive,113,,30845,23616.0,2022-09-16,draft,25bf3e231dd84582a860cc6dfea3d13a
29795,PRQ2629795,receive,707,,30748,1070788.0,2023-01-06,draft,26589fe3d2534df48376772e37b76244
29796,PRQ2629796,receive,39,,30825,1300000.0,2021-08-19,draft,26e98d18e0e24de68a4d66bb06412b5c
29797,PRQ2629797,receive,508,,30812,422685.55,2021-09-28,draft,26f7e2d9d7cf40269e9c1bab28565d7f
29798,PRQ2629798,receive,334,,30942,100000.0,2022-09-22,draft,26f94e0b9e5f48b89ea5b44b96f0fa7a
29799,PRQ2629799,receive,388,,31046,19270.36,2022-01-12,draft,27949235474f4844acb697b3d4243c58
29800,PRQ2629800,receive,643,,31139,497042.22000000003,2022-11-04,draft,279dd332adfa4cb3a2e8ef00e74947e4
29801,PRQ2629801,receive,233,,30768,5411055.44,2021-02-05,draft,27dbae58561942e8a4409891d1c40eda
29802,PRQ2629802,receive,340,,31146,487500.0,2022-08-31,draft,27fbca79b5b04739bfb47666bc4636dd
29803,PRQ2629803,receive,432,,30782,200000.0,2023-09-28,draft,27fd2c4ff56541aa87a5939ec9712aef
29804,PRQ2629804,receive,629,,31093,259748.37,2022-01-26,draft,28757e7084b547478e5d051c7b31f422
29805,PRQ2629805,receive,550,,30755,56997.380000000005,2020-10-15,draft,2882d65541f14b6285d39625cfdc900b
29806,PRQ2629806,receive,447,,30805,659575.0,2020-01-10,draft,2947496f05ae48d4a50830e1bbcdf8f5
29807,PRQ2629807,receive,116,,31093,398827.72000000003,2021-04-08,draft,297c194ab39d41498ba94905eda17612
29808,PRQ2629808,receive,2,,30995,703222.76,2019-02-02,draft,2acdcce3f76b40e7866926f4948a3d46
29809,PRQ2629809,receive,620,,31114,151129.89,2022-01-28,draft,2af8b31f69164d8ebf0b896994d88b1e
29810,PRQ2629810,receive,91,,31054,566413.02,2022-06-22,draft,2b2204e9ca1241938c1e4756b4859590
29811,PRQ2629811,receive,576,,31238,2789003.5500000003,2021-09-28,draft,2bb116a8975d42879aea67f503639b48
29812,PRQ2629812,receive,237,,30875,110000.0,2020-12-03,draft,2bb4246601054319bd4aca719419f256
29813,PRQ2629813,receive,576,,31238,7189325.0,2023-05-17,draft,2c65e334e3964e1b804c005c79f75c19
29814,PRQ2629814,receive,313,,31255,144000.0,2022-07-05,draft,2c746b1cf5d7400283498e692fc72010
29815,PRQ2629815,receive,434,,30773,60123.61,2021-10-19,draft,2c7cc539f8784d06b996cf42c9c02784
29816,PRQ2629816,receive,39,,30825,1057990.0,2021-11-29,draft,2ccecf8b6a0c435f83aeac5a3137650f
29817,PRQ2629817,receive,397,,31012,790000.0,2019-12-12,draft,2cea874032a74c76b386803876b77761
29818,PRQ2629818,receive,680,,31009,529200.0,2023-09-08,draft,2ceb1050eb1a48f5914a0e4ddcad14c3
29819,PRQ2629819,receive,27,,30910,150000.0,2022-01-04,draft,2cf4836ad74949d1ba7939a05476e606
29820,PRQ2629820,receive,191,,30259,20000.0,2019-06-11,draft,2d0f7d2e90bf49518d84ab784ecfd421
29821,PRQ2629821,receive,150,,30792,281765.27,2021-10-26,draft,2d37212e2b044f7eb57762c65d2edfa1
29822,PRQ2629822,receive,116,,31093,54888.21,2020-03-31,draft,2dd06d42981240aebcb9443ad19f1851
29823,PRQ2629823,receive,319,,30925,350000.0,2022-11-04,draft,2dfe1fd61e9f485fb11d36998a276b7e
29824,PRQ2629824,receive,116,,31093,581903.54,2020-12-02,draft,2e124d9df470445fbe34336d2de13a8c
29825,PRQ2629825,receive,85,,31093,63503.35,2020-04-17,draft,2e1bc3ca11e041a090838a8d461dee0b
29826,PRQ2629826,receive,480,,31122,7200.0,2022-12-28,draft,2e21594518a940d4951e15ffff2944c4
29827,PRQ2629827,receive,195,,31176,1308650.0,2019-07-02,draft,2e8d360a25e94aecb47905d6724f2f2a
29828,PRQ2629828,receive,441,,30795,1800000.0,2021-02-10,draft,2edc9a454b624b45ba8af236c52b6e54
29829,PRQ2629829,receive,237,,30875,1200000.0,2020-09-24,draft,2f009a23feaf486daebf96696e2f0cf4
29830,PRQ2629830,receive,707,,30748,199010.0,2022-07-12,draft,2f84ccbf756340469f05cb3d13208b48
29831,PRQ2629831,receive,749,,31203,242153.5,2021-02-07,draft,2faf4cb043594dbaa629e31753f080e1
29832,PRQ2629832,receive,19,,30855,710820.6,2021-02-09,draft,2fb15b6c0ff84505b06d68a8e96a6ab6
29833,PRQ2629833,receive,357,,31119,701102.23,2020-12-17,draft,2ff3268a60db4366ad6ba7c53aedb067
29834,PRQ2629834,receive,434,,30773,290528.84,2022-10-11,draft,2ffd6aa92c3c4e84b44a4b23fe76401e
29835,PRQ2629835,receive,380,,30848,330000.0,2021-12-17,draft,303cb81a090d45ff99b0ee2ff3c97d2c
29836,PRQ2629836,receive,19,,30855,176039.4,2021-02-09,draft,306cc91acd264c86b0b499dfa536b387
29837,PRQ2629837,receive,204,,30764,570000.0,2022-04-30,draft,306db14f158f4706a1200bbc658a424c
29838,PRQ2629838,receive,608,,31099,600000.0,2022-09-20,draft,30731221f65d4b208187ada4424cf845
29839,PRQ2629839,receive,222,,30801,1100000.0,2021-11-04,draft,30cbb778042249129fb051c5a04a3248
29840,PRQ2629840,receive,314,,30839,4561376.87,2021-04-29,draft,31c229d0badf46a292ca3dc4fda9b495
29841,PRQ2629841,receive,451,,31130,33400.0,2022-09-01,draft,320bf47614b64276bccc1b216c921809
29842,PRQ2629842,receive,707,,30748,13941.050000000001,2021-01-25,draft,320f69561f85439f97f6f12e43699d3b
29843,PRQ2629843,receive,283,,30885,150000.0,2021-09-01,draft,32435518b2f84bb8b1510b0b51118f84
29844,PRQ2629844,receive,180,,30828,406360.87,2020-12-08,draft,3275ca6cc6ef462093df46900e97157a
29845,PRQ2629845,receive,287,,31151,80000.0,2022-04-29,draft,32a3b16fc3504e7886d641726af57592
29846,PRQ2629846,receive,190,,31080,494496.8,2022-01-27,draft,32b827eef7a44a1a872d62d1dc0d432a
29847,PRQ2629847,receive,325,,30901,77053.0,2021-01-31,draft,32e6d7c634df4623bb1db67707cbe254
29848,PRQ2629848,receive,730,,31032,367859.88,2022-01-25,draft,334ec6534aed474cadf6e2d8de1fe7d0
29849,PRQ2629849,receive,664,,31009,1061427.99,2021-04-15,draft,3379b7aed4384d1c879b5a67221e5b71
29850,PRQ2629850,receive,643,,31139,97392.0,2021-11-30,draft,3387f26e97fe47a59e4796da60bd83c0
29851,PRQ2629851,receive,466,,31219,3500000.0,2020-01-07,draft,338fc3dc97c5428c8965deb23ac4d5b4
29852,PRQ2629852,receive,498,,30870,200000.0,2022-08-01,draft,33c41b54a16a416bbe922901da2f8750
29853,PRQ2629853,receive,117,,31097,1300000.0,2023-01-11,draft,34094b29cdd34fe88102244af0bf6646
29854,PRQ2629854,receive,741,,30944,20000.0,2025-07-21,draft,3441b7dbf4cc4622b8833fedc29257f0
29855,PRQ2629855,receive,612,,30806,1270000.0,2021-02-09,draft,344e2ea2d22c4cffb6346fde14ee96a8
29856,PRQ2629856,receive,85,,31093,111035.66,2021-07-23,draft,3469722c860f407490be4375d245d9f4
29857,PRQ2629857,receive,40,,31169,500000.0,2022-08-02,draft,34d16a05aacd4c5ba4a9239f03ea5613
29858,PRQ2629858,receive,91,,31054,276140.1,2021-03-17,draft,34d62f51b2664696ae59584fad7ccbe1
29859,PRQ2629859,receive,418,,31055,420000.0,2022-08-02,draft,356db95daa7845b19f5bf631140011b4
29860,PRQ2629860,receive,275,,30850,1062644.0,2020-01-21,draft,3574455869c145938d52be52ee0b0720
