legacy_record_id|SJBMC|DJBH|DJZT|XMID|XMMC|DKYH|DKZH|DKJE|DKRQ|HKRQ|DKSJ|DKLL|HKZH|TXR|HKJE|DKLX|BZ|DKDJID|FJ|LRR|LRSJ|BM|XM|DKDBH|D_SCBSJS_DKTS|D_SCBSJS_SJNLL|D_SCBSJS_DQLX|D_SCBSJS_SJHKTS
bd72a641a7ae44ff82f30d28d66dfdf9|还款登记|HKDJ-20200529-008|2|e198e1afc1324069844bfe3a310cfe91|誉城国际一期二批次||四川保盛建设集团有限公司/1001 1000 0000 1931|9000.0000|2020-04-15 00:00:00|2020-05-28 00:00:00|1900-01-01 00:00:00|.0000|四川保盛建设集团有限公司/1001 1000 0000 1931|焦玲|9000.0000|.0000||4146a796156e46a2bb1066d5dd093d0c|a23931efe16b48818a85932d60defb0c|焦玲|2020-05-29 20:02:42|NULL|NULL|NULL|43|NULL|NULL|NULL
1904d0c525764d0ca419dcb81655d2ca|还款登记|HKDJ-20200529-009|2|e198e1afc1324069844bfe3a310cfe91|誉城国际一期二批次||四川保盛建设集团有限公司/51001644205052505109|470000.0000|2020-04-21 00:00:00|2020-05-28 00:00:00|1900-01-01 00:00:00|.0000|四川保盛建设集团有限公司/1001 1000 0000 1931|焦玲|470000.0000|.0000||228f1e101e4f48dda57028553f596b98|a91c74b67e744a9a8280fa84c3cd2fb8|焦玲|2020-05-29 20:03:12|NULL|NULL|NULL|37|NULL|NULL|NULL
3372e01324e444fe8537b0aa1f7cccee|还款登记|HKDJ-20200529-010|2|e198e1afc1324069844bfe3a310cfe91|誉城国际一期二批次||四川保盛建设集团有限公司/51001644205052505109|199130.0000|2020-04-14 00:00:00|2020-05-28 00:00:00|1900-01-01 00:00:00|.0000|四川保盛建设集团有限公司/1001 1000 0000 1931|焦玲|199130.0000|.0000||d83d93659165428c87c41d1b75dfa64c|e9dc5c659044451abd26ceafd38bd46e|焦玲|2020-05-29 20:03:45|NULL|NULL|NULL|44|NULL|NULL|NULL
00e6dc4ec4804f5291dba95905d2a0bd|还款登记|HKDJ-20200529-011|2|e198e1afc1324069844bfe3a310cfe91|誉城国际一期二批次||四川保盛建设集团有限公司/1001 1000 0000 1931|470000.0000|2020-04-14 00:00:00|2020-05-28 00:00:00|1900-01-01 00:00:00|.0000|四川保盛建设集团有限公司/1001 1000 0000 1931|焦玲|470000.0000|.0000||91b2a5a592354ca0b7eee266d85c5140|648da95893d045c5be7981268c53440f|焦玲|2020-05-29 20:04:19|NULL|NULL|NULL|44|NULL|NULL|NULL
109d4ef086594e6aa8894785243ca1b5|还款登记|HKDJ-20200529-012|2|e198e1afc1324069844bfe3a310cfe91|誉城国际一期二批次||四川保盛建设集团有限公司/1001 1000 0000 1931|380000.0000|2020-04-08 00:00:00|2020-05-28 00:00:00|1900-01-01 00:00:00|.0000|四川保盛建设集团有限公司/1001 1000 0000 1931|焦玲|380000.0000|.0000||047e4c178b414205bb34b39f1f5e3e7b|1ea23c4b490d4ba3b3361e52545f6e6a|焦玲|2020-05-29 20:04:51|NULL|NULL|NULL|50|NULL|NULL|NULL
353657ee3177487d97090a214e3115f8|还款登记|HKDJ-20200529-013|2|e198e1afc1324069844bfe3a310cfe91|誉城国际一期二批次||四川保盛建设集团有限公司/1001 1000 0000 1931|170000.0000|2020-04-02 00:00:00|2020-05-28 00:00:00|1900-01-01 00:00:00|.0000|四川保盛建设集团有限公司/1001 1000 0000 1931|焦玲|170000.0000|.0000||57f0a41a486d4808834aab6bd38a8933|8c4ab3e9abca44219620e25a336a2111|焦玲|2020-05-29 20:05:22|NULL|NULL|NULL|56|NULL|NULL|NULL
068bc43fb3724fc69beb13464b49a459|还款登记|HKDJ-20200529-014|2|e198e1afc1324069844bfe3a310cfe91|誉城国际一期二批次||四川保盛建设集团有限公司/1001 1000 0000 1931|140000.0000|2020-03-31 00:00:00|2020-05-28 00:00:00|1900-01-01 00:00:00|.0000|四川保盛建设集团有限公司/1001 1000 0000 1931|焦玲|140000.0000|.0000||3012eb5c064d4f989082402f4bfda7b2|44195860cbbf4432936023b054120098|焦玲|2020-05-29 20:05:50|NULL|NULL|NULL|58|NULL|NULL|NULL
cbc31fdb73984b46b5bb9bef296be35d|还款登记|HKDJ-20200602-001|2|083dc7e6eff54304a12207ffff366b91|西昌市安宁镇马坪坝幼儿园建设项目||四川利龙建筑工程有限公司/1701150000002736|50000.0000|2019-11-20 00:00:00|2020-01-19 00:00:00|1900-01-01 00:00:00|.0000|四川利龙建筑工程有限公司/1701150000002736|焦玲|50000.0000|.0000||1d5ae7621aa7412d96a899d3cc31ad6a|bbb3debc38534ebbb884ab81825beb59|焦玲|2020-06-02 17:07:52|NULL|NULL|NULL|60|NULL|NULL|NULL
cf3ac330b4214f72b0e344cdd68a73d3|还款登记|HKDJ-20200602-002|2|083dc7e6eff54304a12207ffff366b91|西昌市安宁镇马坪坝幼儿园建设项目||四川利龙建筑工程有限公司/1701150000002736|100000.0000|2020-05-27 00:00:00|2020-05-27 00:00:00|1900-01-01 00:00:00|.0000|四川利龙建筑工程有限公司/1701150000002736|焦玲|100000.0000|.0000||775778c50aba4774963d02d0c1bf73f0|8e91a4a47cac4eb38e711a3b1e0c321b|焦玲|2020-06-02 17:08:56|NULL|NULL|NULL|0|NULL|NULL|NULL
2b5405e65bd947339da87eb0a1403d5e|还款登记|HKDJ-20200624-001|2|6299baaa7579423e84de319c9cb57447|宁南县土地增减挂钩项目-红星乡双合村2组安置点室外总平项目||段奕俊/6225635500000007194|35000.0000|2020-04-08 00:00:00|2020-06-24 00:00:00|1900-01-01 00:00:00|.0000|四川利龙建筑工程有限公司/1701150000002736|焦玲|35000.0000|.0000||9647b16ba13a4f5ca9c3bf6f92bbfeb1|7370402ad1fb47b084e19b71241171ea|焦玲|2020-06-24 14:49:13|NULL|NULL|NULL|77|NULL|NULL|NULL
8d6ceb95280948329e0544ece066624e|还款登记|HKDJ-20200624-002|2|6299baaa7579423e84de319c9cb57447|宁南县土地增减挂钩项目-红星乡双合村2组安置点室外总平项目||段奕俊/6225635500000007194|40000.0000|2020-04-02 00:00:00|2020-06-24 00:00:00|1900-01-01 00:00:00|.0000|四川利龙建筑工程有限公司/1701150000002736|焦玲|40000.0000|.0000||7f224acc6ded4b68931b86da73cf7fd2|1f3213b8a5df459fb0fed8cc4fd21b70|焦玲|2020-06-24 14:49:42|NULL|NULL|NULL|83|NULL|NULL|NULL
2c469f6032b54d4d97e65e0d4e48a2d2|还款登记|HKDJ-20200706-001|2|4b89ee16cc58497bac061d8ae5fddd82|雅瑶东路教育设施建设项目（雅瑶东路小学）||四川保盛建设集团有限公司/1001 1000 0000 1931|200000.0000|2020-05-27 00:00:00|2020-07-03 00:00:00|1900-01-01 00:00:00|.0000|四川保盛建设集团有限公司/1001 1000 0000 1931|文楠|200000.0000|.0000|收工程款还项目贷款|131deac5ddce4b1d967b0d53cc7a2726|089fa0143b2c47e4baa2be53366a7a10|文楠|2020-07-06 17:28:56|NULL|NULL|NULL|37|NULL|NULL|NULL
b61a69ceacf4446fb2a2cde0b75afd1e|还款登记|HKDJ-20200706-002|2|4b89ee16cc58497bac061d8ae5fddd82|雅瑶东路教育设施建设项目（雅瑶东路小学）||四川保盛建设集团有限公司/1001 1000 0000 1931|50000.0000|2020-04-14 00:00:00|2020-07-03 00:00:00|1900-01-01 00:00:00|.0000|四川保盛建设集团有限公司/1001 1000 0000 1931|文楠|50000.0000|.0000|收工程款还项目贷款|05cd023a3e1e495686ba1ab0ded5ff68|ae061df75e5e4eedadd7d1557ca3133f|文楠|2020-07-06 17:29:19|NULL|NULL|NULL|80|NULL|NULL|NULL
ceb4c5c86e414228b4f36eda070fa40b|还款登记|HKDJ-20200706-003|2|4b89ee16cc58497bac061d8ae5fddd82|雅瑶东路教育设施建设项目（雅瑶东路小学）||四川保盛建设集团有限公司/1001 1000 0000 1931|50000.0000|2020-04-08 00:00:00|2020-07-03 00:00:00|1900-01-01 00:00:00|.0000|四川保盛建设集团有限公司/1001 1000 0000 1931|文楠|50000.0000|.0000|收工程款还项目贷款|31e367a2b99549e5bd8502a3f49a4a49|902647a8634248a8ade1646972767099|文楠|2020-07-06 17:29:38|NULL|NULL|NULL|86|NULL|NULL|NULL
c919d551d69a44c4a65feff20a762af1|还款登记|HKDJ-20200706-004|2|7fa2733fb3d34cc6a7870d625504a391|宁南县骑骡沟镇曹家营、董家龙潭饮用水源地保护工程施工合同||四川保盛建设集团有限公司/1001 1000 0000 1931|34835.9700|2020-06-04 00:00:00|2020-06-30 00:00:00|1900-01-01 00:00:00|.0000|四川保盛建设集团有限公司/1001 1000 0000 1931|文楠|30000.0000|.0000|收工程款还项目贷款|dd3fa59958ff40cd920fe9064990f35b|90e30c8e8a064bbba8bc03ec6cf9ddb7|文楠|2020-07-06 17:44:44|NULL|NULL|NULL|26|NULL|NULL|NULL
caa6ee94466849f59f52dd6631149d60|还款登记|HKDJ-20200723-001|2|e198e1afc1324069844bfe3a310cfe91|誉城国际一期二批次||四川保盛建设集团有限公司/1001 1000 0000 1931|726579.3400|2020-04-14 00:00:00|2020-05-28 00:00:00|1900-01-01 00:00:00|.0000||焦玲|6992.0000|.0000|补少记还贷款6992|ee7a6effdbc7449e8cd5c18628a0bf2d|3cec96be4ce94b8f995d2ce4e85a9e41|焦玲|2020-07-23 19:45:44|NULL|NULL|NULL|44|NULL|NULL|NULL
1f4b716ec4b448f882194c72cc2164b9|还款登记|HKDJ-20200922-001|2|ce7c47d08d88409da91cd433099d5cee|四川现代农业工程职业学院一期工程（10#教学楼、培训中心）||四川保盛建设集团有限公司/1001 1000 0000 1931|100000.0000|2020-08-19 00:00:00|2020-09-18 00:00:00|1900-01-01 00:00:00|.0000|四川保盛建设集团有限公司/1001 1000 0000 1931|焦玲|100000.0000|.0000||4140626bcbdf4be085cd263c46585bb7|b79512173c2844939dc8b02a0df85785|焦玲|2020-09-22 16:48:50|NULL|NULL|NULL|30|NULL|NULL|NULL
2010c283933b4fbc81a1ad0b6651c9cc|还款登记|HKDJ-20200922-002|2|ce7c47d08d88409da91cd433099d5cee|四川现代农业工程职业学院一期工程（10#教学楼、培训中心）||四川保盛建设集团有限公司/1001 1000 0000 1931|300000.0000|2020-07-31 00:00:00|2020-09-18 00:00:00|1900-01-01 00:00:00|.0000|四川保盛建设集团有限公司/1001 1000 0000 1931|焦玲|300000.0000|.0000||a2b3ddb293344dfe808016f2f24775a0|70d8fe7a3e8a441e945ef5e7606b7e13|焦玲|2020-09-22 16:49:16|NULL|NULL|NULL|49|NULL|NULL|NULL
b48125839c124abbacb3441de6a5fc72|还款登记|HKDJ-20200922-003|2|ce7c47d08d88409da91cd433099d5cee|四川现代农业工程职业学院一期工程（10#教学楼、培训中心）||四川保盛建设集团有限公司/1001 1000 0000 1931|6992.0000|2020-05-15 00:00:00|2020-09-18 00:00:00|1900-01-01 00:00:00|.0000|四川保盛建设集团有限公司/1001 1000 0000 1931|焦玲|6992.0000|.0000||f6dfb707fb114be2834d57ec651a06e1|955b2feeaf0c4f0baed08c450425f36e|焦玲|2020-09-22 16:49:36|NULL|NULL|NULL|126|NULL|NULL|NULL
2aa283f1c80e403595c5130adcc3cd85|还款登记|HKDJ-20200922-004|2|ce7c47d08d88409da91cd433099d5cee|四川现代农业工程职业学院一期工程（10#教学楼、培训中心）||四川保盛建设集团有限公司/1001 1000 0000 1931|64772.1000|2020-06-16 00:00:00|2020-09-18 00:00:00|1900-01-01 00:00:00|.0000|四川保盛建设集团有限公司/1001 1000 0000 1931|焦玲|64772.1000|.0000||d26f00dd542343e5bcc70fd789b5deb0|df01fd159f82420a951c50e69f7d27cf|焦玲|2020-09-22 16:50:01|NULL|NULL|NULL|94|NULL|NULL|NULL
d0bb034180dd4139964842ce18f1dac6|还款登记|HKDJ-20200922-005|2|ce7c47d08d88409da91cd433099d5cee|四川现代农业工程职业学院一期工程（10#教学楼、培训中心）||四川保盛建设集团有限公司/1001 1000 0000 1931|570000.0000|2020-06-15 00:00:00|2020-09-18 00:00:00|1900-01-01 00:00:00|.0000|四川保盛建设集团有限公司/1001 1000 0000 1931|焦玲|570000.0000|.0000||9fe7f4731368427d95082581912f4352|22cac9bff9a143a6b3772309205fc7ac|焦玲|2020-09-22 16:50:28|NULL|NULL|NULL|95|NULL|NULL|NULL
9e73a9796c1b4620b9e39145e72450ac|还款登记|HKDJ-20200922-006|2|ce7c47d08d88409da91cd433099d5cee|四川现代农业工程职业学院一期工程（10#教学楼、培训中心）||四川保盛建设集团有限公司/1001 1000 0000 1931|70244.2000|2020-06-02 00:00:00|2020-09-18 00:00:00|1900-01-01 00:00:00|.0000|四川保盛建设集团有限公司/1001 1000 0000 1931|焦玲|70244.2000|.0000||ea28e539e2614d958b2d19cf6107414c|a63704e2e6b74d19b888163e2e19579e|焦玲|2020-09-22 16:50:47|NULL|NULL|NULL|108|NULL|NULL|NULL
f645a4d273294b3eaf5355da3d542a7d|还款登记|HKDJ-20200922-007|2|ce7c47d08d88409da91cd433099d5cee|四川现代农业工程职业学院一期工程（10#教学楼、培训中心）||四川保盛建设集团有限公司/1001 1000 0000 1931|480000.0000|2020-05-14 00:00:00|2020-09-18 00:00:00|1900-01-01 00:00:00|.0000|四川保盛建设集团有限公司/1001 1000 0000 1931|焦玲|480000.0000|.0000||1daaf9c1ef874f079480d28746ca35de|48c485d26d5a450b865949613828c59e|焦玲|2020-09-22 16:51:13|NULL|NULL|NULL|127|NULL|NULL|NULL
922ed9ba54f7422785533e623dbab436|还款登记|HKDJ-20200922-008|2|ce7c47d08d88409da91cd433099d5cee|四川现代农业工程职业学院一期工程（10#教学楼、培训中心）||四川保盛建设集团有限公司/51001644205052505109|45700.4000|2020-05-07 00:00:00|2020-09-18 00:00:00|1900-01-01 00:00:00|.0000|四川保盛建设集团有限公司/1001 1000 0000 1931|焦玲|45700.4000|.0000||491d78631e72490d931d003c025076e2|047e603d16074319ae689f1ef70e68d5|焦玲|2020-09-22 16:52:03|NULL|NULL|NULL|134|NULL|NULL|NULL
867ef6baa2b946d1a61e8c067aacc443|还款登记|HKDJ-20200922-009|2|ce7c47d08d88409da91cd433099d5cee|四川现代农业工程职业学院一期工程（10#教学楼、培训中心）||四川保盛建设集团有限公司/51001644205052505109|291025.0000|2020-05-06 00:00:00|2020-09-18 00:00:00|1900-01-01 00:00:00|.0000|四川保盛建设集团有限公司/1001 1000 0000 1931|焦玲|291025.0000|.0000||f84aa81f6c8d49b5a0dbe1de01693be4|71c16751c82d4729979023f197cc7cec|焦玲|2020-09-22 16:52:28|NULL|NULL|NULL|135|NULL|NULL|NULL
37c3a6ee664348c69656cb388cccd512|还款登记|HKDJ-20200925-001|2|4b89ee16cc58497bac061d8ae5fddd82|雅瑶东路教育设施建设项目（雅瑶东路小学）||四川保盛建设集团有限公司/1001 1000 0000 1931|74274.0000|2020-09-23 00:00:00|2020-12-31 00:00:00|1900-01-01 00:00:00|.0000|四川保盛建设集团有限公司/1001 1000 0000 1931|焦玲|74274.0000|.0000||011693b39cd346b48616f9251b6d3722|29cc155149914d07b8eb9a389cc5c409|焦玲|2020-09-25 14:59:44|NULL|NULL|NULL|99|NULL|NULL|NULL
49dcee6aee7b40848203f3b2f58fdb06|还款登记|HKDJ-20200925-002|2|4b89ee16cc58497bac061d8ae5fddd82|雅瑶东路教育设施建设项目（雅瑶东路小学）||四川保盛建设集团有限公司/1001 1000 0000 1931|300000.0000|2020-09-23 00:00:00|2020-12-31 00:00:00|1900-01-01 00:00:00|.0000||焦玲|300000.0000|.0000||c8661b9b5fd64bc9967335b674eaf58d|d037b97108ac478a88d85e4c6dfd5c9e|焦玲|2020-09-25 15:00:09|NULL|NULL|NULL|99|NULL|NULL|NULL
2ec422e7d13a4aa480e1c2770d48d01d|还款登记|HKDJ-20201009-001|2|bc8a3285e9af4dcda5895313440be16a|九寨沟县漳扎镇小学校等灾后重建项目部（1）||四川保盛建设集团有限公司/1001 1000 0000 1931|19000.0000|2020-09-21 00:00:00|2020-09-30 00:00:00|1900-01-01 00:00:00|.0000||焦玲|19000.0000|.0000||e3fe22b9917b44dd83c807043c2c8206|eaec22e624494ed28bf44fe59db80e42|焦玲|2020-10-09 16:48:00|NULL|NULL|NULL|9|NULL|NULL|NULL
ac0b7fc86d7f4bafbba1c6108c978a57|还款登记|HKDJ-20201016-001|2|e198e1afc1324069844bfe3a310cfe91|誉城国际一期二批次||四川保盛建设集团有限公司/1001 1000 0000 1931|101357.7500|2020-10-14 00:00:00|2020-10-16 00:00:00|1900-01-01 00:00:00|.0000||焦玲|101357.7500|.0000||658bb515ee564700a5499ed2ace979d5|427b4d652a5a4bcbb40fb7487ffde244|焦玲|2020-10-16 12:12:51|NULL|NULL|NULL|2|NULL|NULL|NULL
efc4b1b07f7841ceb2ea49194e528598|还款登记|HKDJ-20201106-001|2|ce7c47d08d88409da91cd433099d5cee|四川现代农业工程职业学院一期工程（10#教学楼、培训中心）||四川保盛建设集团有限公司/1001 1000 0000 1931|6500.0000|2020-11-06 00:00:00|2020-12-31 00:00:00|1900-01-01 00:00:00|.0000|四川保盛建设集团有限公司/1001 1000 0000 1931|文楠|6500.0000|.0000|收工程款归还贷款|5bf51fe0deaa4987acc625dd3cebca7a|71f73932a9394030af3ec394937a30c1|文楠|2020-11-06 11:34:10|NULL|NULL|NULL|55|NULL|NULL|NULL
fdaf92521e0e41da899513fcd01fa061|还款登记|HKDJ-20201106-002|2|ce7c47d08d88409da91cd433099d5cee|四川现代农业工程职业学院一期工程（10#教学楼、培训中心）||四川保盛建设集团有限公司/1001 1000 0000 1931|44182.0000|2020-10-23 00:00:00|2020-12-31 00:00:00|1900-01-01 00:00:00|.0000|四川保盛建设集团有限公司/1001 1000 0000 1931|文楠|44182.0000|331.0000|收工程款归还贷款|553268a91e074271ab4e1ccd420ac693|da8eb2057230442fb1a35ef7a8d114a8|文楠|2020-11-06 11:35:04|NULL|NULL|NULL|69|NULL|NULL|NULL
c8e73007f2314edda2e347ae55b3c962|还款登记|HKDJ-20201123-001|2|bc8a3285e9af4dcda5895313440be16a|九寨沟县漳扎镇小学校等灾后重建项目部（1）||胡俊/6225613300000009183|34000.0000|2020-11-18 00:00:00|2020-11-20 00:00:00|1900-01-01 00:00:00|.0000|四川保盛建设集团有限公司/1001100000001931|尹佳梅|34000.0000|.0000||997a1be711b34cba81e3a29fd1a5f1a0|4d9bab1d44e94af69f516dee7566f2f3|尹佳梅|2020-11-23 15:50:04|NULL|NULL|NULL|2|NULL|NULL|NULL
630d4058d1284ce1be50d4a6dcb9b1f1|还款登记|HKDJ-20201124-001|2|4f8d48ca33fc442a8577308228eea07e|大興壹號售楼部装修项目||四川保盛建设集团有限公司/1001 1000 0000 1931|180600.0000|2020-10-20 00:00:00|2020-11-02 00:00:00|1900-01-01 00:00:00|.2400|四川保盛建设集团有限公司/1001100000001931|尹佳梅|88224.0000|882.2400|月息2%，不足半个月按半个月计算|c1f6c51f77f7470c9e51bff3d8997ced|41bba8d24a724f8c9f7382829abdd844|尹佳梅|2020-11-24 16:42:53|NULL|NULL|NULL|13|NULL|NULL|NULL
5a20ccfc7c834c63a13814014f87ce11|还款登记|HKDJ-20201124-002|2|4f8d48ca33fc442a8577308228eea07e|大興壹號售楼部装修项目||四川保盛建设集团有限公司/1001 1000 0000 1931|180600.0000|2020-10-20 00:00:00|2020-11-24 00:00:00|1900-01-01 00:00:00|.2400|四川保盛建设集团有限公司/1001100000001931|尹佳梅|92376.0000|2771.2800||c1f6c51f77f7470c9e51bff3d8997ced|c5e48f07b8fc4c7984291368be374ad3|尹佳梅|2020-11-24 18:11:15|NULL|NULL|NULL|35|NULL|NULL|NULL
2bfbecc1c35844c790cf090565e541d4|还款登记|HKDJ-20210105-001|2|fd55ff03dc53471a90744a6e145fbba7|新能源电气控制系统研发制造中心项目||四川保盛建设集团有限公司/1001 1000 0000 1931|500000.0000|2020-12-30 00:00:00|2020-12-31 00:00:00|1900-01-01 00:00:00|.0000|四川保盛建设集团有限公司/1001 1000 0000 1931|文楠|500000.0000|.0000|收工程款归还贷款|0cd0aa34c4144ce0bf66858ce79f32c9|e692ea87ce424376b1de5de4ff1b333d|文楠|2021-01-05 14:37:21|NULL|NULL|NULL|1|NULL|NULL|NULL
e4c26e4dea8146ac984658728b54b97b|还款登记|HKDJ-20210125-001|2|64e0706eed044170b60295774f2fb924|梦溪苑商住项目外墙保温装饰一体板制作安装分包工程||四川保盛建设集团有限公司/1001 1000 0000 1931|1500000.0000|2020-12-21 00:00:00|2021-01-24 00:00:00|1900-01-01 00:00:00|.0000|四川保盛建设集团有限公司/1001100000001931|尹佳梅|1500000.0000|.0000|2020.12.24-2021.1.24   30天 利息15000|7e01a774f8b9480fbb241215ffa90a5a|2bc5f4970708400ab3765423d9c6441c|尹佳梅|2021-01-25 18:11:13|NULL|NULL|NULL|34|NULL|NULL|NULL
39ee7bb5cc5043a69f5d420dcdb72754|还款登记|HKDJ-20210204-001|2|4ad2dea566464eba8851e0dd675d1583|布拖县2016年—2019年安全住房地质隐患应急抢险项目|长城华西银行|四川保盛建设集团有限公司/1001 1000 0000 1931|80000.0000|2021-01-27 00:00:00|2021-02-04 00:00:00|1900-01-01 00:00:00|.0000|四川保盛建设集团有限公司/1001100000001931|尹佳梅|80000.0000|480.0000||803bc3587f5748e5a6e647fa9150f66e|31f4528c606e42b1a790fd3bd0aa95f9|尹佳梅|2021-02-04 13:16:41|NULL|NULL|NULL|8|NULL|NULL|NULL
