legacy_record_id|SJBMC|DJBH|DJZT|XMID|XMMC|DKYH|DKZH|DKJE|DKRQ|HKRQ|DKSJ|DKLL|BZ|FJ|LRR|LRSJ|D_SCBSJS_DQLX|LX
1c25fa7964b84126a8c8e47154d1f22a|贷款登记|DKDJ-20201223-001|2|4ad2dea566464eba8851e0dd675d1583|布拖县2016年—2019年安全住房地质隐患应急抢险项目||四川保盛建设集团有限公司/1001 1000 0000 1931|300000.0000|2020-12-23 00:00:00|2021-01-31 00:00:00|39|24%|借公司款付材料款、人工费|427c8cce43614a28984c70211fb683b3|文楠|2020-12-23 16:45:13|NULL|NULL
0cd0aa34c4144ce0bf66858ce79f32c9|贷款登记|DKDJ-20201230-001|2|fd55ff03dc53471a90744a6e145fbba7|新能源电气控制系统研发制造中心项目||四川保盛建设集团有限公司/1001 1000 0000 1931|500000.0000|2020-12-30 00:00:00|2021-01-31 00:00:00|32|18%|借公司款付保证金|88f200d500514e03bd5de2255e1ff863|文楠|2020-12-30 15:40:41|NULL|NULL
6a46ba9420cf4d688493eb909f03e506|贷款登记|DKDJ-20210106-001|2|e198e1afc1324069844bfe3a310cfe91|誉城国际一期二批次||四川保盛建设集团有限公司/1001 1000 0000 1931|30000.0000|2021-01-06 00:00:00|2021-02-28 00:00:00|53|18%|借公司款付材料款|ff5a26221d7a49469064608e1ef98c0a|文楠|2021-01-06 16:47:26|NULL|NULL
91c7f740af87416e923e5e9bbb0de1ab|贷款登记|DKDJ-20210107-001|2|e198e1afc1324069844bfe3a310cfe91|誉城国际一期二批次||四川保盛建设集团有限公司/1001 1000 0000 1931|60595.0000|2021-01-07 00:00:00|2021-02-28 00:00:00|52|18%|借公司款付材料款|ad486905f9184a18991a8ffacb4b9f21|文楠|2021-01-07 11:23:33|NULL|NULL
cf67415d399141809f0ebd3c769a8dc4|贷款登记|DKDJ-20210112-001|2|e198e1afc1324069844bfe3a310cfe91|誉城国际一期二批次||四川保盛建设集团有限公司/1001 1000 0000 1931|142594.0000|2021-01-12 00:00:00|2021-02-28 00:00:00|47|18%|借公司款付材料款|a1eeb6bd12194b9fa3dcbf72b1a4d0f3|文楠|2021-01-12 14:39:22|NULL|NULL
b29c56a4aa3c403cab690de56347acc8|贷款登记|DKDJ-20210112-002|2|ce7c47d08d88409da91cd433099d5cee|四川现代农业工程职业学院一期工程（10#教学楼、培训中心）||四川保盛建设集团有限公司/1001 1000 0000 1931|21122.0000|2021-01-12 00:00:00|2021-02-28 00:00:00|47|18%|借公司款付材料款|9487c55fba33437bb4c6da35754f9d7e|文楠|2021-01-12 14:42:11|NULL|NULL
5c526dcbe353415c8eaea0e5fd97d979|贷款登记|DKDJ-20210114-001|2|e198e1afc1324069844bfe3a310cfe91|誉城国际一期二批次||四川保盛建设集团有限公司/1001 1000 0000 1931|468444.9900|2021-01-14 00:00:00|2021-02-28 00:00:00|45|18%|借公司款付材料款|a38c72da7ed34a3f82f7b864116867eb|文楠|2021-01-14 11:01:10|NULL|NULL
b3b0c7d91ec64b5caffc5c37e2352573|贷款登记|DKDJ-20210114-002|2|e198e1afc1324069844bfe3a310cfe91|誉城国际一期二批次||四川保盛建设集团有限公司/1001 1000 0000 1931|62009.0000|2021-01-14 00:00:00|2021-02-28 00:00:00|45|18%|借公司款付材料款|5ffd8ad1b3764b9c8ade611ebc9e962f|文楠|2021-01-14 15:31:29|NULL|NULL
f9ea1d3de0d14d818885fc716b36b90f|贷款登记|DKDJ-20210115-001|2|e198e1afc1324069844bfe3a310cfe91|誉城国际一期二批次||四川保盛建设集团有限公司/1001 1000 0000 1931|12000.0000|2021-01-15 00:00:00|2021-02-28 00:00:00|44|18%|借公司款付材料款|d01f5d5be45145d4845f1bd8237ddbf7|文楠|2021-01-15 14:20:33|NULL|NULL
d649045cf8624219a1520a65ee9e4786|贷款登记|DKDJ-20210120-001|2|e198e1afc1324069844bfe3a310cfe91|誉城国际一期二批次||四川保盛建设集团有限公司/1001 1000 0000 1931|28800.0000|2021-01-20 00:00:00|2021-02-28 00:00:00|39|18%||376e058ba5d54781869f60637117696b|文楠|2021-01-20 15:54:58|NULL|NULL
44a643288a894f4b952920dd0f8ce420|贷款登记|DKDJ-20210122-001|2|36e5e7c783fb4fa5941a032db7afbd05|邛崃市羊安工业园区天然气分布式能源项目综合楼外墙装修工程||四川保盛建设集团有限公司/1001 1000 0000 1931|151200.0000|2021-01-22 00:00:00|2021-02-28 00:00:00|37|18%||7ae9cf085cab41a5a3a19c88fb9fc632|文楠|2021-01-22 14:33:53|NULL|NULL
803bc3587f5748e5a6e647fa9150f66e|贷款登记|DKDJ-20210127-001|2|4ad2dea566464eba8851e0dd675d1583|布拖县2016年—2019年安全住房地质隐患应急抢险项目||四川保盛建设集团有限公司/1001 1000 0000 1931|80000.0000|2021-01-27 00:00:00|2021-02-28 00:00:00|32|24%|借公司付业务费|dedfdfc9561f4002aea9323f38473791|文楠|2021-01-27 15:01:24|NULL|NULL
1599131cd2cc4451b6cfc6ca20d0a751|贷款登记|DKDJ-20210202-001|2|e198e1afc1324069844bfe3a310cfe91|誉城国际一期二批次||四川保盛建设集团有限公司/1001 1000 0000 1931|33523.9500|2021-02-02 00:00:00|2021-02-28 00:00:00|26|18%|借公司款付罚款、水电费|3206b3af3a65478e92f4c63ebbdd4b8f|文楠|2021-02-02 11:17:20|NULL|NULL
5a1acedcfaea459f804157f158aa1ca5|贷款登记|DKDJ-20210202-002|2|ce7c47d08d88409da91cd433099d5cee|四川现代农业工程职业学院一期工程（10#教学楼、培训中心）||四川保盛建设集团有限公司/1001 1000 0000 1931|6537.2000|2021-02-02 00:00:00|2021-02-28 00:00:00|26|18%|借公司款付水电费|9f061e31d5ed46e1a267fb84969465af|文楠|2021-02-02 15:18:18|NULL|NULL
1cdf948561b443f4b8bb1e66cf1e837e|贷款登记|DKDJ-20210208-001|2|4b89ee16cc58497bac061d8ae5fddd82|雅瑶东路教育设施建设项目（雅瑶东路小学）||四川保盛建设集团有限公司/1001 1000 0000 1931|300000.0000|2021-02-08 00:00:00|2021-03-31 00:00:00|51|12%|借公司款付材料款|1e4063d92a134f8e81b937291ec3ead8|文楠|2021-02-08 10:32:47|NULL|NULL
3dcccac54f834c509c3639464be7132a|贷款登记|DKDJ-20210209-001|2|e198e1afc1324069844bfe3a310cfe91|誉城国际一期二批次||四川保盛建设集团有限公司/1001 1000 0000 1931|7500000.0000|2021-02-09 00:00:00|2021-03-31 00:00:00|50|18%|借公司款付材料款、人工费|26ccfa2215ab4d958c37aba0c7812bd4|文楠|2021-02-09 09:31:18|NULL|NULL
903f5636d9bc4a638e6cc95b525b0395|贷款登记|DKDJ-20210209-002|2|615e67a1e771454bb8618d795c692760|太行山路（钱塘江路-信江路）道路工程劳务分包||四川保盛建设集团有限公司/1001100000001931|304010.0000|2021-02-09 00:00:00|2021-03-31 00:00:00|50|0|借公司款付民工工资，0利息，年后工程款到了还|f0b0c127a2ba470e9650c51090a62e31|尹佳梅|2021-02-09 14:46:20|NULL|NULL
fc11b055c7fe44a7a932c0124423a293|贷款登记|DKDJ-20210209-003|2|a31f60322d4549d08c02b28c71911eaf|九寨沟县假日阳光建设项目（酒店标段）勘察-设计-施工总承包（EPC）项目||四川保盛建设集团有限公司/1001100000001931|50000.0000|2021-02-09 00:00:00|2021-03-31 00:00:00|50|18%||585faaf57fac43ef9dfbebd64bb638ee|尹佳梅|2021-02-09 18:22:18|NULL|NULL
0c73c1c7d34a4cceb6a9e99eef1a2e49|贷款登记|DKDJ-20210312-001|2|36e5e7c783fb4fa5941a032db7afbd05|邛崃市羊安工业园区天然气分布式能源项目综合楼外墙装修工程||四川保盛建设集团有限公司/1001 1000 0000 1931|221240.0000|2021-03-12 00:00:00|2021-04-30 00:00:00|49|18%|借公司款付材料款|55cd167bbc1b4e03ba740b057d29d90d|文楠|2021-03-12 08:30:45|NULL|NULL
8f219c48c75f4c578613407c7cfb0dac|贷款登记|DKDJ-20210402-001|2|d397cd38ebae427ca4304745cd901ba4|德阳新城吾悦广场住宅整期幕墙工程||四川保盛建设集团有限公司/1001 1000 0000 1931|120000.0000|2021-04-02 00:00:00|2021-05-31 00:00:00|59|18%|借公司款付材料款|b223fc5614d84a5cafad64dbbc60e581|文楠|2021-04-02 11:28:33|NULL|NULL
8c4354722eea4b3daa62a50684d7e3be|贷款登记|DKDJ-20210413-001|2|8e1e8ffb0e244123a5f5b269a540fb17|珠峰文化旅游创意产业园区基础设施建设项目一期工程第一标段、二标段||四川保盛建设集团有限公司/1001 1000 0000 1931|170000.0000|2021-04-13 00:00:00|2021-05-31 00:00:00|48|24%|借公司款付材料款|88703843ff534b49bc3bdcb56290a9b8|文楠|2021-04-13 10:43:37|NULL|NULL
6a9ade19f5fd4d9c93a41ccca8ca2382|贷款登记|DKDJ-20210413-002|2|d397cd38ebae427ca4304745cd901ba4|德阳新城吾悦广场住宅整期幕墙工程||四川保盛建设集团有限公司/1001 1000 0000 1931|180000.0000|2021-04-13 00:00:00|2021-05-31 00:00:00|48|18%|借公司款付材料款|11be8954243049ae8980ec0a0a286bb9|文楠|2021-04-13 14:06:41|NULL|NULL
bc1b2a9aac2e460392519b88eb3fc472|贷款登记|DKDJ-20210419-001|2|64e0706eed044170b60295774f2fb924|梦溪苑商住项目外墙保温装饰一体板制作安装分包工程||四川保盛建设集团有限公司/1001 1000 0000 1931|31275.6900|2021-04-19 00:00:00|2021-04-30 00:00:00|11|12%|借公司款预缴税金|5a093932820a49999239a13a9d278835|文楠|2021-04-19 11:49:44|NULL|NULL
f413a29b78a5411f9c900e6f48c363f6|贷款登记|DKDJ-20210423-001|2|4693df15d594434c95aa9a3304b3a058|高坪区2020年中央财政高标准农田建设项目（老君东观片区）标段|NULL|四川保盛建设集团有限公司/1001 1000 0000 1931|250000.0000|2021-04-23 00:00:00|2021-04-30 00:00:00|7|0.24|借公司付农民工保证金|e6809a35093143308c887dfb8648c677|文楠|2021-04-23 10:45:41|1150.68|NULL
cc64cd81bfb04991bd50800d760ba582|贷款登记|DKDJ-20210428-001|2|0c4f914eee3547c185a2108fc1f768df|太行山路（钱塘江路-信江路）道路工程水泥稳定基层施工专业分包||四川保盛建设集团有限公司/1001 1000 0000 1931|50000.0000|2021-04-28 00:00:00|2021-06-30 00:00:00|63|0|借公司款付材料款|8a9baf99a8f7433fa1fe83a262676b0c|文楠|2021-04-28 10:32:33|NULL|NULL
494d35a8e727428a9111d56ef0901153|贷款登记|DKDJ-20210511-001|2|bc8a3285e9af4dcda5895313440be16a|九寨沟县漳扎镇小学校等灾后重建项目部（1）（九寨沟干部职工周转房）||四川保盛建设集团有限公司/1001 1000 0000 1931|50000.0000|2021-05-11 00:00:00|2021-06-30 00:00:00|50|18%|借公司款付材料款|9c1d3a86d9d04de0bae77abc14d40fcc|文楠|2021-05-11 16:04:16|NULL|NULL
54544b9981134fc19457d6f5850244cd|贷款登记|DKDJ-20210518-001|2|bbea9e93630f48eea51296e418ad83b7|射洪县仁和中学校教学用房及相关附属设施建设项目||四川保盛建设集团有限公司/1001 1000 0000 1931|94195.0000|2019-08-19 00:00:00|2021-05-18 00:00:00|638|24%|补录2019年借款，借公司款付材料款|a7287fc3f4f54556b4970ef7a436b0a7|文楠|2021-05-18 11:36:37|NULL|NULL
aa71d8733a0b41798732e92103df9a1d|贷款登记|DKDJ-20210624-001|2|64e0706eed044170b60295774f2fb924|梦溪苑商住项目外墙保温装饰一体板制作安装分包工程||四川保盛建设集团有限公司/1001 1000 0000 1931|1544568.8000|2021-06-24 00:00:00|2021-07-20 00:00:00|26|12%|借公司款付材料款|ae2cea42505f4bfaba4c366505ab693d|文楠|2021-06-24 10:17:11|NULL|NULL
9aaf15a5890a4c95a584b9fdadb75daa|贷款登记|DKDJ-20210719-001|2|d397cd38ebae427ca4304745cd901ba4|德阳新城吾悦广场住宅整期幕墙工程||四川保盛建设集团有限公司/1001 1000 0000 1931|100000.0000|2021-07-19 00:00:00|2021-11-30 00:00:00|134|18%|借公司款付材料款|64609b579f8744a082262cb904fde9b4|文楠|2021-07-19 09:39:59|NULL|NULL
00b824ef37eb4617b115eea3f4f47a8d|贷款登记|DKDJ-20210723-001|2|387477e67b134c0ba596acb49fccc62c|雅安市汉源县文化体育和旅游局体育馆及文化馆维修工程采购项目||四川保盛建设集团有限公司/1001 1000 0000 1931|115200.0000|2021-07-23 00:00:00|2021-07-31 00:00:00|8|18%|借公司款付材料款|72ea6e7211d04d7790cb627e224f739f|文楠|2021-07-23 11:05:48|NULL|NULL
bb4d36070f8548e78248909c779d2543|贷款登记|DKDJ-20210723-002|2|64e0706eed044170b60295774f2fb924|梦溪苑商住项目外墙保温装饰一体板制作安装分包工程||四川保盛建设集团有限公司/1001 1000 0000 1931|265794.0000|2021-07-26 00:00:00|2021-08-31 00:00:00|36|12%|借公司款付材料款|ad140af8ff20457da011220cd906f108|文楠|2021-07-23 17:29:47|NULL|NULL
ae0c5422da194f2b8bed19717a5e0a90|贷款登记|DKDJ-20210803-001|2|36e5e7c783fb4fa5941a032db7afbd05|邛崃市羊安工业园区天然气分布式能源项目综合楼外墙装修工程||四川保盛建设集团有限公司/1001 1000 0000 1931|27000.0000|2021-08-03 00:00:00|2021-10-31 00:00:00|89|18%|借公司款付材料款|d27d3567133a4c52939e1b8a720e7227|文楠|2021-08-03 16:48:05|NULL|NULL
b8ca141f60bb4023bff79b7da01a4a2b|贷款登记|DKDJ-20210819-001|2|059742d9ac094c018b91894306d5fc2d|ALC预制隔墙板供应及施工分包合同||胡俊/6225 6133 0000 0009 183|450000.0000|2021-08-19 00:00:00|2021-11-30 00:00:00|103|12%|借公司款付材料款|9aea8547fa7c460ea845c104aa644847|文楠|2021-08-19 15:51:00|NULL|NULL
2ebc1fcb6feb4f4aae55d6fa7802ac95|贷款登记|DKDJ-20210827-001|2|4ad2dea566464eba8851e0dd675d1583|布拖县2016年—2019年安全住房地质隐患应急抢险项目||四川保盛建设集团有限公司/1001 1000 0000 1931|1000000.0000|2021-08-27 00:00:00|2021-12-30 00:00:00|125|24%|借公司款，付民工工资|f112d226cbdb4a069300f324b4c5c8e0|尹佳梅|2021-08-27 12:37:43|NULL|NULL
28547514a37945ea9159b3532e93ddeb|贷款登记|DKDJ-20210830-001|2|bb77cc54c910443da84b9a2c7d6f10f3|天元街道产业园区配套道路建设项目||四川保盛建设集团有限公司/1001 1000 0000 1931|125000.0000|2021-08-30 00:00:00|2021-09-29 00:00:00|30|18%|一个月的利息1875元已微信收款|eec696020e3e4320b7e2a3f26727500a|尹佳梅|2021-08-30 15:16:57|NULL|NULL
e790cc9c267b4cf5bd87368158dcb93a|贷款登记|DKDJ-20210901-001|2|85866c001d2e4b029b09516966968acc|中江县2016年抗旱应急水源工程||四川保盛建设集团有限公司/1001 1000 0000 1931|600000.0000|2019-02-01 00:00:00|2021-02-07 00:00:00|737||补录2019年借款，借公司款，付人工费|9ae240234a054dcab4c2adce9a52f901|文楠|2021-09-01 12:09:47|NULL|NULL
c25e9109c7664be4a34ac55df0fd7ae0|贷款登记|DKDJ-20210923-001|2|5e286add68254849ab587a81f407f401|2021年德阳经开区旌东片区保障性安居工程城镇老旧小区改造一期土建、二期项目（四标段）||四川保盛建设集团有限公司/1001 1000 0000 1931|208000.0000|2021-08-19 00:00:00|2021-12-31 00:00:00|134|12%|借公司款付履约保证金|bdd97e3a26e04b29bf4a81efb9715484|文楠|2021-09-23 16:04:07|NULL|NULL
fbce22a9d94a4f04855713a12137b11e|贷款登记|DKDJ-20210924-001|2|dc99595923e7425da8d87ca56ad23f76|德阳市旌阳区天山路（黄河路-凯江路）改造项目||四川保盛建设集团有限公司/1001 1000 0000 1931|156400.0000|2021-09-24 00:00:00|2021-12-31 00:00:00|98|12%||bf6d287a95a342069c8e89abda5b4332|尹佳梅|2021-09-24 17:13:10|NULL|NULL
1ffb39919ebf4b7c87640c92212d1cec|贷款登记|DKDJ-20211013-001|2|dc99595923e7425da8d87ca56ad23f76|德阳市旌阳区天山路（黄河路-凯江路）改造项目||四川保盛建设集团有限公司/1001 1000 0000 1931|37230.0000|2021-10-13 00:00:00|2021-12-31 00:00:00|79|12%|借公司款付材料款|be415227797c400b899ba79cce5e3f9a|文楠|2021-10-13 15:37:56|NULL|NULL
b555e5e975eb429fba126e1665a36e04|贷款登记|DKDJ-20211014-001|2|5b60b4bec4114f6dbda0d2706c0fce0a|白驿镇金凤村园区道路新建水泥混凝土路面工程||四川保盛建设集团有限公司/1001 1000 0000 1931|200000.0000|2018-09-01 00:00:00|2019-12-31 00:00:00|486||补录2018年贷款，借公司款，付材料款|7c3487afdf9f4ebba524f94cbd1f6117|文楠|2021-10-14 15:02:14|NULL|NULL
742d6cda7bc34280a3b453138341705e|贷款登记|DKDJ-20211015-001|2|dc99595923e7425da8d87ca56ad23f76|德阳市旌阳区天山路（黄河路-凯江路）改造项目||四川保盛建设集团有限公司/1001 1000 0000 1931|50000.0000|2021-10-15 00:00:00|2021-12-31 00:00:00|77|12%|借公司款付材料款|889742230b0a4dfb9d2539ab8594657f|文楠|2021-10-15 15:07:27|NULL|NULL
ab5a06a1edba46488d67027c8d9f4c42|贷款登记|DKDJ-20211019-001|2|3a74f431115c4b7ba18453ff63ba3053|广清城际轨道交通项目（花都段）安置区工程(狮岭镇军田安置区一期工程）园林园建专业分包工程||四川保盛建设集团有限公司/1001 1000 0000 1931|200000.0000|2021-10-19 00:00:00|2021-12-31 00:00:00|73|18%|借公司款付材料款|a0cf9b7a465b44738b9106a348b5f2a5|文楠|2021-10-19 15:48:07|NULL|NULL
449041187b494ee793992beb8bcc63d8|贷款登记|DKDJ-20211112-001|2|3a74f431115c4b7ba18453ff63ba3053|广清城际轨道交通项目（花都段）安置区工程(狮岭镇军田安置区一期工程）园林园建专业分包工程||四川保盛建设集团有限公司/1001 1000 0000 1931|200000.0000|2021-11-12 00:00:00|2021-12-31 00:00:00|49|18%|借公司款付材料款|a304b216179340dd8fcd2fe80ce9dd5d|文楠|2021-11-12 11:14:23|NULL|NULL
4823f366d7804b95b2e48c57da6eadec|贷款登记|DKDJ-20211115-001|2|dc99595923e7425da8d87ca56ad23f76|德阳市旌阳区天山路（黄河路-凯江路）改造项目||四川保盛建设集团有限公司/1001 1000 0000 1931|109252.8200|2021-11-15 00:00:00|2021-12-31 00:00:00|46|12%|借公司款付材料款|37415c52c0d24cc39e2c2ba5b177dc6a|文楠|2021-11-15 15:35:23|NULL|NULL
ff90682cf47148fcad48baf7e16b17a0|贷款登记|DKDJ-20211117-001|2|e198e1afc1324069844bfe3a310cfe91|誉城国际一期二批次||四川保盛建设集团有限公司/1001 1000 0000 1931|110000.0000|2021-11-17 00:00:00|2021-12-31 00:00:00|44|18%|借公司款付材料款|b5de8f33828943b18ee59802ecd12ff6|文楠|2021-11-17 11:21:04|NULL|NULL
aba2b4aeb0994ffb9d795e5974c312aa|贷款登记|DKDJ-20211122-001|2|bb77cc54c910443da84b9a2c7d6f10f3|天元街道产业园区配套道路建设项目||胡俊/6225 6133 0000 0009 183|250000.0000|2021-11-22 00:00:00|2021-12-22 00:00:00|30|18%|借公司款付材料款|49ec5c1253be4c4285195bcac24ee49e|文楠|2021-11-22 16:17:09|NULL|NULL
c8e89fafeedb4641b7b4aadd3c7ceaaf|贷款登记|DKDJ-20211125-001|2|dc99595923e7425da8d87ca56ad23f76|德阳市旌阳区天山路（黄河路-凯江路）改造项目||四川保盛建设集团有限公司/1001 1000 0000 1931|35500.0000|2021-11-25 00:00:00|2021-12-31 00:00:00|36|12%|借公司款付手机款|343c3dd438e54b10b1c07bdd7d596ace|文楠|2021-11-25 09:57:24|NULL|NULL
95a74326b6e24792b0ab1c8845ece64a|贷款登记|DKDJ-20211203-001|2|4ad2dea566464eba8851e0dd675d1583|布拖县2016年—2019年安全住房地质隐患应急抢险项目||四川保盛建设集团有限公司/1001 1000 0000 1931|400000.0000|2021-12-02 00:00:00|2022-03-02 00:00:00|90|21.6%|借公司款付材料款|cb270e357bd14a89a0023e9de2f4fa09|文楠|2021-12-03 09:29:05|NULL|NULL
1483b037fa0c4c919ca46b0da96c45f6|贷款登记|DKDJ-20211209-001|2|3a74f431115c4b7ba18453ff63ba3053|广清城际轨道交通项目（花都段）安置区工程(狮岭镇军田安置区一期工程）园林园建专业分包工程||四川保盛建设集团有限公司/1001 1000 0000 1931|50000.0000|2021-12-09 00:00:00|2022-01-31 00:00:00|53|18%|借公司款付材料款|eb9fe5f18bfa4e0c9b0f009e8860aafd|文楠|2021-12-09 16:41:56|NULL|NULL
ab810c4251c34ecf998e78ff6478060a|贷款登记|DKDJ-20211211-001|2|e8bb5a0644634227919cb6770b389d3f|2021年中江县辑庆镇尖寨村中药材园区四升五产村相融建设项目||虚拟账户（项目贷款）/5555555555555|70000.0000|2021-12-11 00:00:00|2022-02-01 00:00:00|52|||09b213f0d37f4da3ad76092b3125f9cb|文楠|2021-12-11 10:51:04|NULL|NULL
94d6e8461767434ca9e4e85c7cbae004|贷款登记|DKDJ-20211227-001|2|fd55ff03dc53471a90744a6e145fbba7|新能源电气控制系统研发制造中心项目||吴永涛/6225 6333 0000 0605 218|200000.0000|2021-12-27 00:00:00|2022-01-31 00:00:00|35|18%|借公司款付材料款|06dd150e816a466c9753a7db17957527|文楠|2021-12-27 15:25:25|NULL|NULL
887fe8ee715442158e8ea014cd70e924|贷款登记|DKDJ-20220126-001|2|85a310ee93c644e7afb8d61dade74000|大英县城西片区棚户区改造城中村项目（三期）一标段建设项目、郪江北安置房建设项目、盐华小学校建设EPC项目||虚拟账户（补录数据）/000000|180000.0000|2022-01-26 00:00:00|2022-03-31 00:00:00|64|18%|借公司款付材料款|aa5461de17cd436fb716afb47da25c18|文楠|2022-01-26 15:45:48|NULL|NULL
390c483034114eef9f8d701c650fd445|贷款登记|DKDJ-20220127-001|2|d397cd38ebae427ca4304745cd901ba4|德阳新城吾悦广场住宅整期幕墙工程||四川保盛建设集团有限公司/1001 1000 0000 1931|100000.0000|2022-01-27 00:00:00|2022-03-26 00:00:00|58|18%|借公司款付人工费|6cea3ebb0fc94c158c3f6fb8f6385f97|卢燕|2022-01-27 15:36:57|NULL|NULL
9ed4d82604de4e8393ec772f1bf67b9a|贷款登记|DKDJ-20220129-001|2|4ae5c8869c02493bb691c66b26fcba3b|德阳新城吾悦广场商业及住宅整期建设工程维修工程||四川保盛建设集团有限公司/1001 1000 0000 1931|150000.0000|2022-01-29 00:00:00|2022-03-28 00:00:00|58|18%|借公司款付人工费（年后补借款合同）|bdd1972b863d458f978293ba49b1ead1|卢燕|2022-01-29 15:40:31|NULL|NULL
eaecb800e0fb43d0be85ddd8458533fa|贷款登记|DKDJ-20220129-002|2|bb77cc54c910443da84b9a2c7d6f10f3|天元街道产业园区配套道路建设项目||胡俊/6225 6133 0000 0009 183|100000.0000|2022-01-29 00:00:00|2023-01-28 00:00:00|364|18%|借公司款付材料款|b1113ab3cac0404885580196e551424e|文楠|2022-01-29 16:38:46|NULL|NULL
c371988ce8a2447788a25a572013ef89|贷款登记|DKDJ-20220129-003|2|4ad2dea566464eba8851e0dd675d1583|布拖县2016年—2019年安全住房地质隐患应急抢险项目||段奕俊/6225 6355 0000 0007 194|2300000.0000|2022-01-29 00:00:00|2023-01-28 00:00:00|364|21.6%|借公司款付材料款|46a097d455a54a4cb8c78ef117482ea2|文楠|2022-01-29 19:18:11|NULL|NULL
d09f58d7c60648be98ff96858872cf1d|贷款登记|DKDJ-20220130-001|0|d54e7276be1b4244b5531898f2d2f00b|德阳市旌阳区东湖-和新道路改建工程一标段、德阳市旌阳区崴螺山至高层（寿崴路改线）道路工程||虚拟账户（补录数据）/000000|618450.0000|2022-01-30 00:00:00|2022-11-30 00:00:00|304||借公司款，付材料款|e1dec39f69374e4686334dc14a144417|文楠|2022-01-30 14:31:59|NULL|NULL
2334379bc98f43329921fae627c55b91|贷款登记|DKDJ-20220321-001|2|4f86be86dc0f46508613c812126849d5|保盛公司采购平台|长城华西银行|虚拟账户（补录数据）/000000|100000.0000|2021-06-22 00:00:00|2022-01-24 00:00:00|216|12%|补录2021年文勇贷款|c8975ccea194417e9a1cad333053b465|文楠|2022-03-21 08:59:59|NULL|NULL
5d2ca2e6c8f4453abae5f1ff8e3c01d9|贷款登记|DKDJ-20220321-002|2|dc99595923e7425da8d87ca56ad23f76|德阳市旌阳区天山路（黄河路-凯江路）改造项目||虚拟账户（补录数据）/000000|20000.0000|2022-03-21 00:00:00|2022-05-31 00:00:00|71|12%|借公司款付油费|191c4a284b594294aaabc60e2aed15c3|文楠|2022-03-21 10:59:30|NULL|NULL
5fa9de68348144db9655398db9611040|贷款登记|DKDJ-20220321-003|2|dc99595923e7425da8d87ca56ad23f76|德阳市旌阳区天山路（黄河路-凯江路）改造项目||虚拟账户（补录数据）/000000|30000.0000|2022-03-21 00:00:00|2022-04-29 00:00:00|39|12%|借公司款付油费|1718808144c84df783df1f26c6a479f4|文楠|2022-03-21 11:08:02|NULL|NULL
fc94215e6ece4691a5068ace690f2200|贷款登记|DKDJ-20220401-001|0|d54e7276be1b4244b5531898f2d2f00b|德阳市旌阳区东湖-和新道路改建工程一标段、德阳市旌阳区崴螺山至高层（寿崴路改线）道路工程||虚拟账户（补录数据）/000000|30000.0000|2022-04-01 00:00:00|2022-07-31 00:00:00|121||借公司款付油费|8299bf020391470aa4977a10bbaf9eb4|文楠|2022-04-01 16:30:44|NULL|NULL
2287e86475cf4f38b470af835cd64529|贷款登记|DKDJ-20220408-001|0|39b007f2fcac4bcabaed31c907846e8b|德阳市旌阳区东湖-和新（崴和路）道路改建工程二标段||虚拟账户（补录数据）/000000|300000.0000|2022-04-08 00:00:00|2022-06-30 00:00:00|83||借公司款付材料款|8caaf7c29d64489091c027cd1ba678f3|文楠|2022-04-08 16:33:49|NULL|NULL
f50377975ebc4143aeceac0d9646403e|贷款登记|DKDJ-20220411-001|2|dc99595923e7425da8d87ca56ad23f76|德阳市旌阳区天山路（黄河路-凯江路）改造项目||虚拟账户（补录数据）/000000|50000.0000|2022-04-11 00:00:00|2022-05-31 00:00:00|50|12%|借公司款付材料款|c7d72f80a517470f837a13790dc1838c|文楠|2022-04-11 14:11:05|NULL|NULL
ca9d0e45e65341979fe091ab78b0cdcb|贷款登记|DKDJ-20220420-001|2|32cdeb11726f42ec80dc90d7405ef8a3|华西十二公司三分公司成都市成华区龙潭街道桂林村中小学项目保温采购||四川保盛建设集团有限公司/1001 1000 0000 1931|50000.0000|2021-09-28 00:00:00|2021-12-31 00:00:00|94||桂林村项目 借公司款付材料款|884164c5ce20440a889689b0e01f4d3c|李文慧|2022-04-20 23:17:36|NULL|NULL
72a5146387d6460ebefc8de2e7807347|贷款登记|DKDJ-20220426-001|0|d54e7276be1b4244b5531898f2d2f00b|德阳市旌阳区东湖-和新道路改建工程一标段、德阳市旌阳区崴螺山至高层（寿崴路改线）道路工程||虚拟账户（补录数据）/000000|30000.0000|2022-04-26 00:00:00|2022-06-30 00:00:00|65||借公司款付油费|cebc6360372142aa8e15676a6e3dc217|文楠|2022-04-26 16:48:02|NULL|NULL
bf5580d0f15944fd85b80fbd7c7a4483|贷款登记|DKDJ-20220509-001|0|d54e7276be1b4244b5531898f2d2f00b|德阳市旌阳区东湖-和新道路改建工程一标段、德阳市旌阳区崴螺山至高层（寿崴路改线）道路工程||虚拟账户（补录数据）/000000|30000.0000|2022-05-09 00:00:00|2022-07-31 00:00:00|83||借公司款付油费|05a87792200a4aba9fa448ff6ed293de|文楠|2022-05-09 15:02:39|NULL|NULL
