row_no,route,blockers,blocker_combo_sorted,legacy_partner_source,legacy_partner_id,partner_name,tax_number,dedup_key_type,dedup_key,sources,source_row_count,merge_strategy,dry_run_action,recommended_next_task
540,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only,deduplicated_group_not_create_only;missing_tax_number,cooperat_company,17ed3cad60174b1197d86c09911738d1,吉林市龙麒工程造价咨询有限责任公司西藏分公司,,exact_name,吉林市龙麒工程造价咨询有限责任公司西藏分公司,company,6,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
632,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only,deduplicated_group_not_create_only;missing_tax_number,cooperat_company,2ebcc4db-824d-460a-a666-e3aca0ba2316,四川七星劳务有限公司成都分公司,,exact_name,四川七星劳务有限公司成都分公司,company,2,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
666,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only,deduplicated_group_not_create_only;missing_tax_number,cooperat_company,a0ebb98bce7d49d5ae07871c2fe012dc,四川伟腾律师事务所,,exact_name,四川伟腾律师事务所,company,2,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
671,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only,deduplicated_group_not_create_only;missing_tax_number,cooperat_company,3a9d62bec8fd47b18e2d7cc715be775e,四川保盛建设集团有限公司,,exact_name,四川保盛建设集团有限公司,company,4,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
677,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only,deduplicated_group_not_create_only;missing_tax_number,cooperat_company,2be3860a5645448ea6e4d3aa7fbb4780,四川信联云航科技有限公司,,exact_name,四川信联云航科技有限公司,company,6,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
686,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only,deduplicated_group_not_create_only;missing_tax_number,cooperat_company,315fb24390284169994604287c617fc6,四川兴溯道劳务有限公司,,exact_name,四川兴溯道劳务有限公司,company,6,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
689,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only,deduplicated_group_not_create_only;missing_tax_number,cooperat_company,0010a8bd2fba4fe68eec1bfca50a5b17,四川兴诚信工程造价事务所有限公司,,exact_name,四川兴诚信工程造价事务所有限公司,company,6,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
694,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only,deduplicated_group_not_create_only;missing_tax_number,cooperat_company,6d7824667f8e43cea69c84641aa02b68,四川分包单位测试单位,,exact_name,四川分包单位测试单位,company,2,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
725,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only,deduplicated_group_not_create_only;missing_tax_number,cooperat_company,322962C05B7C4FFABE86FD6DA3D6F2A7,四川启美实业有限公司,,exact_name,四川启美实业有限公司,company,2,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
740,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,deduplicated_group_not_create_only;missing_tax_number;non_primary_partner_source,company;supplier,774e6ae549d341c9962cea7c6feb3ab7,四川安高消防工程有限公司中江分公司,,exact_name,四川安高消防工程有限公司中江分公司,company;supplier,3,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
751,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only,deduplicated_group_not_create_only;missing_tax_number,cooperat_company,2d9fef40cfac4181b52143ae1deda487,四川山水美地农业投资有限公司,,exact_name,四川山水美地农业投资有限公司,company,2,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
756,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only,deduplicated_group_not_create_only;missing_tax_number,cooperat_company,43273b1e76a24a9ea2271831801616ce,四川川正工程检测有限公司,,exact_name,四川川正工程检测有限公司,company,5,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
767,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only,deduplicated_group_not_create_only;missing_tax_number,cooperat_company,8019d3289465482eb92a8d4c2415bf67,四川建筑职业技术学院,,exact_name,四川建筑职业技术学院,company,2,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
768,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only,deduplicated_group_not_create_only;missing_tax_number,cooperat_company,dc6823036dd74bd88c5610fb86e64fff,四川建设发展股份有限公司,,exact_name,四川建设发展股份有限公司,company,2,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
774,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only,deduplicated_group_not_create_only;missing_tax_number,cooperat_company,08b62df91c14472580585f435f3d8c4d,四川德奥律师事务所,,exact_name,四川德奥律师事务所,company,6,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
777,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only,deduplicated_group_not_create_only;missing_tax_number,cooperat_company,071bc25417b0415793fe64c3efd2739c,四川德阳新自由印务有限公司,,exact_name,四川德阳新自由印务有限公司,company,2,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
778,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only,deduplicated_group_not_create_only;missing_tax_number,cooperat_company,40369a1391e046e5a00547d2c63ec021,四川德阳汇龙市政工程有限责任公司,,exact_name,四川德阳汇龙市政工程有限责任公司,company,2,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
803,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only,deduplicated_group_not_create_only;missing_tax_number,cooperat_company,0B8D2DF3861745A88668504F9B11B8D3,四川昌意兴建筑劳务有限公司,,exact_name,四川昌意兴建筑劳务有限公司,company,3,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
817,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only,deduplicated_group_not_create_only;missing_tax_number,cooperat_company,2b31d79406ad467caa1d5bb548537edc,四川标企信用评估服务有限公司,,exact_name,四川标企信用评估服务有限公司,company,2,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
832,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only,deduplicated_group_not_create_only;missing_tax_number,cooperat_company,9a259d34ce444e3db6bbd3f3823bff51,四川汉南供水有限公司,,exact_name,四川汉南供水有限公司,company,2,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
843,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,deduplicated_group_not_create_only;missing_tax_number;non_primary_partner_source,company;supplier,8e916c589f364e7fa4d2496847edda6a,四川淼森飞国建材有限公司,,exact_name,四川淼森飞国建材有限公司,company;supplier,3,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
869,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only,deduplicated_group_not_create_only;missing_tax_number,cooperat_company,e6ab4b1c8fb546b0a0700df7bda3817a,四川省东方兴发建设集团有限公司,,exact_name,四川省东方兴发建设集团有限公司,company,2,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
875,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only,deduplicated_group_not_create_only;missing_tax_number,cooperat_company,1fe6d72f5ca94f74a19b30e063702a07,四川省华地建设工程有限责任公司,,exact_name,四川省华地建设工程有限责任公司,company,5,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
879,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only,deduplicated_group_not_create_only;missing_tax_number,cooperat_company,139f490fbc3447ef8c12e51b71a0061c,四川省宇汇建设工程有限公司日喀则分公司,,exact_name,四川省宇汇建设工程有限公司日喀则分公司,company,2,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
904,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only,deduplicated_group_not_create_only;missing_tax_number,cooperat_company,55a4b780064547da91beedb39369552d,四川省第四建筑有限公司,,exact_name,四川省第四建筑有限公司,company,2,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
905,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only,deduplicated_group_not_create_only;missing_tax_number,cooperat_company,065130C5E95F421294894C8C429705BA,四川省绵阳外国语学校,,exact_name,四川省绵阳外国语学校,company,2,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
907,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only,deduplicated_group_not_create_only;missing_tax_number,cooperat_company,03720da8bb70444d8830052101781996,四川省聚益彰企业管理有限公司,,exact_name,四川省聚益彰企业管理有限公司,company,6,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
923,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only,deduplicated_group_not_create_only;missing_tax_number,cooperat_company,9d7dc5fe-a95d-4364-907e-de7436723f83,四川科利建筑劳务发展有限公司,,exact_name,四川科利建筑劳务发展有限公司,company,2,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
928,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only,deduplicated_group_not_create_only;missing_tax_number,cooperat_company,97B60E6FF880488C8BDDEDD5A92A350D,四川纹江致远建筑开发工程有限公司,,exact_name,四川纹江致远建筑开发工程有限公司,company,2,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
937,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only,deduplicated_group_not_create_only;missing_tax_number,cooperat_company,7b311c19fd7e4785a80f82fee5b47773,四川自贡汇东发展股份有限公司,,exact_name,四川自贡汇东发展股份有限公司,company,2,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
973,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,deduplicated_group_not_create_only;missing_tax_number;non_primary_partner_source,company;supplier,6607307ff6554131af437c6c161e268e,四川鑫垚建筑劳务有限公司,,exact_name,四川鑫垚建筑劳务有限公司,company;supplier,3,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
985,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only,deduplicated_group_not_create_only;missing_tax_number,cooperat_company,384755AF32894194A888E537DAA7E47B,四川锦泰致远智能工程有限公司,,exact_name,四川锦泰致远智能工程有限公司,company,2,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
992,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only,deduplicated_group_not_create_only;missing_tax_number,cooperat_company,10243c88d89d4eb281e9441977df27cc,四川隆强建筑设备租赁有限公司,,exact_name,四川隆强建筑设备租赁有限公司,company,6,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
1006,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,deduplicated_group_not_create_only;missing_tax_number;non_primary_partner_source,company;supplier,1e80ba0f7f9a473abc58a6667feac377,国家税务总局德阳市旌阳区税务局,,exact_name,国家税务总局德阳市旌阳区税务局,company;supplier,3,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
1015,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only,deduplicated_group_not_create_only;missing_tax_number,cooperat_company,3e5dfb41a1f0455abcc5b42a079c1353,国网新疆电力有限公司喀什供电公司,,exact_name,国网新疆电力有限公司喀什供电公司,company,2,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
1018,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only,deduplicated_group_not_create_only;missing_tax_number,cooperat_company,0c444d6b8bb246ecbc16e4890debf4ca,国营川西机器厂,,exact_name,国营川西机器厂,company,2,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
1044,missing_tax_non_primary_screen,missing_tax_number;non_primary_partner_source,missing_tax_number;non_primary_partner_source,supplier,2d66fe727b674243a2f7d8a99b4c15c4,大通通利水泥制品有限公司,,exact_name,大通通利水泥制品有限公司,supplier,1,create_single,blocked,missing_tax_non_primary_screen
1047,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only,deduplicated_group_not_create_only;missing_tax_number,cooperat_company,3ba10359cf1440d0b6dc3ec6edbd6b00,天恒融资担保有限公司,,exact_name,天恒融资担保有限公司,company,6,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
