row_no,route,blockers,blocker_combo_sorted,legacy_partner_source,legacy_partner_id,partner_name,tax_number,dedup_key_type,dedup_key,sources,source_row_count,merge_strategy,dry_run_action,recommended_next_task
113,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only,deduplicated_group_not_create_only;missing_tax_number,cooperat_company,099cc4630a5b49d09cb90f70ed8144b3,中国建筑第四工程局有限公司,,exact_name,中国建筑第四工程局有限公司,company,2,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
119,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only,deduplicated_group_not_create_only;missing_tax_number,cooperat_company,2dc5de81fff64fda8373debaecaac98a,中国机电工程招标有限公司,,exact_name,中国机电工程招标有限公司,company,6,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
132,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only,deduplicated_group_not_create_only;missing_tax_number,cooperat_company,1459E0CA0CFD444C8B5212B596490A04,中国石油天然气第七建设有限公司,,exact_name,中国石油天然气第七建设有限公司,company,2,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
134,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only,deduplicated_group_not_create_only;missing_tax_number,cooperat_company,04a8710a44ed45328929449164d6de56,中国石油天然气股份有限公司四川销售分公司,,exact_name,中国石油天然气股份有限公司四川销售分公司,company,4,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
155,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only,deduplicated_group_not_create_only;missing_tax_number,cooperat_company,587c5af87ae14c5392b4406df6c6551c,中国第二重型机械集团(德阳)万安物业发展有限公司,,exact_name,中国第二重型机械集团(德阳)万安物业发展有限公司,company,2,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
178,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only,deduplicated_group_not_create_only;missing_tax_number,cooperat_company,82931e90ee2746ae9c97b7d58d614a54,中建二局第二建筑工程有限公司,,exact_name,中建二局第二建筑工程有限公司,company,2,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
182,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only,deduplicated_group_not_create_only;missing_tax_number,cooperat_company,8d8201f8a31346cfb19f301bdba8330d,中建四局第一建设有限公司,,exact_name,中建四局第一建设有限公司,company,2,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
187,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only,deduplicated_group_not_create_only;missing_tax_number,cooperat_company,36754034ace34b49a49ce21131f0541c,中惠保险经纪有限公司,,exact_name,中惠保险经纪有限公司,company,5,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
193,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only,deduplicated_group_not_create_only;missing_tax_number,cooperat_company,33395bc28e964194abc3564ec362d277,中核（上海）供应链管理有限公司,,exact_name,中核（上海）供应链管理有限公司,company,5,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
198,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only,deduplicated_group_not_create_only;missing_tax_number,cooperat_company,4fadd8e3f4f044d095901147547fce0a,中江凯兴建设投资有限公司,,exact_name,中江凯兴建设投资有限公司,company,3,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
221,missing_tax_duplicate_group_screen,missing_tax_number;deduplicated_group_not_create_only,deduplicated_group_not_create_only;missing_tax_number,cooperat_company,6adbc8d2a40a40d9acd1ffe659442ee5,中江县殡仪馆,,exact_name,中江县殡仪馆,company,2,merge_by_exact_name,blocked,missing_tax_duplicate_group_screen
415,missing_tax_non_primary_screen,missing_tax_number;non_primary_partner_source,missing_tax_number;non_primary_partner_source,supplier,17babda7b33049e5ba924deaafe24baf,凉山州宏泰建筑劳务有限公司(2）,,exact_name,凉山州宏泰建筑劳务有限公司(2）,supplier,1,create_single,blocked,missing_tax_non_primary_screen
1044,missing_tax_non_primary_screen,missing_tax_number;non_primary_partner_source,missing_tax_number;non_primary_partner_source,supplier,2d66fe727b674243a2f7d8a99b4c15c4,大通通利水泥制品有限公司,,exact_name,大通通利水泥制品有限公司,supplier,1,create_single,blocked,missing_tax_non_primary_screen
3261,missing_tax_non_primary_screen,missing_tax_number;non_primary_partner_source,missing_tax_number;non_primary_partner_source,supplier,649285b5adbd4cdb92094bc384876207,何杨敏（砂 水泥 水稳料）,,name_phone,何杨敏（砂 水泥 水稳料）|15818899924,supplier,1,create_single,blocked,missing_tax_non_primary_screen
3335,missing_tax_non_primary_screen,missing_tax_number;non_primary_partner_source,missing_tax_number;non_primary_partner_source,supplier,a00e46dce6d44352acd1fadd792b12a8,王豪（米石，中砂，1-3石子,,name_phone,王豪（米石，中砂，1-3石子|13778292005,supplier,1,create_single,blocked,missing_tax_non_primary_screen
3774,non_primary_duplicate_group_screen,deduplicated_group_not_create_only;non_primary_partner_source,deduplicated_group_not_create_only;non_primary_partner_source,company;supplier,9d391239291e4b028057bb5bceda70eb,广州市成际贸易有限公司,91440101572161838P,tax_number,91440101572161838P,company;supplier,4,merge_by_tax_number,blocked,non_primary_duplicate_group_screen
3840,non_primary_duplicate_group_screen,deduplicated_group_not_create_only;non_primary_partner_source,deduplicated_group_not_create_only;non_primary_partner_source,company;supplier,968b8bebab7c49128ff3e47d893d58d8,清远市汝通运输有限公司,91441802MA5192TT32,tax_number,91441802MA5192TT32,company;supplier,4,merge_by_tax_number,blocked,non_primary_duplicate_group_screen
4001,non_primary_duplicate_group_screen,deduplicated_group_not_create_only;non_primary_partner_source,deduplicated_group_not_create_only;non_primary_partner_source,company;supplier,1b908a86742c4394a152de7ba671ed36,重庆启和国际物流有限公司,915001073556649739,tax_number,915001073556649739,company;supplier,4,merge_by_tax_number,blocked,non_primary_duplicate_group_screen
4049,non_primary_duplicate_group_screen,deduplicated_group_not_create_only;non_primary_partner_source,deduplicated_group_not_create_only;non_primary_partner_source,company;supplier,090f8050d07f4bd188c8c790cc0a8a76,重庆双腾幕墙装饰工程有限公司,91500107MAABPDGF1A,tax_number,91500107MAABPDGF1A,company;supplier,3,merge_by_tax_number,blocked,non_primary_duplicate_group_screen
4202,non_primary_duplicate_group_screen,deduplicated_group_not_create_only;non_primary_partner_source,deduplicated_group_not_create_only;non_primary_partner_source,company;supplier,5065c05c6c844f6e87052e80a0bc4829,重庆智辉建筑工程设备租赁有限公司,91500120MAAC0RPRX4,tax_number,91500120MAAC0RPRX4,company;supplier,4,merge_by_tax_number,blocked,non_primary_duplicate_group_screen
4282,non_primary_duplicate_group_screen,deduplicated_group_not_create_only;non_primary_partner_source,deduplicated_group_not_create_only;non_primary_partner_source,company;supplier,0232c081e88e4597afdd82ea9f2fd491,重庆映锦建筑劳务有限公司,91500227MA608N2N5A,tax_number,91500227MA608N2N5A,company;supplier,4,merge_by_tax_number,blocked,non_primary_duplicate_group_screen
4517,non_primary_duplicate_group_screen,deduplicated_group_not_create_only;non_primary_partner_source,deduplicated_group_not_create_only;non_primary_partner_source,company;supplier,1d7f421270bf44b496cddc35d0288978,四川国酒茅台销售有限公司成都分公司,91510105MAC2C0GLXF,tax_number,91510105MAC2C0GLXF,company;supplier,3,merge_by_tax_number,blocked,non_primary_duplicate_group_screen
4741,non_primary_duplicate_group_screen,deduplicated_group_not_create_only;non_primary_partner_source,deduplicated_group_not_create_only;non_primary_partner_source,company;supplier,7c22dd1b757d4e448176d9bcfedad214,四川瑞欣恒达建材销售有限公司,91510114MABM81GPXN,tax_number,91510114MABM81GPXN,company;supplier,3,merge_by_tax_number,blocked,non_primary_duplicate_group_screen
4816,non_primary_duplicate_group_screen,deduplicated_group_not_create_only;non_primary_partner_source,deduplicated_group_not_create_only;non_primary_partner_source,company;supplier,3611cdd22bdf45228fbd39266aa9b16c,成都阿城非融资性担保有限公司,915101845644897291,tax_number,915101845644897291,company;supplier,3,merge_by_tax_number,blocked,non_primary_duplicate_group_screen
4961,non_primary_duplicate_group_screen,deduplicated_group_not_create_only;non_primary_partner_source,deduplicated_group_not_create_only;non_primary_partner_source,company;supplier,70fb6603486442d7b7e5f878620abee4,德阳市天韵文化发展有限公司天韵酒店,91510600711833594K,tax_number,91510600711833594K,company;supplier,3,merge_by_tax_number,blocked,non_primary_duplicate_group_screen
5036,non_primary_duplicate_group_screen,deduplicated_group_not_create_only;non_primary_partner_source,deduplicated_group_not_create_only;non_primary_partner_source,company;supplier,6b9de99f06f74d3f9dc8b56e15fd6fe0,四川中德立鑫建设工程有限公司,91510600MA62Y23R07,tax_number,91510600MA62Y23R07,company;supplier,3,merge_by_tax_number,blocked,non_primary_duplicate_group_screen
5265,non_primary_duplicate_group_screen,deduplicated_group_not_create_only;non_primary_partner_source,deduplicated_group_not_create_only;non_primary_partner_source,company;supplier,08da1f68bfbd4e6b856131eed7cc2cbd,德阳凯达门业有限公司,91510623062389947Y,tax_number,91510623062389947Y,company;supplier,4,merge_by_tax_number,blocked,non_primary_duplicate_group_screen
5283,non_primary_duplicate_group_screen,deduplicated_group_not_create_only;non_primary_partner_source,deduplicated_group_not_create_only;non_primary_partner_source,company;supplier,76b37d3eb74147f293957713d5abd3b5,四川雨龙舰物流有限公司,91510623MA62398NX6,tax_number,91510623MA62398NX6,company;supplier,4,merge_by_tax_number,blocked,non_primary_duplicate_group_screen
5601,non_primary_duplicate_group_screen,deduplicated_group_not_create_only;non_primary_partner_source,deduplicated_group_not_create_only;non_primary_partner_source,company;supplier,0db71dc06a0b477ea8ece2ebe02d311d,绵阳鑫泰水泥制品有限公司,91510724680409933M,tax_number,91510724680409933M,company;supplier,3,merge_by_tax_number,blocked,non_primary_duplicate_group_screen
5691,non_primary_duplicate_group_screen,deduplicated_group_not_create_only;non_primary_partner_source,deduplicated_group_not_create_only;non_primary_partner_source,company;supplier,37af8b65f9174a8f8203ce00e9937dac,四川宏娇建筑劳务有限公司,91510921MA632TBG1J,tax_number,91510921MA632TBG1J,company;supplier,3,merge_by_tax_number,blocked,non_primary_duplicate_group_screen
5885,non_primary_duplicate_group_screen,deduplicated_group_not_create_only;non_primary_partner_source,deduplicated_group_not_create_only;non_primary_partner_source,company;supplier,88a673e5c256491f9d51badc7f0f0e97,西藏纵驰水电工程管理有限公司,91540195MA6T4ATG91,tax_number,91540195MA6T4ATG91,company;supplier,3,merge_by_tax_number,blocked,non_primary_duplicate_group_screen
5933,non_primary_duplicate_group_screen,deduplicated_group_not_create_only;non_primary_partner_source,deduplicated_group_not_create_only;non_primary_partner_source,company;supplier,45e997fd807d434a8e9da60d7a6049aa,格尔木信超工贸有限公司,91632801MA758R482U,tax_number,91632801MA758R482U,company;supplier,4,merge_by_tax_number,blocked,non_primary_duplicate_group_screen
6198,non_primary_duplicate_group_screen,deduplicated_group_not_create_only;non_primary_partner_source,deduplicated_group_not_create_only;non_primary_partner_source,company;supplier,5844e35005954a74a81032b0fd61ce55,渝北区翰维商贸经营部,92500112MA61QRQMXL,tax_number,92500112MA61QRQMXL,company;supplier,4,merge_by_tax_number,blocked,non_primary_duplicate_group_screen
6264,non_primary_duplicate_group_screen,deduplicated_group_not_create_only;non_primary_partner_source,deduplicated_group_not_create_only;non_primary_partner_source,company;supplier,8f54136b1a744cd9b9d51e2dea7a2fbd,荣昌区金成消防器材经营部,92500153MACF08JL7E,tax_number,92500153MACF08JL7E,company;supplier,4,merge_by_tax_number,blocked,non_primary_duplicate_group_screen
6292,non_primary_duplicate_group_screen,deduplicated_group_not_create_only;non_primary_partner_source,deduplicated_group_not_create_only;non_primary_partner_source,company;supplier,1458bae53eef43319ac84dbf20f1f01b,璧山区富有建筑机械设备租赁站,92500227MA60K47F5F,tax_number,92500227MA60K47F5F,company;supplier,4,merge_by_tax_number,blocked,non_primary_duplicate_group_screen
3365,residual_unsafe_name_manual_screen,same_tax_multiple_names;unsafe_partner_name;deduplicated_group_not_create_only,deduplicated_group_not_create_only;same_tax_multiple_names;unsafe_partner_name,cooperat_company,0194b52803e84448b521295a42751971,覃幼平,11111111,tax_number,11111111,company,2,merge_by_tax_number,blocked,residual_unsafe_name_manual_screen
3444,residual_unsafe_name_manual_screen,same_tax_multiple_names;unsafe_partner_name;deduplicated_group_not_create_only;non_primary_partner_source,deduplicated_group_not_create_only;non_primary_partner_source;same_tax_multiple_names;unsafe_partner_name,company;supplier,1ae1f46fd50d421093eadced16100114,刘时俊,510602196710130495,tax_number,510602196710130495,company;supplier,4,merge_by_tax_number,blocked,residual_unsafe_name_manual_screen
3510,residual_unsafe_name_manual_screen,unsafe_partner_name;deduplicated_group_not_create_only;non_primary_partner_source,deduplicated_group_not_create_only;non_primary_partner_source;unsafe_partner_name,company;supplier,e268e818bbeb4276a7c20784edd38189,王洪2,510625197008215674,tax_number,510625197008215674,company;supplier,2,merge_by_tax_number,blocked,residual_unsafe_name_manual_screen
3571,residual_unsafe_name_manual_screen,same_tax_multiple_names;unsafe_partner_name;deduplicated_group_not_create_only;non_primary_partner_source,deduplicated_group_not_create_only;non_primary_partner_source;same_tax_multiple_names;unsafe_partner_name,company;supplier,0233e566710540599a8c1b1ba92b5c26,陈嗣香,512227197208140542,tax_number,512227197208140542,company;supplier,2,merge_by_tax_number,blocked,residual_unsafe_name_manual_screen
3364,same_tax_conflict_screen,same_tax_multiple_names;deduplicated_group_not_create_only;non_primary_partner_source,deduplicated_group_not_create_only;non_primary_partner_source;same_tax_multiple_names,company;supplier,02588a8fccef43768baef7565247346c,四川美克罗建材有限公司,108800186509923,tax_number,108800186509923,company;supplier,8,merge_by_tax_number,blocked,same_tax_conflict_screen
3366,same_tax_conflict_screen,same_tax_multiple_names;deduplicated_group_not_create_only;non_primary_partner_source,deduplicated_group_not_create_only;non_primary_partner_source;same_tax_multiple_names,company;supplier,0bf7b6996fca4908ac301ff388f35f32,中国人民解放军32329部队,111111111,tax_number,111111111,company;supplier,9,merge_by_tax_number,blocked,same_tax_conflict_screen
3367,same_tax_conflict_screen,same_tax_multiple_names;deduplicated_group_not_create_only;non_primary_partner_source,deduplicated_group_not_create_only;non_primary_partner_source;same_tax_multiple_names,company;supplier,4fbdffc4284a4c22aa8e2c0729bbea74,四川方碧园钢结构制造有限公司,1111111111,tax_number,1111111111,company;supplier,4,merge_by_tax_number,blocked,same_tax_conflict_screen
3368,same_tax_conflict_screen,same_tax_multiple_names;deduplicated_group_not_create_only;non_primary_partner_source,deduplicated_group_not_create_only;non_primary_partner_source;same_tax_multiple_names,company;supplier,11901ba4394a4e2fa48278a6ea17c9b2,共管账户（苍溪六标段）,11111111111,tax_number,11111111111,company;supplier,4,merge_by_tax_number,blocked,same_tax_conflict_screen
3369,same_tax_conflict_screen,same_tax_multiple_names;deduplicated_group_not_create_only;non_primary_partner_source,deduplicated_group_not_create_only;non_primary_partner_source;same_tax_multiple_names,company;supplier,01b86571de1e4332854e00ab42c46c9f,中江县南华镇金宏机械租赁经营部,111111111111,tax_number,111111111111,company;supplier,19,merge_by_tax_number,blocked,same_tax_conflict_screen
3370,same_tax_conflict_screen,same_tax_multiple_names;deduplicated_group_not_create_only;non_primary_partner_source,deduplicated_group_not_create_only;non_primary_partner_source;same_tax_multiple_names,company;supplier,27c3c71cb131495384079dce093e9fa8,四川工程职业技术学院,1111111111111,tax_number,1111111111111,company;supplier,6,merge_by_tax_number,blocked,same_tax_conflict_screen
3537,same_tax_conflict_screen,same_tax_multiple_names;deduplicated_group_not_create_only;non_primary_partner_source,deduplicated_group_not_create_only;non_primary_partner_source;same_tax_multiple_names,company;supplier,14925cfd843b48cd8154f99cff584246,国家税务总局苍溪县税务局发票代开,51082400DK00037,tax_number,51082400DK00037,company;supplier,4,merge_by_tax_number,blocked,same_tax_conflict_screen
3575,same_tax_conflict_screen,same_tax_multiple_names;deduplicated_group_not_create_only;non_primary_partner_source,deduplicated_group_not_create_only;non_primary_partner_source;same_tax_multiple_names,company;supplier,be2d218dc3c2462a928e6e56cadac017,西昌市税务局,51340100DK01603,tax_number,51340100DK01603,company;supplier,4,merge_by_tax_number,blocked,same_tax_conflict_screen
3650,same_tax_conflict_screen,same_tax_multiple_names;deduplicated_group_not_create_only,deduplicated_group_not_create_only;same_tax_multiple_names,cooperat_company,5545c3833ea7467ea2474532352addc0,邯郸市滕康紧固件制造有限公司,91130408MA0A05QN38,tax_number,91130408MA0A05QN38,company,2,merge_by_tax_number,blocked,same_tax_conflict_screen
3719,same_tax_conflict_screen,same_tax_multiple_names;deduplicated_group_not_create_only;non_primary_partner_source,deduplicated_group_not_create_only;non_primary_partner_source;same_tax_multiple_names,company;supplier,f25bf40f6e5c4ed2b3c68caf5ba9a922,江西星飞工程设备有限公司,91360122MA399JHR0G,tax_number,91360122MA399JHR0G,company;supplier,2,merge_by_tax_number,blocked,same_tax_conflict_screen
3767,same_tax_conflict_screen,same_tax_multiple_names;deduplicated_group_not_create_only;non_primary_partner_source,deduplicated_group_not_create_only;non_primary_partner_source;same_tax_multiple_names,company;supplier,0a3463ad9a774079b18713d7d81d6dc0,永州市智博工程有限公司,91431121MA4RCLTT3B,tax_number,91431121MA4RCLTT3B,company;supplier,3,merge_by_tax_number,blocked,same_tax_conflict_screen
3772,same_tax_conflict_screen,same_tax_multiple_names;deduplicated_group_not_create_only;non_primary_partner_source,deduplicated_group_not_create_only;non_primary_partner_source;same_tax_multiple_names,company;supplier,450de1022ae44f7faab768f7479405a9,广州峰华石材有限公司,91440101080388593H,tax_number,91440101080388593H,company;supplier,4,merge_by_tax_number,blocked,same_tax_conflict_screen
3776,same_tax_conflict_screen,same_tax_multiple_names;deduplicated_group_not_create_only;non_primary_partner_source,deduplicated_group_not_create_only;non_primary_partner_source;same_tax_multiple_names,company;supplier,edd6f86ca31846338e2b71897675323a,广州市亿洲混凝土有限公司,91440101767653648L,tax_number,91440101767653648L,company;supplier,2,merge_by_tax_number,blocked,same_tax_conflict_screen
3809,same_tax_conflict_screen,same_tax_multiple_names;deduplicated_group_not_create_only;non_primary_partner_source,deduplicated_group_not_create_only;non_primary_partner_source;same_tax_multiple_names,company;supplier,58562b121ddb41f291239cfa08af548f,深圳市高新投融资担保有限公司 (2),91440300571956268F,tax_number,91440300571956268F,company;supplier,2,merge_by_tax_number,blocked,same_tax_conflict_screen
3835,same_tax_conflict_screen,same_tax_multiple_names;deduplicated_group_not_create_only;non_primary_partner_source,deduplicated_group_not_create_only;non_primary_partner_source;same_tax_multiple_names,company;supplier,a1c863ee3893441d884c735bcd1b117b,肇庆君利来陶瓷有限公司,91441226MA56G6U49D,tax_number,91441226MA56G6U49D,company;supplier,3,merge_by_tax_number,blocked,same_tax_conflict_screen
