legacy_header_id,document_no,document_state,document_date,project_legacy_id,project_name,supplier_legacy_id,supplier_name,use_org_legacy_id,use_org_name,work_part_legacy_id,work_part,title,creator_legacy_user_id,creator_name,created_at,amount_total,legacy_pid,active,raw_payload
3d34a503f6934207aadfb3f31f11ad0f,JXTB-20190605-002,,2019-06-05T00:00:00,,,,,,,,,,,no1hl,2019-06-05T09:29:37,,21,1,"{""Id"":""3d34a503f6934207aadfb3f31f11ad0f"",""SJBMC"":""机械台班记录主表"",""XMID"":"""",""XMMC"":"""",""DJRQ"":""2019-06-05T00:00:00"",""SYDWID"":"""",""SYDW"":"""",""SGBWID"":"""",""SGBW"":"""",""FJ"":""7f8c63e4c1b9487e9d8d31fb50ed605b"",""BZ"":"""",""DJBH"":""JXTB-20190605-002"",""LRR"":""no1hl"",""LRRID"":"""",""LRSJ"":""2019-06-05T09:29:37"",""ZLDWID"":"""",""ZLDW"":"""",""pid"":21}"
3459f9d32ed94815ae92b02a9789181c,JXTB-20190605-003,,2019-06-05T00:00:00,,,,,,,,,,,no1hl,2019-06-05T09:31:45,,22,1,"{""Id"":""3459f9d32ed94815ae92b02a9789181c"",""SJBMC"":""机械台班记录主表"",""XMID"":"""",""XMMC"":"""",""DJRQ"":""2019-06-05T00:00:00"",""SYDWID"":"""",""SYDW"":"""",""SGBWID"":"""",""SGBW"":"""",""FJ"":""5b0e272dd84e4d7e8f3e818173653c02"",""BZ"":"""",""DJBH"":""JXTB-20190605-003"",""LRR"":""no1hl"",""LRRID"":"""",""LRSJ"":""2019-06-05T09:31:45"",""ZLDWID"":"""",""ZLDW"":"""",""pid"":22}"
c93d7af4dcb74a8893e030e3c2b17593,JXTB-20190605-004,,2019-06-05T00:00:00,,,,,,,,,,,no1hl,2019-06-05T09:31:47,,23,1,"{""Id"":""c93d7af4dcb74a8893e030e3c2b17593"",""SJBMC"":""机械台班记录主表"",""XMID"":"""",""XMMC"":"""",""DJRQ"":""2019-06-05T00:00:00"",""SYDWID"":"""",""SYDW"":"""",""SGBWID"":"""",""SGBW"":"""",""FJ"":""3de7cc1783dc44c8a544da2331de2d72"",""BZ"":"""",""DJBH"":""JXTB-20190605-004"",""LRR"":""no1hl"",""LRRID"":"""",""LRSJ"":""2019-06-05T09:31:47"",""ZLDWID"":"""",""ZLDW"":"""",""pid"":23}"
91dc0291cc6f4a90a5e52d06729b509b,JXTB-20190605-005,,2019-06-05T00:00:00,,,,,,,,,,,no1hl,2019-06-05T09:32:18,,24,1,"{""Id"":""91dc0291cc6f4a90a5e52d06729b509b"",""SJBMC"":""机械台班记录主表"",""XMID"":"""",""XMMC"":"""",""DJRQ"":""2019-06-05T00:00:00"",""SYDWID"":"""",""SYDW"":"""",""SGBWID"":"""",""SGBW"":"""",""FJ"":""c34d1232a271467da2873969ae797c52"",""BZ"":"""",""DJBH"":""JXTB-20190605-005"",""LRR"":""no1hl"",""LRRID"":"""",""LRSJ"":""2019-06-05T09:32:18"",""ZLDWID"":"""",""ZLDW"":"""",""pid"":24}"
ddc3c91c26444dac949f726433375b68,JXTB-20190610-001,2,2019-06-10T00:00:00,e19b7d272fc94106b926bd89e109b6a0,刘_测试,c69b84ee9c7e47339c8dfa8b13abe21b,100天,1014101001,二级可好？,,,,,no1hl,2019-06-10T16:53:01,,25,1,"{""Id"":""ddc3c91c26444dac949f726433375b68"",""SJBMC"":""机械台班记录主表"",""XMID"":""e19b7d272fc94106b926bd89e109b6a0"",""XMMC"":""刘_测试"",""DJRQ"":""2019-06-10T00:00:00"",""SYDWID"":""1014101001"",""SYDW"":""二级可好？"",""SGBWID"":"""",""SGBW"":"""",""FJ"":""53529db6d7e345129e85419ebdc7055c"",""BZ"":"""",""DJBH"":""JXTB-20190610-001"",""DJZT"":""2"",""LRR"":""no1hl"",""LRRID"":"""",""LRSJ"":""2019-06-10T16:53:01"",""XGR"":""华略科技"",""XGRID"":""8888888"",""XGSJ"":""2019-06-10T21:02:47"",""ZLDWID"":""c69b84ee9c7e47339c8dfa8b13abe21b"",""ZLDW"":""100天"",""JSDW"":1,""pid"":25}"
3913456bce5a45de8a55c4d41eed9f5a,JXTB-20190610-002,2,2019-06-10T00:00:00,e19b7d272fc94106b926bd89e109b6a0,刘_测试,c69b84ee9c7e47339c8dfa8b13abe21b,100天,1014101001,二级可好？,,,,,no1hl,2019-06-10T20:40:30,,26,1,"{""Id"":""3913456bce5a45de8a55c4d41eed9f5a"",""SJBMC"":""机械台班记录主表"",""XMID"":""e19b7d272fc94106b926bd89e109b6a0"",""XMMC"":""刘_测试"",""DJRQ"":""2019-06-10T00:00:00"",""SYDWID"":""1014101001"",""SYDW"":""二级可好？"",""SGBWID"":"""",""SGBW"":"""",""FJ"":""c164f9a5b1464806b3031f099fb5db57"",""BZ"":"""",""DJBH"":""JXTB-20190610-002"",""DJZT"":""2"",""LRR"":""no1hl"",""LRRID"":"""",""LRSJ"":""2019-06-10T20:40:30"",""XGR"":""华略科技"",""XGRID"":""8888888"",""XGSJ"":""2019-06-10T21:36:20"",""ZLDWID"":""c69b84ee9c7e47339c8dfa8b13abe21b"",""ZLDW"":""100天"",""JSDW"":0,""pid"":26}"
8ae638b6df474352b884e0ffaa94392c,JXTB-20190610-003,2,2019-06-10T00:00:00,e19b7d272fc94106b926bd89e109b6a0,刘_测试,c69b84ee9c7e47339c8dfa8b13abe21b,100天,1014101001,二级可好？,,,,,no1hl,2019-06-10T21:15:38,,27,1,"{""Id"":""8ae638b6df474352b884e0ffaa94392c"",""SJBMC"":""机械台班记录主表"",""XMID"":""e19b7d272fc94106b926bd89e109b6a0"",""XMMC"":""刘_测试"",""DJRQ"":""2019-06-10T00:00:00"",""SYDWID"":""1014101001"",""SYDW"":""二级可好？"",""SGBWID"":"""",""SGBW"":"""",""FJ"":""2f1102898c574943aed703a899034ebc"",""BZ"":"""",""DJBH"":""JXTB-20190610-003"",""DJZT"":""2"",""LRR"":""no1hl"",""LRRID"":"""",""LRSJ"":""2019-06-10T21:15:38"",""ZLDWID"":""c69b84ee9c7e47339c8dfa8b13abe21b"",""ZLDW"":""100天"",""JSDW"":1,""pid"":27}"
f1b8746448b64548a56e117bc5c2ec9f,JXTB-20230901-001,2,2023-09-01T00:00:00,7fa974d0bc674fb48bd98beaad6825ab,测试3.0名称123,6b205ce3c184429881fe61ae9ecd1e85,租租赁,,,,,,10000048,赖宇轩,2023-09-01T10:07:30,,16935340507890000,1,"{""Id"":""f1b8746448b64548a56e117bc5c2ec9f"",""XMID"":""7fa974d0bc674fb48bd98beaad6825ab"",""XMMC"":""测试3.0名称123"",""DJRQ"":""2023-09-01T00:00:00"",""FJ"":""9940b2a9cb8d102fb9184c19ad7147a5"",""DJBH"":""JXTB-20230901-001"",""DJZT"":""2"",""LRR"":""赖宇轩"",""LRRID"":""10000048"",""LRSJ"":""2023-09-01T10:07:30"",""XGR"":""赖宇轩"",""XGRID"":""10000048"",""XGSJ"":""2023-09-01T10:07:30"",""ZLDWID"":""6b205ce3c184429881fe61ae9ecd1e85"",""ZLDW"":""租租赁"",""JSDW"":0,""pid"":16935340507890000,""DEL"":0}"
7dfbce567d554860aba2a0dfb87efb51,JXTB-20230901-002,2,2023-09-01T00:00:00,7fa974d0bc674fb48bd98beaad6825ab,测试3.0名称123,6b205ce3c184429881fe61ae9ecd1e85,租租赁,,,,,,10000048,赖宇轩,2023-09-01T10:08:12,,16935340928350000,1,"{""Id"":""7dfbce567d554860aba2a0dfb87efb51"",""XMID"":""7fa974d0bc674fb48bd98beaad6825ab"",""XMMC"":""测试3.0名称123"",""DJRQ"":""2023-09-01T00:00:00"",""FJ"":""ced6e2e1579ca24312cf93a6b60715a2"",""DJBH"":""JXTB-20230901-002"",""DJZT"":""2"",""LRR"":""赖宇轩"",""LRRID"":""10000048"",""LRSJ"":""2023-09-01T10:08:12"",""XGR"":""赖宇轩"",""XGRID"":""10000048"",""XGSJ"":""2023-09-01T10:08:12"",""ZLDWID"":""6b205ce3c184429881fe61ae9ecd1e85"",""ZLDW"":""租租赁"",""JSDW"":0,""pid"":16935340928350000,""DEL"":0}"
095c6551332b4f71bdfcaab4c274fc9b,JXTB-20230915-002,2,2023-09-03T00:00:00,eb14bf937d704385be6d6c968b71bac5,万润苑改造项目,eabc5d74a8b349d4987b7a772dbd3c04,旌阳区忠明工程机械设备租赁服务部,,,,,,10000002,邓洪英,2023-09-15T11:23:18,,16947481987860000,1,"{""Id"":""095c6551332b4f71bdfcaab4c274fc9b"",""XMID"":""eb14bf937d704385be6d6c968b71bac5"",""XMMC"":""万润苑改造项目"",""DJRQ"":""2023-09-03T00:00:00"",""FJ"":""0ce15d00207b8bcf6cab9a0fb6c68b24"",""BZ"":""运费（建渣）"",""DJBH"":""JXTB-20230915-002"",""DJZT"":""2"",""LRR"":""邓洪英"",""LRRID"":""10000002"",""LRSJ"":""2023-09-15T11:23:18"",""XGR"":""邓洪英"",""XGRID"":""10000002"",""XGSJ"":""2023-09-15T11:23:18"",""ZLDWID"":""eabc5d74a8b349d4987b7a772dbd3c04"",""ZLDW"":""旌阳区忠明工程机械设备租赁服务部"",""JSDW"":2,""pid"":16947481987860000,""DEL"":0}"
8c72f4587c4441ab9e40eb42410cc5fa,JXTB-20230915-001,2,2023-09-04T00:00:00,eb14bf937d704385be6d6c968b71bac5,万润苑改造项目,fd9fbf72ab0341c5a326007193efb22b,旌阳区德新镇创新机械租赁部,,,,,,10000002,邓洪英,2023-09-15T10:54:32,,16947464727120000,1,"{""Id"":""8c72f4587c4441ab9e40eb42410cc5fa"",""XMID"":""eb14bf937d704385be6d6c968b71bac5"",""XMMC"":""万润苑改造项目"",""DJRQ"":""2023-09-04T00:00:00"",""FJ"":""d91eedca34e3a5e9cd2b9a8e2262cf36"",""BZ"":""机械费（挖掘机）"",""DJBH"":""JXTB-20230915-001"",""DJZT"":""2"",""LRR"":""邓洪英"",""LRRID"":""10000002"",""LRSJ"":""2023-09-15T10:54:32"",""XGR"":""邓洪英"",""XGRID"":""10000002"",""XGSJ"":""2023-09-15T10:54:32"",""ZLDWID"":""fd9fbf72ab0341c5a326007193efb22b"",""ZLDW"":""旌阳区德新镇创新机械租赁部"",""JSDW"":0,""pid"":16947464727120000,""DEL"":0}"
f4c1a2f101a14fe592bab9e0da2dc92d,JXTB-20230915-003,2,2023-09-04T00:00:00,eb14bf937d704385be6d6c968b71bac5,万润苑改造项目,eabc5d74a8b349d4987b7a772dbd3c04,旌阳区忠明工程机械设备租赁服务部,,,,,,10000002,邓洪英,2023-09-15T11:24:50,,16947482904880000,1,"{""Id"":""f4c1a2f101a14fe592bab9e0da2dc92d"",""XMID"":""eb14bf937d704385be6d6c968b71bac5"",""XMMC"":""万润苑改造项目"",""DJRQ"":""2023-09-04T00:00:00"",""FJ"":""2f4c6457dd12ad97f342c74d27af7f1e"",""BZ"":""运费（建渣）"",""DJBH"":""JXTB-20230915-003"",""DJZT"":""2"",""LRR"":""邓洪英"",""LRRID"":""10000002"",""LRSJ"":""2023-09-15T11:24:50"",""XGR"":""邓洪英"",""XGRID"":""10000002"",""XGSJ"":""2023-09-15T11:24:50"",""ZLDWID"":""eabc5d74a8b349d4987b7a772dbd3c04"",""ZLDW"":""旌阳区忠明工程机械设备租赁服务部"",""JSDW"":2,""pid"":16947482904880000,""DEL"":0}"
c56576974158485694d63c909ea5a478,JXTB-20230915-005,2,2023-09-06T00:00:00,eb14bf937d704385be6d6c968b71bac5,万润苑改造项目,eabc5d74a8b349d4987b7a772dbd3c04,旌阳区忠明工程机械设备租赁服务部,,,,,,10000002,邓洪英,2023-09-15T11:41:27,,16947492874510000,1,"{""Id"":""c56576974158485694d63c909ea5a478"",""XMID"":""eb14bf937d704385be6d6c968b71bac5"",""XMMC"":""万润苑改造项目"",""DJRQ"":""2023-09-06T00:00:00"",""FJ"":""0fa1f98b1b188d37b4106d1e9c4f3e20"",""BZ"":""运费（建渣）"",""DJBH"":""JXTB-20230915-005"",""DJZT"":""2"",""LRR"":""邓洪英"",""LRRID"":""10000002"",""LRSJ"":""2023-09-15T11:41:27"",""XGR"":""邓洪英"",""XGRID"":""10000002"",""XGSJ"":""2023-09-15T11:41:27"",""ZLDWID"":""eabc5d74a8b349d4987b7a772dbd3c04"",""ZLDW"":""旌阳区忠明工程机械设备租赁服务部"",""JSDW"":2,""pid"":16947492874510000,""DEL"":0}"
7c78a4e8de0542fa9db3e50e6f71c242,JXTB-20230915-006,2,2023-09-07T00:00:00,eb14bf937d704385be6d6c968b71bac5,万润苑改造项目,eabc5d74a8b349d4987b7a772dbd3c04,旌阳区忠明工程机械设备租赁服务部,,,,,,10000002,邓洪英,2023-09-15T11:43:15,,16947493956060000,1,"{""Id"":""7c78a4e8de0542fa9db3e50e6f71c242"",""XMID"":""eb14bf937d704385be6d6c968b71bac5"",""XMMC"":""万润苑改造项目"",""DJRQ"":""2023-09-07T00:00:00"",""FJ"":""43f3062645d7d2c709665fb7ec445019"",""BZ"":""运费（建渣）"",""DJBH"":""JXTB-20230915-006"",""DJZT"":""2"",""LRR"":""邓洪英"",""LRRID"":""10000002"",""LRSJ"":""2023-09-15T11:43:15"",""XGR"":""邓洪英"",""XGRID"":""10000002"",""XGSJ"":""2023-09-15T11:43:15"",""ZLDWID"":""eabc5d74a8b349d4987b7a772dbd3c04"",""ZLDW"":""旌阳区忠明工程机械设备租赁服务部"",""JSDW"":2,""pid"":16947493956060000,""DEL"":0}"
6a5dc686828e4b8b993445da9bed9f73,JXTB-20230915-007,2,2023-09-08T00:00:00,eb14bf937d704385be6d6c968b71bac5,万润苑改造项目,eabc5d74a8b349d4987b7a772dbd3c04,旌阳区忠明工程机械设备租赁服务部,,,,,,10000002,邓洪英,2023-09-15T11:44:56,,16947494965740000,1,"{""Id"":""6a5dc686828e4b8b993445da9bed9f73"",""XMID"":""eb14bf937d704385be6d6c968b71bac5"",""XMMC"":""万润苑改造项目"",""DJRQ"":""2023-09-08T00:00:00"",""FJ"":""090b98a1fe6479428a4a5207769d2bff"",""BZ"":""运费（建渣）"",""DJBH"":""JXTB-20230915-007"",""DJZT"":""2"",""LRR"":""邓洪英"",""LRRID"":""10000002"",""LRSJ"":""2023-09-15T11:44:56"",""XGR"":""邓洪英"",""XGRID"":""10000002"",""XGSJ"":""2023-09-15T11:44:56"",""ZLDWID"":""eabc5d74a8b349d4987b7a772dbd3c04"",""ZLDW"":""旌阳区忠明工程机械设备租赁服务部"",""JSDW"":2,""pid"":16947494965740000,""DEL"":0}"
cd9162f82f644918b9012b4d8a8c86a3,JXTB-20230912-001,0,2023-09-12T00:00:00,eb14bf937d704385be6d6c968b71bac5,万润苑改造项目,eabc5d74a8b349d4987b7a772dbd3c04,旌阳区忠明工程机械设备租赁服务部,,,,,,10000002,邓洪英,2023-09-12T17:56:05,,16945125656530000,0,"{""Id"":""cd9162f82f644918b9012b4d8a8c86a3"",""XMID"":""eb14bf937d704385be6d6c968b71bac5"",""XMMC"":""万润苑改造项目"",""DJRQ"":""2023-09-12T00:00:00"",""FJ"":""23fc2833b07d5a884c61841f16591e35"",""BZ"":""运费（建渣）"",""DJBH"":""JXTB-20230912-001"",""DJZT"":""0"",""LRR"":""邓洪英"",""LRRID"":""10000002"",""LRSJ"":""2023-09-12T17:56:05"",""XGR"":""邓洪英"",""XGRID"":""10000002"",""XGSJ"":""2023-09-12T17:56:05"",""ZLDWID"":""eabc5d74a8b349d4987b7a772dbd3c04"",""ZLDW"":""旌阳区忠明工程机械设备租赁服务部"",""JSDW"":2,""pid"":16945125656530000,""DEL"":1}"
71645bb41c574fa09313f830e8fabc0c,JXTB-20230915-008,2,2023-09-12T00:00:00,eb14bf937d704385be6d6c968b71bac5,万润苑改造项目,eabc5d74a8b349d4987b7a772dbd3c04,旌阳区忠明工程机械设备租赁服务部,,,,,,10000002,邓洪英,2023-09-15T11:46:13,,16947495737460000,1,"{""Id"":""71645bb41c574fa09313f830e8fabc0c"",""XMID"":""eb14bf937d704385be6d6c968b71bac5"",""XMMC"":""万润苑改造项目"",""DJRQ"":""2023-09-12T00:00:00"",""FJ"":""ffb1a08528daffd63375d623cfd613a4"",""BZ"":""运费（建渣）"",""DJBH"":""JXTB-20230915-008"",""DJZT"":""2"",""LRR"":""邓洪英"",""LRRID"":""10000002"",""LRSJ"":""2023-09-15T11:46:13"",""XGR"":""邓洪英"",""XGRID"":""10000002"",""XGSJ"":""2023-09-15T11:46:13"",""ZLDWID"":""eabc5d74a8b349d4987b7a772dbd3c04"",""ZLDW"":""旌阳区忠明工程机械设备租赁服务部"",""JSDW"":2,""pid"":16947495737460000,""DEL"":0}"
2da35190733b4ff492274ac2c2536d29,JXTB-20230915-009,2,2023-09-13T00:00:00,eb14bf937d704385be6d6c968b71bac5,万润苑改造项目,eabc5d74a8b349d4987b7a772dbd3c04,旌阳区忠明工程机械设备租赁服务部,,,,,,10000002,邓洪英,2023-09-15T11:47:18,,16947496380420000,1,"{""Id"":""2da35190733b4ff492274ac2c2536d29"",""XMID"":""eb14bf937d704385be6d6c968b71bac5"",""XMMC"":""万润苑改造项目"",""DJRQ"":""2023-09-13T00:00:00"",""FJ"":""380f30a70216ea10a1e41a720957c63b"",""BZ"":""运费（建渣）"",""DJBH"":""JXTB-20230915-009"",""DJZT"":""2"",""LRR"":""邓洪英"",""LRRID"":""10000002"",""LRSJ"":""2023-09-15T11:47:18"",""XGR"":""邓洪英"",""XGRID"":""10000002"",""XGSJ"":""2023-09-15T11:47:30"",""ZLDWID"":""eabc5d74a8b349d4987b7a772dbd3c04"",""ZLDW"":""旌阳区忠明工程机械设备租赁服务部"",""JSDW"":2,""pid"":16947496380420000,""DEL"":0}"
