legacy_partner_source,legacy_partner_id,name,tax_no,source_type,deleted_flag,source_status,source_code,idempotency_key,replay_action,current_db_partner_id,evidence_file
cooperat_company,010b599c75be41b3a0ddb4dc07facc22,重庆市南川区交通运输委员会,,company,0,2,WLDW-20251030-001,cooperat_company::010b599c75be41b3a0ddb4dc07facc22,create_if_missing,4935,artifacts/migration/partner_l4_missing_tax_single_source_1554_write_result_v1.json
cooperat_company,010fe29bf24b42f7960918034de3ed5c,成都董然商贸有限公司,91510113MA68Q9M951,company,0,2,GYS-20260128-005,cooperat_company::010fe29bf24b42f7960918034de3ed5c,create_if_missing,661,artifacts/migration/partner_l4_500_write_result_v1.json
cooperat_company,0112000d20ae4f9ba7df4cb55e0648cb,绵竹市土门镇展兴建材经营部,92510683MA65NY2U9P,company,0,2,GYS-20240208-007,cooperat_company::0112000d20ae4f9ba7df4cb55e0648cb,create_if_missing,1647,artifacts/migration/partner_l4_1000_retry_write_result_v1.json
cooperat_company,011cd26ca5de48299e16a9195300a49a,旌阳区和鑫石材加工厂,-,company,0,2,111000100021,cooperat_company::011cd26ca5de48299e16a9195300a49a,create_if_missing,3320,artifacts/migration/partner_l4_company_supplier_pair_1713_write_result_v1.json
cooperat_company,01219d47384b4ce89c813fe068671767,重庆市九龙坡区华岩镇人民政府,,company,0,2,WLDW-20251224-001,cooperat_company::01219d47384b4ce89c813fe068671767,create_if_missing,4932,artifacts/migration/partner_l4_missing_tax_single_source_1554_write_result_v1.json
cooperat_company,012cc1690acf4cf7892ed3e2603c7677,四川省交通建设集团有限责任公司,,company,0,2,WLDW-20250123-001,cooperat_company::012cc1690acf4cf7892ed3e2603c7677,create_if_missing,3999,artifacts/migration/partner_l4_missing_tax_single_source_1554_write_result_v1.json
cooperat_company,013c1b6645c14afd89b4845aba804157,旌阳区钉居建材经营部,92510603MACPNDD13M,company,0,2,GYS-20231007-001,cooperat_company::013c1b6645c14afd89b4845aba804157,create_if_missing,1569,artifacts/migration/partner_l4_1000_retry_write_result_v1.json
cooperat_company,014189e76b1746c1ae4aec5a65033814,德阳华润燃气有限公司,,company,0,2,WLDW-20240520-001,cooperat_company::014189e76b1746c1ae4aec5a65033814,create_if_missing,4248,artifacts/migration/partner_l4_missing_tax_single_source_1554_write_result_v1.json
cooperat_company,0153bceef9b34acd8d2bb202bb1e9445,成都银行,,company,0,2,WLDW-20251128-002,cooperat_company::0153bceef9b34acd8d2bb202bb1e9445,create_if_missing,4539,artifacts/migration/partner_l4_missing_tax_single_source_1554_write_result_v1.json
cooperat_company,015b488a8dad4eacb492816a23f4f655,成都红泰塑胶管业有限公司,915101846818407096,company,0,2,656000100017,cooperat_company::015b488a8dad4eacb492816a23f4f655,create_if_missing,2485,artifacts/migration/partner_l4_company_supplier_pair_1713_write_result_v1.json
cooperat_company,0168b529f7ec4f72bc160bb3401bccfa,德阳开发区兴顺建材经营部,92510600MA6239Q9X6,company,0,2,GYS-20231009-004,cooperat_company::0168b529f7ec4f72bc160bb3401bccfa,create_if_missing,1443,artifacts/migration/partner_l4_1000_retry_write_result_v1.json
cooperat_company,016a1e14c2754efb82749ed29246c4a3,苍溪县从锦建材有限公司,91510824MA64JJB74D,company,0,2,945000100002,cooperat_company::016a1e14c2754efb82749ed29246c4a3,create_if_missing,2914,artifacts/migration/partner_l4_company_supplier_pair_1713_write_result_v1.json
cooperat_company,016e31f6f6754f2fae6351f0af58ba20,金牛区鑫世亮建材经营部,92510106MAACJ05E6T,company,0,2,GYS-20231207-007,cooperat_company::016e31f6f6754f2fae6351f0af58ba20,create_if_missing,1399,artifacts/migration/partner_l4_1000_retry_write_result_v1.json
cooperat_company,0172e660838f47d7a5449386bd15baa0,绵阳德泽建材有限公司,91510700MA68EY6K6P,company,0,2,GYS-20250710-001,cooperat_company::0172e660838f47d7a5449386bd15baa0,create_if_missing,975,artifacts/migration/partner_l4_1000_retry_write_result_v1.json
cooperat_company,0190c2c9c1d240738d4d7587f29a894d,彭州市丽春镇涌泉建材经营部,1,company,0,2,122000100050,cooperat_company::0190c2c9c1d240738d4d7587f29a894d,create_if_missing,3236,artifacts/migration/partner_l4_company_supplier_pair_1713_write_result_v1.json
cooperat_company,0192b477ccf34c34bad7d7b55fe8d60d,巴中市宏达钢材有限公司,1,company,0,2,1111000100022,cooperat_company::0192b477ccf34c34bad7d7b55fe8d60d,create_if_missing,2990,artifacts/migration/partner_l4_company_supplier_pair_1713_write_result_v1.json
cooperat_company,01963efa5b094dee846ad1be32686321,攀枝花创星原建筑工程有限公司,91510422MA68EUAG88,company,0,2,GYS-20231013-002,cooperat_company::01963efa5b094dee846ad1be32686321,create_if_missing,715,artifacts/migration/partner_l4_500_write_result_v1.json
cooperat_company,0198a2044da14b1190f5a947a1cb1d37,中江县飞凤建材有限公司,91510623MA67Q7U733,company,0,2,GYS-20251222-002,cooperat_company::0198a2044da14b1190f5a947a1cb1d37,create_if_missing,903,artifacts/migration/partner_l4_1000_retry_write_result_v1.json
cooperat_company,01BC90A4E9DA45368A99BA46B57733FD,仁寿县富加镇人民政府,,company,0,2,,cooperat_company::01BC90A4E9DA45368A99BA46B57733FD,create_if_missing,3780,artifacts/migration/partner_l4_missing_tax_single_source_1554_write_result_v1.json
cooperat_company,01a3bbd96bb44985bfc7190fffa8c775,新疆阿斯帕里提公路养护有限公司,91653101MA7772HK1M,company,0,2,690000100061,cooperat_company::01a3bbd96bb44985bfc7190fffa8c775,create_if_missing,3089,artifacts/migration/partner_l4_company_supplier_pair_1713_write_result_v1.json
cooperat_company,01ab9e3994244764a95a674829f83967,成都鑫蓉逸商贸有限公司,-,company,0,2,695000100008,cooperat_company::01ab9e3994244764a95a674829f83967,create_if_missing,2815,artifacts/migration/partner_l4_company_supplier_pair_1713_write_result_v1.json
cooperat_company,01b725776a87482f81c92a276403342d,四川万桥建筑劳务有限公司,-,company,0,2,659000100011,cooperat_company::01b725776a87482f81c92a276403342d,create_if_missing,2876,artifacts/migration/partner_l4_company_supplier_pair_1713_write_result_v1.json
cooperat_company,01c176d216534eb4a4281a0a9896abc2,罗江友兴建材有限公司,9151062668610T868X,company,0,2,GYS-20250623-004,cooperat_company::01c176d216534eb4a4281a0a9896abc2,create_if_missing,918,artifacts/migration/partner_l4_1000_retry_write_result_v1.json
cooperat_company,01c85dc5945e48a6bd9ceff27e5dd847,旌阳区福兴盛宴山庄,,company,0,2,,cooperat_company::01c85dc5945e48a6bd9ceff27e5dd847,create_if_missing,4603,artifacts/migration/partner_l4_missing_tax_single_source_1554_write_result_v1.json
cooperat_company,01ca2fcc94ba464d98962afda6cdef38,重庆迪大迪建材有限公司,1,company,0,2,1111000100112,cooperat_company::01ca2fcc94ba464d98962afda6cdef38,create_if_missing,1892,artifacts/migration/partner_l4_company_supplier_pair_1713_write_result_v1.json
cooperat_company,01d70f6226284f4f8d9becb0ca36d22d,永川区安其建材经营部,92500118MA60Y7LKXC,company,0,2,107000100067,cooperat_company::01d70f6226284f4f8d9becb0ca36d22d,create_if_missing,3176,artifacts/migration/partner_l4_company_supplier_pair_1713_write_result_v1.json
cooperat_company,01e4c1bf2ff045128dd771f4cb69bf13,重庆诗凤园林绿化有限公司,91500227MA5YY9EH5W,company,0,2,GYS-20260206-002,cooperat_company::01e4c1bf2ff045128dd771f4cb69bf13,create_if_missing,458,artifacts/migration/partner_l4_500_write_result_v1.json
cooperat_company,01fce5aa34054533a872bbe7c04dd72d,旌阳区新鑫建材销售部,92510603MA66NHHW5A,company,0,2,642000100245,cooperat_company::01fce5aa34054533a872bbe7c04dd72d,create_if_missing,3355,artifacts/migration/partner_l4_company_supplier_pair_1713_write_result_v1.json
cooperat_company,01fffa7989ea48f0b37e85878c350f80,莎车县住房和城乡建设局,111111,company,0,2,WLDW-20231031-001,cooperat_company::01fffa7989ea48f0b37e85878c350f80,create_if_missing,4835,artifacts/migration/partner_l4_missing_tax_single_source_1554_write_result_v1.json
cooperat_company,020a78bcabc147138dd604462e58a31e,德阳品色装饰工程有限公司,91510623MA65G2347W,company,0,2,GYS-20260212-015,cooperat_company::020a78bcabc147138dd604462e58a31e,create_if_missing,900,artifacts/migration/partner_l4_1000_retry_write_result_v1.json
cooperat_company,020bc27fb2f646cdbeb4d07769ed55cd,喜德县财政国库支付中心,,company,0,2,,cooperat_company::020bc27fb2f646cdbeb4d07769ed55cd,create_if_missing,3862,artifacts/migration/partner_l4_missing_tax_single_source_1554_write_result_v1.json
cooperat_company,020c42b0191c49648280a7f8bd1f83f1,旌阳区米源中餐馆,,company,0,2,,cooperat_company::020c42b0191c49648280a7f8bd1f83f1,create_if_missing,4605,artifacts/migration/partner_l4_missing_tax_single_source_1554_write_result_v1.json
cooperat_company,0212bbe2efa149fcb01aad6151e0af14,西藏洁擎能源有限公司,,company,0,2,GYS-20250619-007,cooperat_company::0212bbe2efa149fcb01aad6151e0af14,create_if_missing,4865,artifacts/migration/partner_l4_missing_tax_single_source_1554_write_result_v1.json
cooperat_company,0224de89bb7b4ca59484e92da6e59b6b,中国平安财产保险股份有限公司江苏分公司,91320000834774272P,company,0,2,687000100044,cooperat_company::0224de89bb7b4ca59484e92da6e59b6b,create_if_missing,1931,artifacts/migration/partner_l4_company_supplier_pair_1713_write_result_v1.json
cooperat_company,02255afb5cae4d6299e90231fb826ceb,罗刚洪(S60挖掘机）,,company,0,2,ZLDW-20200918-001,cooperat_company::02255afb5cae4d6299e90231fb826ceb,create_if_missing,5114,artifacts/migration/partner_l4_missing_tax_single_source_1554_write_result_v1.json
cooperat_company,0227f9af47894ca8a3be5547b0f80cd7,德阳市中恒重工机械有限公司,,company,0,2,WLDW-20250509-002,cooperat_company::0227f9af47894ca8a3be5547b0f80cd7,create_if_missing,4259,artifacts/migration/partner_l4_missing_tax_single_source_1554_write_result_v1.json
cooperat_company,0240f190815046cf94e6f8b4555293a1,理塘县人民法院诉讼费及案款专户,,company,0,2,,cooperat_company::0240f190815046cf94e6f8b4555293a1,create_if_missing,4717,artifacts/migration/partner_l4_missing_tax_single_source_1554_write_result_v1.json
cooperat_company,024fa0772e0b49ad99b9e57ef8e26bdd,绵阳市安州区欢型杨机械租赁经营部（个体工商户）,92510705MADJHIB618,company,0,2,GYS-20260105-016,cooperat_company::024fa0772e0b49ad99b9e57ef8e26bdd,create_if_missing,1687,artifacts/migration/partner_l4_1000_retry_write_result_v1.json
cooperat_company,02598819522d479fb8cb2ff5bcfdfc25,待处理电子票据款项户,,company,0,2,,cooperat_company::02598819522d479fb8cb2ff5bcfdfc25,create_if_missing,4233,artifacts/migration/partner_l4_missing_tax_single_source_1554_write_result_v1.json
cooperat_company,025ab4d06775488fa050a687359ad3ce,四川梦飞翔石业有限公司,91510681MA668B9R54,company,0,2,GYS-20230913-001,cooperat_company::025ab4d06775488fa050a687359ad3ce,create_if_missing,935,artifacts/migration/partner_l4_1000_retry_write_result_v1.json
cooperat_company,025abcc09a8a4b8aa8e7457c611503c9,旌阳区瑞博尔建材经营部,1,company,0,2,113000100020,cooperat_company::025abcc09a8a4b8aa8e7457c611503c9,create_if_missing,3367,artifacts/migration/partner_l4_company_supplier_pair_1713_write_result_v1.json
cooperat_company,0263dea130b6471db64885c8ba259bb9,德阳市永成机械厂,,company,0,2,WLDW-20240522-001,cooperat_company::0263dea130b6471db64885c8ba259bb9,create_if_missing,4366,artifacts/migration/partner_l4_missing_tax_single_source_1554_write_result_v1.json
cooperat_company,026839DB3B204BE28828C8DA12F0B092,德阳市旌阳区黄许镇卫生院（有误）,111,company,1,0,,cooperat_company::026839DB3B204BE28828C8DA12F0B092,create_if_missing,4360,artifacts/migration/partner_l4_missing_tax_single_source_1554_write_result_v1.json
cooperat_company,028ce1da353d4fc79f3ce9a3072f3de2,四川斌固建筑工程有限公司成都分公司,91510107MA69H49R89,company,0,2,GYS-20260407-001,cooperat_company::028ce1da353d4fc79f3ce9a3072f3de2,create_if_missing,636,artifacts/migration/partner_l4_500_write_result_v1.json
cooperat_company,0292029efaef4815a65e476eb75941c4,江西久鼎人力资源服务有限公司,1,company,0,2,659000100123,cooperat_company::0292029efaef4815a65e476eb75941c4,create_if_missing,1958,artifacts/migration/partner_l4_company_supplier_pair_1713_write_result_v1.json
cooperat_company,029a9c7350704c8ba9d2598dae1acc41,渝北区顺超建材经营部,92500112MA5UDM100D,company,0,2,GYS-20251225-005,cooperat_company::029a9c7350704c8ba9d2598dae1acc41,create_if_missing,1327,artifacts/migration/partner_l4_1000_retry_write_result_v1.json
cooperat_company,02ac91ebcf644e9b9beffa6290ce40f9,深圳都信建设监理公司,,company,0,2,,cooperat_company::02ac91ebcf644e9b9beffa6290ce40f9,create_if_missing,4706,artifacts/migration/partner_l4_missing_tax_single_source_1554_write_result_v1.json
cooperat_company,02b1cb8971634579b77593bd5bdc04e6,泰康在线财产保险股份有限公司,91420102MA4KLC8M0A,company,0,2,21000100328,cooperat_company::02b1cb8971634579b77593bd5bdc04e6,create_if_missing,1974,artifacts/migration/partner_l4_company_supplier_pair_1713_write_result_v1.json
cooperat_company,02d21d9e43a047489db27a026c15e091,德阳宏泰盛源实业有限公司,,company,0,2,WLDW-20260313-002,cooperat_company::02d21d9e43a047489db27a026c15e091,create_if_missing,4255,artifacts/migration/partner_l4_missing_tax_single_source_1554_write_result_v1.json
cooperat_company,02d80d30b5bb4506b658d6ca0052ba3c,乐山市瑞顺鑫建材贸易有限公司,1,company,0,2,1070000100002,cooperat_company::02d80d30b5bb4506b658d6ca0052ba3c,create_if_missing,2944,artifacts/migration/partner_l4_company_supplier_pair_1713_write_result_v1.json
cooperat_company,02dfbfcb4050480cb8db125239611e5e,四川盛世鼎鑫物资有限公司,91510600MA6AWRD833,company,0,2,GYS-20241128-009,cooperat_company::02dfbfcb4050480cb8db125239611e5e,create_if_missing,812,artifacts/migration/partner_l4_500_write_result_v1.json
cooperat_company,02e065ff54fc4193ad311de0cbafee0b,德阳市恒正自动化科技有限公司,91510681660269654B,company,0,2,GYS-20260113-002,cooperat_company::02e065ff54fc4193ad311de0cbafee0b,create_if_missing,926,artifacts/migration/partner_l4_1000_retry_write_result_v1.json
cooperat_company,02e3d650c9d14cd1a5124c5567822d04,成都程祥管道疏掏服务有限公司,915101063430420264,company,0,2,691000100001,cooperat_company::02e3d650c9d14cd1a5124c5567822d04,create_if_missing,2321,artifacts/migration/partner_l4_company_supplier_pair_1713_write_result_v1.json
cooperat_company,02e568a154ee4065ad06e4827d467cce,四川嘉立文建筑工程有限公司,91510722MAC10BN30Q,company,0,2,GYS-20240226-001,cooperat_company::02e568a154ee4065ad06e4827d467cce,create_if_missing,1049,artifacts/migration/partner_l4_1000_retry_write_result_v1.json
cooperat_company,030a256095ea4408a6a4b9e49a5e3477,成都盛吉辉商贸有限公司,91510106MA6CPUMH6W,company,0,2,GYS-20250331-003,cooperat_company::030a256095ea4408a6a4b9e49a5e3477,create_if_missing,617,artifacts/migration/partner_l4_500_write_result_v1.json
cooperat_company,030cba320f38422b88ff20580c841329,四川瑞庆非融资性担保有限公司,9151010833196893X0,company,0,2,GYS-20240122-001,cooperat_company::030cba320f38422b88ff20580c841329,create_if_missing,649,artifacts/migration/partner_l4_500_write_result_v1.json
cooperat_company,03135ec1eec44dd190bbbbb6399c7e11,德阳经开区圆立劳务服务部（个体工商户）,92510600MAD71JN78H,company,0,2,GYS-20240513-018,cooperat_company::03135ec1eec44dd190bbbbb6399c7e11,create_if_missing,1502,artifacts/migration/partner_l4_1000_retry_write_result_v1.json
cooperat_company,031d2cb4f0014bc38f934d11dbfbff21,四川忆德泸窖商贸有限公司,91510600MA6AXD2B5Y,company,0,2,21000100103,cooperat_company::031d2cb4f0014bc38f934d11dbfbff21,create_if_missing,2683,artifacts/migration/partner_l4_company_supplier_pair_1713_write_result_v1.json
cooperat_company,03246afa28fd49bea507048907216d1f,零星材料定额,,company,0,2,,cooperat_company::03246afa28fd49bea507048907216d1f,create_if_missing,5054,artifacts/migration/partner_l4_missing_tax_single_source_1554_write_result_v1.json
cooperat_company,032b52b934ac46f2b28817f8566834cd,绵阳汉思建筑工程有限公司,-,company,0,2,706000100014,cooperat_company::032b52b934ac46f2b28817f8566834cd,create_if_missing,2869,artifacts/migration/partner_l4_company_supplier_pair_1713_write_result_v1.json
cooperat_company,0351452971d94158a4b7fb914f0d7e41,重庆蜂媒广告传媒有限公司,91500225MA60YKRA1U,company,0,2,858000100035,cooperat_company::0351452971d94158a4b7fb914f0d7e41,create_if_missing,2194,artifacts/migration/partner_l4_company_supplier_pair_1713_write_result_v1.json
cooperat_company,0354220eb1404770a1d46bd37841d795,广州市花都区新雅成信沙石店,1,company,0,2,617000100036,cooperat_company::0354220eb1404770a1d46bd37841d795,create_if_missing,3124,artifacts/migration/partner_l4_company_supplier_pair_1713_write_result_v1.json
cooperat_company,0358d07226234c0f99783ac89f5e00b8,四川发展融资担保股份有限公司,91510000560726133D,company,0,2,GYS-20240626-002,cooperat_company::0358d07226234c0f99783ac89f5e00b8,create_if_missing,512,artifacts/migration/partner_l4_500_write_result_v1.json
cooperat_company,037154fa43e14805877b8432678111e2,中江县通济镇金锐建材经营部,92510623MAE4RA81XM,company,0,2,GYS-20260127-004,cooperat_company::037154fa43e14805877b8432678111e2,create_if_missing,1627,artifacts/migration/partner_l4_1000_retry_write_result_v1.json
cooperat_company,037aee3d64434ea6ac184993a1955df2,德阳市中达建筑设备租赁有限公司,,company,1,2,ZLDW-20200814-001,cooperat_company::037aee3d64434ea6ac184993a1955df2,create_if_missing,4260,artifacts/migration/partner_l4_missing_tax_single_source_1554_write_result_v1.json
cooperat_company,037d4f99b26f4538a4c74bfda62bc19d,四川源生传媒有限公司,J6580006289201,company,0,2,GYS-20240705-005,cooperat_company::037d4f99b26f4538a4c74bfda62bc19d,create_if_missing,1842,artifacts/migration/partner_l4_final30_write_result_v1.json
cooperat_company,038af87d382b4af9bd4b8e3afd4f2cbd,蓬溪县小英商贸有限公司,-,company,0,2,695000100005,cooperat_company::038af87d382b4af9bd4b8e3afd4f2cbd,create_if_missing,2929,artifacts/migration/partner_l4_company_supplier_pair_1713_write_result_v1.json
cooperat_company,038bc4e93b3d4f02990e881349cf4e16,旌阳区恺瑞建筑机械经营部,,company,0,2,,cooperat_company::038bc4e93b3d4f02990e881349cf4e16,create_if_missing,4591,artifacts/migration/partner_l4_missing_tax_single_source_1554_write_result_v1.json
cooperat_company,038f735ddb054d40a6da1dfa99b3a174,四川信知温家物流有限公司,,company,0,2,GYS-20250619-015,cooperat_company::038f735ddb054d40a6da1dfa99b3a174,create_if_missing,3889,artifacts/migration/partner_l4_missing_tax_single_source_1554_write_result_v1.json
cooperat_company,039101002398457c937d17dcc3889779,成都淼源环保工程有限公司,91510108396945157N,company,0,2,GYS-20250327-001,cooperat_company::039101002398457c937d17dcc3889779,create_if_missing,650,artifacts/migration/partner_l4_500_write_result_v1.json
cooperat_company,03acb61ec1bc491d95c3fb4f2d4aad22,什邡市双盛镇仁义水泥制品厂,92510682MA63M4PC98,company,0,2,944000100014,cooperat_company::03acb61ec1bc491d95c3fb4f2d4aad22,create_if_missing,3451,artifacts/migration/partner_l4_company_supplier_pair_1713_write_result_v1.json
cooperat_company,03ad3c30cbb64e37b09fd9b49f27963e,重庆桂峰工程机械设备租赁有限公司,91500112MA5YQBH23B,company,0,2,GYS-20251209-001,cooperat_company::03ad3c30cbb64e37b09fd9b49f27963e,create_if_missing,374,artifacts/migration/partner_l4_500_write_result_v1.json
cooperat_company,03cfbfc859c642a0b73778879825df5e,四川豪欣石业有限公司,91510681MA64H4TU5L,company,0,2,GYS-20250917-003,cooperat_company::03cfbfc859c642a0b73778879825df5e,create_if_missing,934,artifacts/migration/partner_l4_1000_retry_write_result_v1.json
cooperat_company,03e81802462444c0ad428500d090fd39,德阳市区林创业广告装饰部,92510600MA64MNE625,company,0,2,GYS-20250904-001,cooperat_company::03e81802462444c0ad428500d090fd39,create_if_missing,1463,artifacts/migration/partner_l4_1000_retry_write_result_v1.json
cooperat_company,03f2819a2d5c4105bb0ae9c513f8f949,中国全聚德(集团)股份有限公司北京全聚德奥运村店,911101057567366165,company,0,2,21000100332,cooperat_company::03f2819a2d5c4105bb0ae9c513f8f949,create_if_missing,1898,artifacts/migration/partner_l4_company_supplier_pair_1713_write_result_v1.json
cooperat_company,03fadafaf65f4484871a1321b5149bef,四川为安消防检测有限公司,-,company,0,2,121000100007,cooperat_company::03fadafaf65f4484871a1321b5149bef,create_if_missing,2400,artifacts/migration/partner_l4_company_supplier_pair_1713_write_result_v1.json
cooperat_company,03fbad6243a64107a92003a1ee65afdd,四川玖悦建筑材料有限责任公司,-,company,0,2,685000100005,cooperat_company::03fbad6243a64107a92003a1ee65afdd,create_if_missing,2756,artifacts/migration/partner_l4_company_supplier_pair_1713_write_result_v1.json
cooperat_company,040627bfda04428598384dff4d5c4757,四川租赁测试单位,,company,0,2,ZLDW-20190726-001,cooperat_company::040627bfda04428598384dff4d5c4757,create_if_missing,4033,artifacts/migration/partner_l4_missing_tax_single_source_1554_write_result_v1.json
cooperat_company,0408c73fbdb44695a6fa3a174154b7f9,宁南县西瑶镇人民政府,,company,0,2,,cooperat_company::0408c73fbdb44695a6fa3a174154b7f9,create_if_missing,4113,artifacts/migration/partner_l4_missing_tax_single_source_1554_write_result_v1.json
cooperat_company,0409127d1a0843339be85a5879ee6b04,绵阳市安州区氿大碗中餐馆（个体工商户）,,company,0,2,GYS-20250619-010,cooperat_company::0409127d1a0843339be85a5879ee6b04,create_if_missing,4767,artifacts/migration/partner_l4_missing_tax_single_source_1554_write_result_v1.json
cooperat_company,041dac65ac5f4ae390f2ff17ed86303f,新疆好运昆仑物流科技有限公司,91653201MACQ85T20H,company,0,2,GYS-20231205-008,cooperat_company::041dac65ac5f4ae390f2ff17ed86303f,create_if_missing,1277,artifacts/migration/partner_l4_1000_retry_write_result_v1.json
cooperat_company,043b60e1097140ea9b8a6bd9223705bb,曲木日沙,513429199306175611,company,0,2,862000100015,cooperat_company::043b60e1097140ea9b8a6bd9223705bb,create_if_missing,1885,artifacts/migration/partner_l4_company_supplier_pair_1713_write_result_v1.json
cooperat_company,045b5bf2674c41e2ae37d941c21f1d5d,广西上富机电设备有限公司,1,company,0,2,1110000100001,cooperat_company::045b5bf2674c41e2ae37d941c21f1d5d,create_if_missing,2027,artifacts/migration/partner_l4_company_supplier_pair_1713_write_result_v1.json
cooperat_company,046838675cc048f4a63e8b4b0caa79f1,四川华盈泰建设工程有限公司,J651014138001,company,0,2,1082000100011,cooperat_company::046838675cc048f4a63e8b4b0caa79f1,create_if_missing,3554,artifacts/migration/partner_l4_company_supplier_pair_1713_write_result_v1.json
cooperat_company,046887a4443745768b5e84e54bb484dd,仁寿县文林镇鸿达装饰建材经营部,1,company,0,2,GYS-20251023-002,cooperat_company::046887a4443745768b5e84e54bb484dd,create_if_missing,3781,artifacts/migration/partner_l4_missing_tax_single_source_1554_write_result_v1.json
cooperat_company,046c9029f3014537beafdc4b94682735,广元立恒非融资性担保有限责任公司,91510800MA67PL9R6Y,company,0,2,707000100011,cooperat_company::046c9029f3014537beafdc4b94682735,create_if_missing,2879,artifacts/migration/partner_l4_company_supplier_pair_1713_write_result_v1.json
cooperat_company,0488d95a24b1453888283df4697c5de4,重庆市益康环保工程有限公司,,company,0,2,WLDW-20240523-002,cooperat_company::0488d95a24b1453888283df4697c5de4,create_if_missing,4965,artifacts/migration/partner_l4_missing_tax_single_source_1554_write_result_v1.json
