legacy_department_id,name,parent_legacy_department_id,depth,state,identity_path,legacy_project_id,is_company,is_child_company,charge_leader_legacy_user_id,charge_leader_name,note
013740392f604e1b8e9b5c1a31ec80be,德阳高新区万福棚改二期大门改造工程机电安装专业分包,1,1,0,2,3d9adf1f35c648e182d821f1fd826589,,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=141548; other_system_code=BM000004
0c22fbc42bd746f39c1a342695d23e25,垫江县城区污水处理厂提标改造项目（中水管网建设工程A段）--玉鼎桥至明月大道段（第二次）,570,2,0,2,ca9cc3a115d44c1faf31b0ae8d8c16dc,,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
0d9aa849d57945be84f7909dcccfdda6,成都中铁二院商业运营管理有限公司2025-2027年度供应商集中招募,1,1,0,2,5cacc39424034ea09fa2bfe27057778e,,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
0daf9472f42d427482f5d5d9f3f01a67,中核城建德阿项目(EPC)工程27#地块钢结构厂房屋面光伏安装施工专业分包,571,2,0,2,99859d05ebee43d98f4b947a62aaccab,,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
0f17138557084df3ae3e043b17f875c1,智慧之心项目3#楼及3#楼裙楼泡沫混凝土工程,1,1,0,2,44a080a6bc8748249e2bf6b80e78ed62,,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
0f685285428948b4940ca1522258461d,燕山路（洪湖路-柳江街）市政道路工程,1,1,1,2,de55113c54914c5093efa5164f840cdb,,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
0f6b9002bbda479d8d4d794883f6821b,东河农贸市场场内厕所改造,1,1,0,2,1bc8c1acc81d4a47af1318a718bf72db,,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=141555; other_system_code=BM000008
0fab6a5d156e4e76b905498bf8e4838a,沸水小学空调电力改造安装工程,571,2,0,2,e6b323e651a7407e9ee9191cfbe285a4,,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
1,四川保盛建设集团有限公司,-1,0,0,1,,,1,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=111916; other_system_code=BM000001
100a08655aac458dab1bfe29a62223e8,重庆2025年度零星维修服务项目,570,2,0,2,8c4d70aba64643968392105d93c77f4b,,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
10dde3a79e7c48b5953617faf2b95f00,重庆轨道交通15号线一期土建工程03标绣湖路DN400给水管道迁改工程,570,2,0,2,c1ffdc83503e4cce9d2801316060bed7,,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=141558; other_system_code=BM000010
10ecac3c49054ae0950b70147c0eaf83,中国电信泸州分公司2024-2026年房屋装修、维修服务项目,1,1,1,2,5ddc008baa11420ebb0485734c073a75,,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=141560; other_system_code=BM000011
11575299b0564571ad521da71b79d332, 汉源县生态农副产品产业园区基础配套设施建设项目-孵化园一标段,1,1,0,2,a5c3158b49694b9b80cc642bde276b66,,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=141562; other_system_code=BM000012
117ee95055d242c58b9b7bc82d1be313,堆龙德庆区乃琼亲子公园建设项目,567,2,0,2,c4fd674a84cc4c2bbeae55d8207443ce,,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
130,总工程师,20,3,0,1,,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
130d53a871c3489bbcc5d913096ecd38,城南壹号3区·央堂（一期）专业分包包2安装工程,1,1,0,2,7ae92d3ae6a34881b96e7aa1aaa53e87,,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
131,分公司,130,4,0,1,,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
132,副总经理（行政、劳务）,20,3,0,1,,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=141586; other_system_code=BM000025
133,财务部,20,3,0,1,,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
134,过控,24,5,0,1,,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
135,结算,24,5,0,1,,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
136,劳务公司,132,4,0,1,,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
136495eaa8374a828c72a9f5f1a9e91a,德阳市罗江区公路建设养护所2025农村公路维修,1,1,0,2,106e8ac916084f398b89d0a564f2473f,,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
139,出纳,133,4,0,1,,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
13a0ef9f2941400a86d68f65f0b6c7a0,德阳站综合交通枢纽改造项目（德阳站、S11 线连通工程等 4 个子项）漓江一、二西路特殊地基处理工程,1,1,0,2,e5d7653bc34a45649a7083c79912cf8e,,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
141,四川保盛建设集团有限公司,1,1,0,1,,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
143,中江县小型汽车驾驶人考场建设项目,141,2,0,2,e9ef3126e9594e518a5e518047574439,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
146,重庆分公司保证金,141,2,0,2,975b3830330e436b9811268ded7290f4,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
147,蓬溪县汽车城二期建设项目,141,2,0,2,292584f7b81f40579ab90504983a05fc,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
149,四川省德阳市罗江区2019年元宝山片区高标准农田建设项目（一标段,141,2,0,2,7454e9d853394d9991f8bf3b110b2e2a,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
150,重庆翰博光电工业园项目一期B部分（2#厂房）工程,141,2,0,2,541e6dbb75224e48b0ab8c09c28c70ef,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
151,朝天区三滩村至龙门等道路工程-潜溪路一段,141,2,0,2,e5e8bd5755cb4d20a7c0686a8e13be6e,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
152f4800ae2d48cca89a08dc7afd5efe,渝北区石船镇龙胆路石船段公交站新建工程,1,1,0,2,6a6b66ef5cc244359a6389425cf4393b,,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
154,国家水土保持重点项目中江县2019年冯店小流域水土流失综合治理项,141,2,0,2,cd4ddecc90324b76b303a4e4cbbb9e5b,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
155,喜德县2018年第二批农村公路工程尼波镇打尔村-甘洛村水泥路改建,141,2,0,2,769e23c09ba3423797b9306dd3a44b0c,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
156,金元镇江关咀村2019年社道路建设项目,141,2,0,2,e106501cc7184d8e8b8b08871e03e5dc,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
157,会理县2017年国家农业综合开发土地治理结余资金建设项目,141,2,0,2,3ddc904f2c7b43d283abbfa56acf1c43,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
158,射洪县仁和中学校教学用房及相关附属设施建设项目,141,2,0,2,bbea9e93630f48eea51296e418ad83b7,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
159,蓬溪县苇子湾水库除险加固工程,141,2,0,2,820b75e8bc1d44b199a52ffe48f1c350,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
15d6f68853634775967456f701457bd9,二重厂西路（华山路-衡山路）等4条路砂石工程专业分包,1,1,0,2,0c8c213e89204a6fb61a4c8ac79f0d4a,,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=141564; other_system_code=BM000013
15f3e6a23c5a4193a6435448449584b9,2025年西南石油工程公司钻前辅助工程劳务框架招标（2标段：成都、资阳等地区）项目,1,1,0,2,d61b20783fc842faa95fa3b2e1bf16bc,,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
160,征拆服务中心办公用房装修工程,141,2,0,2,876f32f8b96d4bb192f628a4cb4d0b49,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
161,中江县2016年抗旱应急水源工程,141,2,0,2,85866c001d2e4b029b09516966968acc,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
162,全国新增1000亿斤粮食生产能力安居区2018年田间工程建设项目,141,2,0,2,4b7a21220a1040129a798b604acdf5f1,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
163,德昌县宽裕镇花园村文化休闲广场,141,2,0,2,08ac2e586f574d39a3272852fa22bf71,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
164,布拖县拉达乡现代设施蔬菜产业融合示范园附属工程,141,2,0,2,81d3115930624b97aedc862be17f8d7e,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
165,玖龙纸业（重庆）有限公司年产55万吨牛卡及瓦楞纸生产线配套湿式造,141,2,0,2,3021356f755143a8b18255091cc9c42b,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
166,德阳市泰山路（金沙江路-新收费站）提档升级改造工程,141,2,0,2,3ce020ce08294f8dbdb7c86f5d9ba50a,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
167,罗江翰林豪锦苑一期工程,141,2,0,2,c7f4ba7e38cf4b29b239a9b5ddd0ff94,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
168,国有企业职工家属区“三供一业”分离移交改造项目物业管理部分-沁苑,141,2,0,2,6a9c137ef7a44d6bb67efff0dfa2dca8,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
169,剑阁县2019年交通专项扶贫村道窄路加宽工程（杨村镇柏梓村）,141,2,0,2,ddd9a94d8aef4059a1def554a737e0e4,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
16e03f9a098d4753a2d8a09363db1e88,恒荣半岛小区东舍北苑组团消防地下管网设施设备改造项目,570,2,0,2,560ae40a3f244039bc3e6944959d80f1,,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
171,国宾府售楼部、样板间室内精装修工程,141,2,0,2,7cc55a8369d148a28e41f470b8f982af,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
172,国有企业职工家属区“三供一业”分离移交改造项目供水部分,141,2,0,2,84523f6e180f4f519bb0b1e60b6922c6,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
17230c9861984512b46558e023e6a990,德阳市经开区再生资源利用园区基础设施项目九标段项目市政安装工程,1,1,0,2,e5c64d4f13ba477191da0b3e3bd12236,,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
173,中江县凯江中学校教学及辅助用房建设项目,141,2,0,2,ddc10588a1094d7986d2b383189125b3,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
174,宁南县骑骡沟镇曹家营、董家龙潭饮用水源地保护工程施工合同,141,2,0,2,7fa2733fb3d34cc6a7870d625504a391,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
175,射洪县金鹤乡白店村、长房村、大榆镇松林村等3个高标准基本农田建设,141,2,0,2,fdeb2bb017b94856850715fb5f1ec2c0,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
176,重庆江北国际机场飞行区服务综合服务外包项目,141,2,0,2,15bc8bfa1f964a609140a3c52c72efaa,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
177,忠县涂井乡龙滩村农村移民安置区精准扶贫项目.,570,2,0,2,6685fcb7a6614a0d89558d44653aec8c,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
178,新场乡长虹村灌溉蓄水池及防洪沟修建项目,141,2,0,2,5364878e0dc142c6b133d57c6eb09980,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
179,天府国际机场航站区配套市政工程施工三标段（二工区）雨污管网及土石,141,2,0,2,17510e7ec153446ca14f6efa72d6c899,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
18,董事长,1,1,0,1,,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=141566; other_system_code=BM000014
180,中央公园西一游客服务中心工程项目,141,2,0,2,204822a6a35f4e76963dbeec9c3240d3,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
181,中江县支公司办公职场装修工程,141,2,0,2,d795445cf03e48b99618f3eb559a235b,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
182,川北幼儿师范高等专科学校三期工程-室外附属一批次工程,141,2,0,2,bedcf08fe3a040b6a2123a148f45dd5c,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
183,黄猫垭园区建设工程劳务分包,141,2,0,2,b155837db59c42d9a3eccff2df5bfad8,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
184,营盘乡高峰村、都家坝、丁家碥村农村安全饮水,141,2,0,2,a1d5df160ba1409dbb581cc5c68a9cfc,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
185,乔庄镇茶树村排水沟整治,141,2,0,2,837f285f234d42b6b60e717ea8e7390b,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
186,青川县营盘乡永红村农村安全饮水,141,2,0,2,4c93e1d422624fcf830d807d95e272a9,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
187,异地扶贫搬迁项目,141,2,0,2,ada14cce57224111bd53c4427cedba4a,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
188,剑阁县2018年鹤龄镇村级公共服务项目,141,2,0,2,308f3a386994423093c36b6d02452501,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
189,剑阁县文化广电新闻出版局人才基地建设项目,141,2,0,2,02df67b4ddb6469b81ed551e9b544d25,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
190,剑阁县圈龙乡新桥村文化室,141,2,0,2,3ffba2d0c30c466d8e835e1e5b73c165,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
191,朝天区花石乡以工代赈脱贫攻坚项目工程,141,2,0,2,e237f61a7cf6461fa360da20307d6522,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
192,剑阁县公兴镇新生村风貌打造项目,141,2,0,2,30f93b0db7b445d7afc04dbc99de3d65,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
193,中江县联合镇中心学校群星分校新建运动场项目工程,141,2,0,2,512df28c4b854d4aac32bb7f394b5275,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
194,广汉市郑州路东段雨污水管网工程,141,2,0,2,14fe0f48d2af4716b1b3b24f8a4286c8,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
196,四川省德阳市2012-2013年中小河流水文监测系统新建水文,141,2,1,2,6801dfe526d14ac1963bdb600ace2a79,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
197,什邡市经济开发区一级消防站及综合应急救援训练基地项目,141,2,0,2,c99641e9b7d8419bb1318f070e2496fd,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
1a87f88a5c6044a89f558c69f59f4238,潼南支行双江分理处营业网点主体装修工程项目,570,2,0,2,e0ba5308a59e4e98a4225b4b75d34818,,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
1b45612a30fa42b796e371208468845a,绵阳市公安局高新技术产业开发区分局磨家派出所改造工程,571,2,0,2,8a17b9ff95fc42b696dc7c91938904dc,,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
1b8637ef1c04400586d9169119a04115,成都市青羊区文庙后街雨水管网管道清淤及更换维修改造工程,1,1,0,2,88dc03d2639144e2a513a82c2ebec878,,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
1bbae8f08e904447ab4a68069cf5ab57,四川省广汉高封橡塑有限公司地上建(构)筑物附着物拆除工程及残值处置项目,1,1,0,2,35aa78045dea48e082cae3f783e952b6,,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
1be2b35ab3fd4b858594c1537ccea230,崴和路边坡滑坡治理,1,1,1,2,06c94694eb3e418bb4ceb5e55a987583,,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
1ea743d96e764df996ecc8ab7dfaaaa5,2024年中江县永兴镇七郎村集体经济扶持村项目,1,1,0,2,4b8d30c6415f4768a994a73e75896668,,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
1ec3d9d2fc04494e9e76bfe2d89665e9,旌阳区综合管廊项目钱塘江路段支护及防水工程二标,1,1,0,2,3a08110abc76473aa8180fc16f9395b7,,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
1eebc675398f4c6699055afe05a9d0d9,东林智慧学校停车场工程建设项目,570,2,0,2,976f7632cefe4535a53f8a239d5fb1c2,,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
1fb5be4d868543a3902e41a99cd5f70d,北新国际冷链商贸物流项目E地块E3#-1、E4#-1综合项目,1,1,0,2,8394414a2c9548ff91c728854b0f972d,,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
20,总经理,18,2,0,1,,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=141567; other_system_code=BM000015
200,古蔺双沙陈坪等3个村18年脱贫攻坚饮水项目,141,2,0,2,11e56ccc546e4532a323597457133e8c,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
201,江油涪江上游武都水库珍稀和特有鱼类繁育中心项目,141,2,1,2,d160e20360074d30af053a069f62ebec,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
201d4b91fb6a4dfc826ba49fd03b0aac,东水门大桥、朝天门大桥（南北）公园、停车场、电梯等新增附属设施工程,570,2,0,2,7ccb740801cf4ffba45d3e4990d51a47,,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=141569; other_system_code=BM000016
202,广汉金鱼镇凉水村管网延伸工程,141,2,0,2,88e26d8ae253462cbcfc30e462f2da7f,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
203,德阳市中心城区穿城堰、丁家堰、干河子、胜利堰四条黑臭水体整治工程,141,2,0,2,135be6807d2043619fde2b6efe531cf6,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
204,玛瑙村易地扶贫搬迁堡坎及边坡支护工程,141,2,0,2,973001fda0d442faa9516db4ace99a73,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
2044997389e247d1ac6333ac5aa90924,医院商业服务配套安装工程,1,1,0,2,38a935363c53402fa59ee99c9170f8de,,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
205,平武古城敬老院维修改造项目,141,2,0,2,ab85a39f56c54484bb2c8097a4a55b36,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
20501ebd6dd6410483108eda68dde5df,喀什地区塔什库尔干县曲什曼检查站至垃圾处理厂道路路灯采购项目（二次）,565,2,0,2,9b2699105e5a437d96e46f1be52c66a6,,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=141571; other_system_code=BM000017
207,中江县杏花路道路建设工程施工,141,2,0,2,b032b1d023394264bea8890d30a6f16e,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
208,剑阁2019年村道窄路加宽工程圈龙乡太吉村,141,2,0,2,2cd51f2a8f064ef691347e5fee5d83fb,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
21,副总经理（成控、经营）,20,3,0,1,,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=141581; other_system_code=BM000022
211,誉城国际一期二批次,141,2,0,2,e198e1afc1324069844bfe3a310cfe91,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
212,广元龙江电力宾馆消防管道改造施工,141,2,0,2,2b26ad9411f0477886faff502f0d606d,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
213,苍溪县歧坪镇爱国村等11个村城乡建设用地增减挂钩项目,141,2,0,2,f38cc5d7d0ac4c758b7547effc62c97a,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
214,国网四川省电力公司家属区物业改造二标段项目,141,2,0,2,816c71305aa94216886d5a43d371eb0f,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
215,四川广汉火车站省粮食储备库和兴中心库建设项目（一期工程）,141,2,0,2,57bd7e81163b4800ad47fbe092c8d58f,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
216,剑阁县盐店镇莲石笋村居民改造项目七标段,141,2,0,2,a1c8757811764320a6915a1df6d7846b,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
217,四川广元昭化中国食品产业发展重点园区（工业园区泉坝台阶地）项目场,141,2,0,2,98af7d7c7a6247bfa410c4e081af4469,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
218,罗江县蟠龙镇2016年农业综合开发高标准农田建设项目,141,2,0,2,db4b47a81c304c03b4914e86eeb5f124,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
219,雅瑶东路教育设施建设项目（雅瑶东路小学）,141,2,0,2,4b89ee16cc58497bac061d8ae5fddd82,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
220,罗江县2018年水利发展资金高效节水灌溉项目,141,2,0,2,71387d99afc94f92aa22e36cb068524d,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
221,广汉市南兴镇农业综合开发高标准农田建设项目,141,2,0,2,77a04024304d44bcae389f681f68f0c9,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
223,普格县2019年产业扶贫特色水果种植示范项目大棚及果园灌溉工程（,141,2,0,2,29dff975ab4b42b5bc941af2c04b7cec,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
224,全国新增1000亿斤粮食生产能力射洪县2018年田间工程建设项目,141,2,0,2,8210d117e0d14137b74221d251aba7a9,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
225,德新镇绿化及风貌改造工程,141,2,0,2,a0d056eb1a064f0cbb2cf26b4eb30fcf,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=; other_system_code=
227,总经办,1,1,0,1,,0,0,,,source_table=BASE_ORGANIZATION_DEPARTMENT; other_system_id=141573; other_system_code=BM000018
