write_design_id,target_model,operation,legacy_contract_id,legacy_project_id,project_id,partner_id,subject,type,legacy_contract_no,legacy_document_no,legacy_external_contract_no,legacy_status,legacy_deleted_flag,legacy_counterparty_text,rollback_key,rollback_key_value,name_policy,tax_policy,state_policy,line_policy,db_write
contract_header_post400_next200:0011,construction.contract,create_only,4cbe315cd45d4594bb982b3599317069,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,文泰尚城后门门卫分户工程,out,DYS2022-16-58,WBHTGL-20220726-035,1000000732,2,,德阳市供水安装工程队,legacy_contract_id,4cbe315cd45d4594bb982b3599317069,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post400_next200:0012,construction.contract,create_only,4cc6d469bb374ac8b8cc2f8b66f63165,4e69feaf5c854b54a44de07e4e94300c,2359,117,中国移动四川公司市州分公司2025年—2028年管理用房及生产枢纽楼公共区域零星维修项目的标包13 南充,out,NCS2025-159,WBHTGL-20250924-001,17586760418880000,2,0,中国移动通信集团四川有限公司南充分公司,legacy_contract_id,4cc6d469bb374ac8b8cc2f8b66f63165,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post400_next200:0013,construction.contract,create_only,4cc8c31c19754d8e805f5e8c125c063a,5ce3a10946434bf3bb1a79351d5de269,2407,5807,广东西部沿海高速公路珠海段斗门收费站建设工程房建工程,out,ZHS2021-77,WBHTGL-20210916-001,1000000505,2,,保利长大工程有限公司,legacy_contract_id,4cc8c31c19754d8e805f5e8c125c063a,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post400_next200:0014,construction.contract,create_only,4cdc2f64f67c44c0bf3a9dd8e0d1b1a3,6b4e37cd90a94055a69de211efdab846,2444,5803,易静工程（德阳二重工程项目）,out,DYS2020-06-13,WBHTGL-20200521-003,1000000196,2,,二重（德阳）重型装备有限公司,legacy_contract_id,4cdc2f64f67c44c0bf3a9dd8e0d1b1a3,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post400_next200:0015,construction.contract,create_only,4d68ad3881054ded9a29a8aa02f415ab,39b007f2fcac4bcabaed31c907846e8b,2292,5806,德阳市旌阳区东湖-和新（崴和路）道路改建工程二标段,out,DYS2021-117,WBHTGL-20211229-002,1000000575,2,,伟宸建设集团有限公司,legacy_contract_id,4d68ad3881054ded9a29a8aa02f415ab,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post400_next200:0016,construction.contract,create_only,4d8d28b58a934e849c64356983c47b0a,b7f07bc4b72c4cd29b5d1b445b499386,2661,3935,工程中心东面环境清理项目,out,DYS2023-03-07,WBHTGL-20230315-003,1000000895,2,,四川工程职业技术学院,legacy_contract_id,4d8d28b58a934e849c64356983c47b0a,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post400_next200:0017,construction.contract,create_only,4dc5858802b248cda342bbd801973c1c,fbbe809ac1994bf9a245f59229553730,2853,5830,结算审核报告,out,DYS2022-80-1,WBHTGL-20241024-002,17297352637370000,2,0,四川建筑职业技术学院,legacy_contract_id,4dc5858802b248cda342bbd801973c1c,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post400_next200:0018,construction.contract,create_only,4e451bb1e7ee44e6b380f0a936b1ecb2,b3f527d6f80c45498a54241c44fee03b,2651,5846,罗江区2020年暴雨洪灾水毁修复9个工程施工分包单位及单价补充协议书,out,DYS2021-74,WBHTGL-20210827-002,1000000500,2,,四川纹江致远建筑开发工程有限公司,legacy_contract_id,4e451bb1e7ee44e6b380f0a936b1ecb2,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post400_next200:0019,construction.contract,create_only,4e7ead75b9af456c84c41e3eb4cd25c6,6b4e37cd90a94055a69de211efdab846,2444,5803,重机厂36米跨机床围栏整治项目,out,DYS2024-42,WBHTGL-20240223-002,17086500873450000,2,0,二重（德阳）重型装备有限公司,legacy_contract_id,4e7ead75b9af456c84c41e3eb4cd25c6,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post400_next200:0020,construction.contract,create_only,4e8257e59afe4eee99d9658743f3f399,6b4e37cd90a94055a69de211efdab846,2444,3663,采购部-D307洽谈室装修,out,DYS2024-217,WBHTGL-20241008-001,17283500311220000,2,0,中国第二重型机械集团德阳万航模锻有限责任公司,legacy_contract_id,4e8257e59afe4eee99d9658743f3f399,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post400_next200:0021,construction.contract,create_only,4ed02f0d07c64f2d859097031ca7b172,81f1c11cde6e4db0bc782b1aaf07f75d,2507,5871,德阳市供水安装工程队非招标项目施工劳务分包备选合同,out,DYS2020-23,WBHTGL-20200324-001,1000000152,2,,德阳市供水安装工程队,legacy_contract_id,4ed02f0d07c64f2d859097031ca7b172,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post400_next200:0022,construction.contract,create_only,4ed269af1cdd4da1b4acbd747c13ecaf,7fd8ea3e59b7430fa97844b5fde512e4,2499,4514,西部城区A2-04地块房地产开发项目,out,XCS2025-10,WBHTGL-20250120-002,17373594055920000,2,0,成都建工第一建筑工程有限公司,legacy_contract_id,4ed269af1cdd4da1b4acbd747c13ecaf,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post400_next200:0023,construction.contract,create_only,4f0e4e5c501a40f78fc13d715c1999ae,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,融发雅居移表工程,out,DYS2022-16-49,WBHTGL-20220726-027,1000000724,2,,德阳市供水安装工程队,legacy_contract_id,4f0e4e5c501a40f78fc13d715c1999ae,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post400_next200:0024,construction.contract,create_only,4f7a42dbbdcf418bbad87fe46f871d8f,d9c6cbd20d9f41cc876ad845341304d7,2748,3731,重庆轨道交通15号线一期土建工程果塘路站二期给水管线迁改工程,out,CQS2023-71,WBHTGL-20230705-001,1000000958,2,0,中铁二局集团有限公司,legacy_contract_id,4f7a42dbbdcf418bbad87fe46f871d8f,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post400_next200:0025,construction.contract,create_only,4fb679fc152a439c9ff8bd775d3f6c30,1abe1430e27d4765b61cf3ae4b341c24,2192,4475,凯州新城城乡一体化项目配套建设工程钢结构工程专业分包（第二次）,out,DYS2023-15,WBHTGL-20230327-005,1000000906,2,0,德阳蓉北建设工程有限公司,legacy_contract_id,4fb679fc152a439c9ff8bd775d3f6c30,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post400_next200:0026,construction.contract,create_only,4fda001f8d8642029d888c520334a538,1ce3b31d6d8544479618158ea59ed160,2198,3656,中国移动四川分公司成都片区2018-2020年渠道零星维修项目,out,CDS2019-27,WBHTGL-20200311-006,1000000115,2,,中国移动通信集团四川有限公司成都分公司,legacy_contract_id,4fda001f8d8642029d888c520334a538,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post400_next200:0027,construction.contract,create_only,4ffa98e91b5f4bfda11ee5d8faa08d96,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,国家发电设备机械零部件检测中心施工用水工程,out,DYS2022-16-38,WBHTGL-20220726-016,1000000713,2,,德阳市供水安装工程队,legacy_contract_id,4ffa98e91b5f4bfda11ee5d8faa08d96,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post400_next200:0028,construction.contract,create_only,5026c6f08b954f04b8aca6abb0ade00c,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,翠竹苑B6栋1-2、2-2号、陈银3-2、4-2号分户工程,out,DYS2022-16-27,WBHTGL-20220726-005,1000000702,2,,德阳市供水安装工程队,legacy_contract_id,5026c6f08b954f04b8aca6abb0ade00c,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post400_next200:0029,construction.contract,create_only,5028339de3e842e1a86a2832ecf7ef92,6b4e37cd90a94055a69de211efdab846,2444,3663,热处理厂4跨、5 跨、6跨照明改造,out,DYS2024-131,WBHTGL-20240819-001,17240289273900000,2,0,中国第二重型机械集团德阳万航模锻有限责任公司,legacy_contract_id,5028339de3e842e1a86a2832ecf7ef92,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post400_next200:0030,construction.contract,create_only,503fe079b2a0457c990c945bba8b4dc2,b79f8cb44d6045c1869f6bb575b5e77e,2659,4761,绵阳市安州区人民检察院智慧检察系统V期办案工作区土建项目,out,MYS2024-261,WBHTGL-20241226-001,17351775486940000,2,0,绵阳市安州区人民检察院,legacy_contract_id,503fe079b2a0457c990c945bba8b4dc2,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post400_next200:0031,construction.contract,create_only,506984fd7edf4a41bdb2a735ba949891,6b4e37cd90a94055a69de211efdab846,2444,3664,砖库粉刷乳胶漆等项目,out,DYS2025-218,WBHTGL-20251203-001,17647289854370000,2,0,中国第二重型机械集团德阳万路运业有限公司,legacy_contract_id,506984fd7edf4a41bdb2a735ba949891,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post400_next200:0032,construction.contract,create_only,506bf5bb173447bdb440c6eee9e75b6a,b7f07bc4b72c4cd29b5d1b445b499386,2661,3935,2021年雨季应急抢险项目,out,DYS2021-13-20,WBHTGL-20210929-003,1000000517,2,,四川工程职业技术学院,legacy_contract_id,506bf5bb173447bdb440c6eee9e75b6a,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post400_next200:0033,construction.contract,create_only,507bf22ca5554abbaf9d57ec3be96825,6b4e37cd90a94055a69de211efdab846,2444,5803,供水泵房安全整改工程,out,DYS2023-157,WBHTGL-20231030-002,16986559401510000,2,0,二重（德阳）重型装备有限公司,legacy_contract_id,507bf22ca5554abbaf9d57ec3be96825,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post400_next200:0034,construction.contract,create_only,50b3b23fbde3483fa7c5adc905efcd55,dc59bf70a1a54961a96e4a169555842f,2756,4679,洛浦县市政基础设施建设及配套项目（施工一标段）,out,XJQ2021-58,WBHTGL-20210707-001,1000000475,2,,洛浦县住房和城乡建设局,legacy_contract_id,50b3b23fbde3483fa7c5adc905efcd55,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post400_next200:0035,construction.contract,create_only,50d97642aad94f0d8e2d9b5f2fa40d33,7804bf2a4b6e4d258d501945273868c0,2475,5798,53019工程、3644-3、4、3617总坪安装工程,out,XZQ2021-104,WBHTGL-20211122-002,1000000549,2,,中铁十九局集团有限公司,legacy_contract_id,50d97642aad94f0d8e2d9b5f2fa40d33,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post400_next200:0036,construction.contract,create_only,50ed0524f0a2429a90138c6d1cd8e6e8,6b4e37cd90a94055a69de211efdab846,2444,3761,易静工程（德阳二重工程项目）,out,DYS2020-06-01,WBHTGL-20200521-001,1000000194,2,,二重集团（德阳）精衡传动设备有限公司,legacy_contract_id,50ed0524f0a2429a90138c6d1cd8e6e8,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post400_next200:0037,construction.contract,create_only,520d07ffb4614bf4a20a02db7a8eb701,531c46015cb843b1a330c71e092fef13,2380,5839,智慧之心项目2#、3#、4#、5#楼及裙楼景观绿化工程专业分包项目,out,DYS2025-180,WBHTGL-20251023-001,17611808745120000,2,0,四川省东方兴发建设集团有限公司,legacy_contract_id,520d07ffb4614bf4a20a02db7a8eb701,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post400_next200:0038,construction.contract,create_only,52a1518e24724d64925229f920ba05ef,204822a6a35f4e76963dbeec9c3240d3,2211,3991,中央公园西一游客服务中心工程项目,out,CDS2019-70,WBHTGL-20200229-027,1000000061,2,,四川瑞源建筑工程有限公司,legacy_contract_id,52a1518e24724d64925229f920ba05ef,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post400_next200:0039,construction.contract,create_only,52bb0b0ddbfb4122a17715ede5295cb4,b7f07bc4b72c4cd29b5d1b445b499386,2661,3935,五教广场及松苑餐厅楼梯地面防滑处理,out,DYS2023-03-03,WBHTGL-20230104-003,1000000864,2,,四川工程职业技术学院,legacy_contract_id,52bb0b0ddbfb4122a17715ede5295cb4,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post400_next200:0040,construction.contract,create_only,52f40d2d41b7432595b3d283fe3f73e3,6b4e37cd90a94055a69de211efdab846,2444,5803,金结厂新跨厂房侧面防雨,out,DYS2022-15-8,WBHTGL-20220507-015,1000000656,2,,二重（德阳）重型装备有限公司,legacy_contract_id,52f40d2d41b7432595b3d283fe3f73e3,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post400_next200:0041,construction.contract,create_only,53316129ecb048a6a0b090e777d768ff,6b4e37cd90a94055a69de211efdab846,2444,5803,铸造厂1#干燥窑封闭式母排抢修,out,DYS2021-09-20,WBHTGL-20210924-001,1000000508,2,,二重（德阳）重型装备有限公司,legacy_contract_id,53316129ecb048a6a0b090e777d768ff,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post400_next200:0042,construction.contract,create_only,53ab7792bf4e47c489c33dec8af9b3cb,7fa5e23b3bfa44e184eeaf9f6aa891c0,2497,4365,水韵江南10栋维修,out,DYS2021-83,WBHTGL-20210926-002,1000000512,2,,德阳市水韵江南居住小区业委会,legacy_contract_id,53ab7792bf4e47c489c33dec8af9b3cb,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post400_next200:0043,construction.contract,create_only,54cf3a582b8d4408a7154fed0e9ef9b5,5c44a17531ae4105bde23f05303bda78,2404,4934,花园路街道古楼片区配套基础设施建设工程,out,CQS2021-08,WBHTGL-20210113-001,1000000344,2,,重庆市南岸区人民政府花园路街道办事处,legacy_contract_id,54cf3a582b8d4408a7154fed0e9ef9b5,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post400_next200:0044,construction.contract,create_only,5526062299464fb7a9e4d84c1557dd66,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,德阳市供水安装工程队,out,DYS2022-16-66,WBHTGL-20221117-005,1000000803,2,,德阳市供水安装工程队,legacy_contract_id,5526062299464fb7a9e4d84c1557dd66,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post400_next200:0045,construction.contract,create_only,5535495bb5d54e03913274602e4ebb27,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,旌阳区鞍山路202号东汽馨园二期A区3栋1-4号郭太友分户工程,out,DYS2022-16-81,WBHTGL-20221117-019,1000000817,2,,德阳市供水安装工程队,legacy_contract_id,5535495bb5d54e03913274602e4ebb27,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post400_next200:0046,construction.contract,create_only,553efed34ca64bde8bb27667bd1b1170,0f3c19a871e446fc8cc9781f108d58e5,2157,4930,米易县南部新城市政道路及生态湿地公园PPP项目-湿地公园建设项目,out,PZH2020-20,WBHTGL-20200716-001,1000000223,2,0,重庆巨能建设（集团）有限公司米易分公司,legacy_contract_id,553efed34ca64bde8bb27667bd1b1170,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post400_next200:0047,construction.contract,create_only,553f631c1a264735883409e3c9c8eb21,38a935363c53402fa59ee99c9170f8de,2287,5869,医院商业服务配套安装工程,out,DYS2026-09,WBHTGL-20260120-001,17688789760410000,2,0,德阳市人民医院,legacy_contract_id,553f631c1a264735883409e3c9c8eb21,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post400_next200:0048,construction.contract,create_only,554a594f6b8c4ce8a89bd968748a28a3,027c5b467ae94e52aabb6f6218d310d4,2118,4136,成渝双城经济圈川渝高竹新区制造产业园及配套基础设施建设项目（L3-1线道路及配套工程劳务分包）,out,CQS2022-52,WBHTGL-20220623-001,1000000677,2,,川渝高竹新区开发建设集团有限公司（四川高竹工程建设有限公司）,legacy_contract_id,554a594f6b8c4ce8a89bd968748a28a3,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post400_next200:0049,construction.contract,create_only,5571251175cf4221a301d81037c78d51,6b4e37cd90a94055a69de211efdab846,2444,3663,采购部下料工段照明节能改造,out,DYS2023-169,WBHTGL-20231117-003,17001834079370000,2,0,中国第二重型机械集团德阳万航模锻有限责任公司,legacy_contract_id,5571251175cf4221a301d81037c78d51,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post400_next200:0050,construction.contract,create_only,557354a1a54d40b7bf078c17f1f763eb,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,德阳市东汽小学扩建项目新建总表工程,out,DYS2024-165,WBHTGL-20240923-014,17270578850600000,2,0,德阳市供水安装工程队,legacy_contract_id,557354a1a54d40b7bf078c17f1f763eb,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post400_next200:0051,construction.contract,create_only,55a2487ec6e043479a62aa40091da7eb,786f45af49be4b29b4a1ad2717804e0d,2478,5572,德缆公司力缆车间及新建能源装备车间提升机雨棚施工工程项目,out,DYS2025-34,WBHTGL-20250319-001,17423486859010000,2,0,特变电工（德阳）电缆股份有限公司,legacy_contract_id,55a2487ec6e043479a62aa40091da7eb,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post400_next200:0052,construction.contract,create_only,5613a212d8a74f42b0bdf74a2fe22ceb,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,漓江一西路（黄山路—蓥华山路）配套市政给水管网工程,out,DYS2024-10,WBHTGL-20240123-003,17059803368300000,2,0,德阳市供水安装工程队,legacy_contract_id,5613a212d8a74f42b0bdf74a2fe22ceb,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post400_next200:0053,construction.contract,create_only,562bc83ca224492dbb964274533b45ff,dfdd8eb86b064e7f8615d74aa2bc222a,2771,5867,德阳市寿丰河截污干管项目委托采购协议（建渣）,out,DYS2020-54-1,WBHTGL-20251223-001,17664561174660000,1,0,德阳国信建设工程有限公司,legacy_contract_id,562bc83ca224492dbb964274533b45ff,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post400_next200:0054,construction.contract,create_only,568107fb1225494d8828bb5c98becf04,e1603619f0814d02b4c86bc5c044ea0b,2778,5800,1-8号厂房、13号厂房、16号厂房 防水保温工程专业分包合同补充协议,out,BZS2021-110-2,WBHTGL-20260104-002,17675067418860000,2,0,中铁十八局集团有限公司巴中恩阳临港产业园项目经理部,legacy_contract_id,568107fb1225494d8828bb5c98becf04,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
